nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-toelichting,GGM-target-guid,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-type,GEMMA-guid,GEMMA-source-guid,GEMMA-target-guid,datum-tijd-export,GGM-guid,GGM-source-guid
661,hoort bij,,Association,nan,{440219A4-C64B-4eac-ADE5-E79ED6AA9BFE},hoort bij,nan,nan,association-relationship,08d8664d-52d5-4c34-822b-e983e81bbcf9,1364056c-dc25-4855-a75f-eb523f012b02,378dab8d-1135-40b8-9ed5-3591a89c75c2,18022026-151638,,
662,is,,Association,nan,{7B9EDDFD-57F7-4ff2-938F-FDFA3B503DA8},is,nan,nan,association-relationship,53ecde49-38a0-4808-a637-8d87e23964fd,6e591734-ef9a-4858-bca1-f924c1aef7b0,d0eb8d8b-25c9-4eef-9dc6-4a773d8899a7,18022026-151638,,
663,heeft,,Association,,{440219A4-C64B-4eac-ADE5-E79ED6AA9BFE},,,,,,,,18022026-151638,,
664,behandelt,,Association,nan,{73FB5212-40ED-40dc-B837-36588840445A},behandelt,nan,nan,association-relationship,9b9e9e7c-3ace-4c6b-ac50-7c5b43854360,378dab8d-1135-40b8-9ed5-3591a89c75c2,34b2e5f9-63ab-42e8-bfa9-85e12ff6e417,18022026-151638,,
665,heeft,,Association,nan,{73FB5212-40ED-40dc-B837-36588840445A},heeft,nan,nan,association-relationship,2363ef36-35c9-4a18-8200-4df22492d661,ea768404-3043-48bc-b0dc-143abc8806d6,34b2e5f9-63ab-42e8-bfa9-85e12ff6e417,18022026-151638,,
666,hoort bij,,Association,nan,{73FB5212-40ED-40dc-B837-36588840445A},hoort bij,nan,nan,association-relationship,2364b739-148b-4a4b-8513-545fe9521e84,857327b0-3ab3-4578-869d-7b390aa1e3d3,34b2e5f9-63ab-42e8-bfa9-85e12ff6e417,18022026-151638,,
667,is,,Association,nan,{F1E55DC7-0F33-40ea-8713-2E1AC3D7EE8D},is,nan,nan,association-relationship,fd5dc934-a2fe-4333-9cda-365498227e51,db373678-134a-4333-9d49-e86faf5ce531,ccf78bc5-8d4a-440f-a642-abcf60149628,18022026-151638,,
668,,,Association,nan,{F1E55DC7-0F33-40ea-8713-2E1AC3D7EE8D},nan,nan,nan,association-relationship,68ea0039-4e39-431e-af6b-eac3c6337736,ea768404-3043-48bc-b0dc-143abc8806d6,ccf78bc5-8d4a-440f-a642-abcf60149628,18022026-151638,,
669,is,,Association,nan,{9F4E12E4-B228-4931-AC83-1B1F60958A89},is,nan,nan,association-relationship,dd1b461d-f7be-4086-a3b8-3316e9e28938,ccf78bc5-8d4a-440f-a642-abcf60149628,cd27cd50-1721-4870-a292-ea0f24d1ada4,18022026-151638,,
670,is,,Association,nan,{7B9EDDFD-57F7-4ff2-938F-FDFA3B503DA8},is,nan,nan,association-relationship,2238668e-a5b3-4ebd-97da-5ee3f7a82b2f,ccf78bc5-8d4a-440f-a642-abcf60149628,d0eb8d8b-25c9-4eef-9dc6-4a773d8899a7,18022026-151638,,
671,heeft,,Association,,{A0F8E790-518A-4717-88C2-1143DE9F944A},,,,,,,,18022026-151638,,
672,betreft,,Association,,{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,,,,18022026-151638,,
673,opgepaktIn,,Association,,{1AA67F0D-3B94-48a3-A037-A2ACC6D61CF0},,,,,,,,18022026-151638,,
674,heeft,,Association,,{C7000EFD-826C-4e47-BD80-075A6EF4E558},,,,,,,,18022026-151638,,
675,verzondenDoor,,Association,,{3643CF44-EFAA-4939-9AEB-ACA8D8EE11F9},,,,,,,,18022026-151638,,
676,opgepaktNamens,,Association,,{EA6F820F-C458-4b24-8055-5C2CC76F5904},,,,,,,,18022026-151638,,
677,opgepaktDoor,,Association,,{3D5CCB29-91E4-458e-8BCD-6741198E45B8},,,,,,,,18022026-151638,,
678,contactpersonen,,Association,,{A629ED5F-E919-6316-A279-92891F2325BB},,,,,,,,18022026-151638,,
679,,,Association,,{609AECDB-CFEA-4316-9541-5239A26CC069},,,,,,,,18022026-151638,,
680,,,Association,,{F0C047DA-725B-486b-9FF3-EB60662C1895},,,,,,,,18022026-151638,,
681,,,Association,,{48CCBBD0-2327-4620-881C-A39F151BABD6},,,,,,,,18022026-151638,,
682,,,Association,,{5E0C3ED7-DCB9-4fc0-A11C-50F079D74EFD},,,,,,,,18022026-151638,,
683,,,Association,,{A514BC85-0096-4bbc-B393-DE1784056420},,,,,,,,18022026-151638,,
684,,,Association,,{14E98618-2093-4442-9593-1B15890260A8},,,,,,,,18022026-151638,,
685,,,Association,,{AFB7351F-6761-4db2-ACC4-537A1B7C0CAA},,,,,,,,18022026-151638,,
686,,,Association,,{40C7DD8D-7F0A-4019-860A-EB59841D1DAF},,,,,,,,18022026-151638,,
687,,,Association,,{6B1C7773-77F8-47a5-8C4E-E7E129148ADB},,,,,,,,18022026-151638,,
688,,,Association,,{FBDF2AE8-AC88-4288-9B40-5B26C450FC20},,,,,,,,18022026-151638,,
689,heeft synoniem,,Association,,{E194EC08-CD47-4429-9598-FDA0AF9E3C2A},,,,,,,,18022026-151638,,
690,,,Association,,{E250F980-18C3-4666-8022-302ACDC18A56},,,,,,,,18022026-151638,,
691,,,Association,,{DD9C65D4-0B47-4623-9BE4-6CE711DB846E},,,,,,,,18022026-151638,,
692,,,Association,,{8EE515EA-11F9-4f56-B9AA-F7B0904B39E7},,,,,,,,18022026-151638,,
693,,,Association,,{8C8FAE2D-5F4D-4e3b-8EA3-43FF544775F2},,,,,,,,18022026-151638,,
694,,,Association,,{F600A89B-EE8E-4b86-949E-F15E9328EB83},,,,,,,,18022026-151638,,
695,,,Association,,{E7BC941E-A54D-49e1-8F77-1D8D7CE8EBD7},,,,,,,,18022026-151638,,
696,,,Association,,{2F1FD6B9-AF03-4864-B40C-027155621707},,,,,,,,18022026-151638,,
697,,,Association,,{B1CD002A-85A3-41db-A905-D9A7512A7307},,,,,,,,18022026-151638,,
698,valt binnen,,Association,,{FF5A6019-C72C-4bcc-ADDF-84811CBDA79B},,,,,,,,18022026-151638,,
699,,,Association,,{1F4F46AC-825C-46c7-A417-BFA6775FF3D9},,,,,,,,18022026-151638,,
700,,,Association,,{A0F5CBE4-67D2-47bb-9CE9-B104E7093D12},,,,,,,,18022026-151638,,
701,,,Association,,{1C180C62-5B5E-45b4-BB94-F44454D11BDE},,,,,,,,18022026-151638,,
702,,,Association,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,,,,,,,18022026-151638,,
703,,,Association,,{F657BA3E-8B66-4b84-8036-0FA4CCC2D3CE},,,,,,,,18022026-151638,,
704,,,Association,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,,,,,,,18022026-151638,,
705,,,Association,,{E2F30023-4E8C-44fc-8989-1E467EA8618F},,,,,,,,18022026-151638,,
706,,,Association,,{E771BA5B-93D4-48a0-A6FC-BEBDD18C8975},,,,,,,,18022026-151638,,
707,heeft,,Association,,{9547BC67-7488-4d9a-B651-2B69A62D789F},,,,,,,,18022026-151638,,
708,heeft,,Association,,{F188F63C-0033-4164-9F73-413AE6943497},,,,,,,,18022026-151638,,
709,Heeft,,Association,,{E2C66E88-930E-460f-93F8-8CD160DCEE15},Heeft,,,association-relationship,b0e351c9-0318-4c2e-acea-7f62554012a4,e1620918-61a7-4cef-b0e2-6b8e206608c8,b0cd75ba-28f2-4950-bb79-6ceb662eb6fa,18022026-151638,,
710,heeft een,,Association,,{E2C66E88-930E-460f-93F8-8CD160DCEE15},,,,,,,,18022026-151638,,
711,heeft,,Association,,{E07490AD-C5DE-4665-8540-92B19656A027},,,,,,,,18022026-151638,,
712,voor,,Association,,{EE5472C2-193E-4432-B175-78D6DF1D357B},,,,,,,,18022026-151638,,
713,bevat,,Association,,{D9FAEFEC-2B8E-48dc-A1E8-E134754E9943},,,,,,,,18022026-151638,,
714,heeft,,Association,,{CEAAEBFB-9CB8-4c5e-98F7-11791C0A21D2},,,,,,,,18022026-151638,,
715,Vrijstelling,,Association,,{C31D4A7E-1F25-4b85-B49C-AEC45EB3DB54},,,,,,,,18022026-151638,,
716,vrijstelling voor,,Association,,{D41DCE2D-4AD5-45b8-9527-EC416F4A4CC7},,,,,,,,18022026-151638,,
717,heeft,,Association,,{AE33D54A-A105-4fac-B378-D5651B66F0F0},,,,,,,,18022026-151638,,
718,heeft aangevraagd,,Association,,{950DD620-01C0-4594-875F-AE23C9154826},,,,,,,,18022026-151638,,
719,heeft gevolgd,,Association,,{8C5FEEDF-1AE5-44a6-8A13-53A70F06DBBC},,,,,,,,18022026-151638,,
720,heeft gevolgd,,Association,,{88DF555F-9F2F-4274-A1ED-B201EEE0E62E},,,,,,,,18022026-151638,,
721,bestaat uit,,Association,,{7328FC95-FA03-405d-8EC4-5C4B3D5CF042},,,,,,,,18022026-151638,,
722,neemt deel,,Association,,{6AEA0314-895B-46be-B525-96F4657E7F0D},,,,,,,,18022026-151638,,
723,,,Association,,{951AC549-985D-4bdb-BEE0-65AD3C1ED9E2},,,,,,,,18022026-151638,,
724,heeft,,Association,,{63D30089-AD78-4c29-9D17-160FE4A242E8},,,,,,,,18022026-151638,,
725,beoordeling Aanvraag,,Association,,{E07490AD-C5DE-4665-8540-92B19656A027},,,,,,,,18022026-151638,,
726,,,Association,,{564CEF80-C5BE-4d74-8BC7-B48BEFDEE655},,,,,,,,18022026-151638,,
727,Onderdeel van,,Association,,{51285531-9529-4b2d-9EC6-B6BAEA729D9A},Onderdeel van,,,association-relationship,b4c50638-e6b8-4325-9cf1-656a8d09313c,25fe4f05-5edf-451d-9c67-1dd286a162af,e1620918-61a7-4cef-b0e2-6b8e206608c8,18022026-151638,,
728,afgesproken in,,Association,,{94EB7844-F863-4330-A15A-06ED4D1401E0},afgesproken in,,,association-relationship,fbaed11b-9991-42d3-a853-b19331b7bca8,ab441c2e-d5a6-4546-b1b8-a08d3bee1c07,a1f148c2-d310-45c0-aee9-33e2c641ce37,18022026-151638,,
729,heeft,,Association,,{51285531-9529-4b2d-9EC6-B6BAEA729D9A},Leid tot,,,association-relationship,372960b2-675e-43f0-ada9-ecb83d5152d9,a1f148c2-d310-45c0-aee9-33e2c641ce37,2d7f4231-96e8-4424-a656-c52473ea36dc,18022026-151638,,
730,Onderdeel van,,Association,,{51285531-9529-4b2d-9EC6-B6BAEA729D9A},Onderdeel van,,,association-relationship,859f52dc-3091-4721-bde6-47dc5bd9c461,b48d2c3e-646e-4858-b98a-b776f949cd8f,e1620918-61a7-4cef-b0e2-6b8e206608c8,18022026-151638,,
731,,,Association,,{45BB12F8-C796-43aa-A4D0-FDC724601EB9},,,,,,,,18022026-151638,,
732,ontheffing voor,,Association,,{D41DCE2D-4AD5-45b8-9527-EC416F4A4CC7},,,,,,,,18022026-151638,,
733,Ontheffing,,Association,,{3F5932BD-C721-402d-8154-74A1CE097825},,,,,,,,18022026-151638,,
734,bezit,,Association,,{1095BF0E-087F-4341-8B3C-E0DD4C9AF269},,,,,,,,18022026-151638,,
735,heeft,,Association,,{0C74C068-BA3A-4394-AA76-16B47FEFC88C},,,,,,,,18022026-151638,,
736,onderdeel van ,Kan ook een generalisatie zijn. Geldt ook voor de overige routes,Association,,{51285531-9529-4b2d-9EC6-B6BAEA729D9A},,,,,,,,18022026-151638,,
737,,,Association,,{0279048D-E742-400c-9D86-03085E5EF917},,,,,,,,18022026-151638,,
738,betreft,,Association,,{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,,,,18022026-151638,,
739,verwijst,,Association,,{DAF09055-A5A6-4ff4-A158-21B20567B296},,,,,,,,18022026-151638,,
740,bevat,,Association,,{cac6d8c1-42e6-41cb-9907-3c65c081afba},,,,,,,,18022026-151638,,
741,Is reden tot,,Association,,{cac6d8c1-42e6-41cb-9907-3c65c081afba},,,,,,,,18022026-151638,,
742,veroorzaakt,,Association,,{167FF4C9-6B66-EEDA-5189-262C4A139258},,,,,,,,18022026-151638,,
743,heeft regeling,,Association,,{C25455F3-FEB0-4c6d-9AA4-3B027718BEE3},,,,,,,,18022026-151638,,
744,is regelingsoort,,Association,,{14D3C960-5EF2-433c-8E1C-B493974280E2},,,,,,,,18022026-151638,,
745,heeft voorziening,,Association,,{07784236-3AA6-45e5-8253-7D088C4020B0},,,,,,,,18022026-151638,,
746,is soort voorziening,,Association,,{07784236-3AA6-45e5-8253-7D088C4020B0},,,,,,,,18022026-151638,,
747,Voorziening Bijstandspartij,,Association,,{07784236-3AA6-45e5-8253-7D088C4020B0},,,,,,,,18022026-151638,,
748,,,Association,,{07784236-3AA6-45e5-8253-7D088C4020B0},,,,,,,,18022026-151638,,
749,is partner van,,Association,,{07784236-3AA6-45e5-8253-7D088C4020B0},,,,,,,,18022026-151638,,
750,redenBlokkering,,Association,,{88B0A7AB-53E6-4bc1-8D99-9BE896AB8418},,,,,,,,18022026-151638,,
751,redenInstroom,,Association,,{8D999BE8-96AB-8418-99A2-CB86335AFB97},,,,,,,,18022026-151638,,
752,redenUitstroom,,Association,,{99A2CB86-335A-FB97-9C8F-47170B1699EC},,,,,,,,18022026-151638,,
753,soortHuisvesting,,Association,,{8D999BE8-96AB-8418-B94F-289754CE1336},,,,,,,,18022026-151638,,
754,is opgebouwd uit,,Association,,{F4FD02F2-9FFA-4a35-BA32-B4CDE4002E7A},,,,,,,,18022026-151638,,
755,heeft,,Association,,{F787184D-3AA8-4132-96C4-23A363C3C1B7},,,,,,,,18022026-151638,,
756,is van soort,,Association,,{3372192D-4773-46b2-BDA5-C98B220F8954},,,,,,,,18022026-151638,,
757,heeft,,Association,,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},,,,,,,,18022026-151638,,
758,neemt dienst af,,Association,,{022154F4-817D-0DFB-5FFC-281C33037384},,,,,,,,18022026-151638,,
759,doet aanvraag,,Association,,{208D605F-BDE5-700A-13F6-281C3303691F},,,,,,,,18022026-151638,,
760,heeft (onderdeel van),,Association,,{51285531-9529-4b2d-9EC6-B6BAEA729D9A},,,,,,,,18022026-151638,,
761,naam4,,Association,,{97EE5348-F06A-44cb-A792-7371CF5D2E53},,,,,,,,18022026-151638,,
762,naam3,,Association,,{23D170D0-917E-4873-A622-43214405AB3D},,,,,,,,18022026-151638,,
763,naam1 (werkwoord),,Association,,{0799B0D1-5067-43e2-8A6F-48FB972225E5},,,,,,,,18022026-151638,,
764,naam2 (werkwoord),,Association,,{0799B0D1-5067-43e2-8A6F-48FB972225E5},,,,,,,,18022026-151638,,
765,is onderdeel van,De unieke aanduidingen van de WOZ-DEELOBJECTen waaruit het WOZ-OBJECT bestaat.,Association,,{CB7BA76D-0793-4d5a-9596-533C5BC56BBF},is onderdeel van,De unieke aanduidingen van de WOZ-DEELOBJECTen waaruit het WOZ-OBJECT bestaat.,<memo>,association-relationship,b0377d6a-5d4c-4a12-8be1-b63944b8fc2e,8047febd-3ee4-4a35-83ce-5f538c607446,3f1aeea3-a5a8-4df6-af1e-51d5ef4ad32f,18022026-151638,,
766,heeft,,Association,,{E71DC5EC-EEEB-4d27-A3C1-B46FD34AD41B},,,,,,,,18022026-151638,,
767,,,Association,,{C97E674B-BCBC-45e8-B60C-1E0C7954D751},,,,,,,,18022026-151638,,
768,,,Association,,{C2D0F78A-D6FC-4330-B78C-4F4B34EE1349},,,,,,,,18022026-151638,,
769,heeft,,Association,nan,{EB35F5B8-9289-49cc-8DF4-8BD20EC662A9},heeft,nan,nan,association-relationship,da305487-2a3d-4044-bd5c-1fcd42461afa,b403d1ab-a0ee-4ca0-befa-01bbc54bf403,21343647-4fed-40b8-8a9e-4672592d2aa8,18022026-151638,,
770,,,Association,,{EAD40DDC-9904-4cde-BE9B-2100268E71B7},,,,,,,,18022026-151638,,
771,,,Association,,{2F658B5B-1B89-437e-8EAD-FD544FD62A0A},,,,,,,,18022026-151638,,
772,heeft uitkering,,Association,,{07784236-3AA6-45e5-8253-7D088C4020B0},,,,,,,,18022026-151638,,
773,is verstrekt aan,,Association,nan,{CA9BC1BB-D572-4e47-BECF-17CFD379BD6A},is verstrekt aan,nan,nan,association-relationship,5ebe759a-6acb-4830-8029-ac31bfdc43bc,e1371e07-969e-4a34-be81-0a23ffd541dd,bd460a48-7720-465d-b12b-c15097ec620c,18022026-151638,,
774,,,Association,,{C25455F3-FEB0-4c6d-9AA4-3B027718BEE3},,,,,,,,18022026-151638,,
775,Ouder 1,,Association,nan,{AF9534B0-7CBD-4061-9276-A7B6698B383A},Ouder 1,nan,nan,association-relationship,2ac165c9-1d0d-4ab0-981e-45ba57d306ee,e1371e07-969e-4a34-be81-0a23ffd541dd,e1371e07-969e-4a34-be81-0a23ffd541dd,18022026-151638,,
776,Ouder 2,,Association,nan,{AF9534B0-7CBD-4061-9276-A7B6698B383A},Ouder 2,nan,nan,association-relationship,941e56fe-2a62-4e5e-bd9f-7179a9433c1b,e1371e07-969e-4a34-be81-0a23ffd541dd,e1371e07-969e-4a34-be81-0a23ffd541dd,18022026-151638,,
777,gezaghebbende,,Association,,{C18BB25F-536F-4b80-BC7C-7855DF2D7389},,,,,,,,18022026-151638,,
778,heeft,De verwijzing naar de VERBLIJFSTITEL die aangeeft over welke verblijfsrechtelijke status de ingezetene beschikt.,Association,nan,{A660422D-E9ED-47c9-9978-480E57572775},heeft,De verwijzing naar de VERBLIJFSTITEL die aangeeft over welke verblijfsrechtelijke status de ingezetene beschikt.,nan,association-relationship,bd7ed444-6797-4286-ad2f-8f35398c7ff3,c5e5f4f9-5bb6-4a9f-816b-e41abc770e86,fd0e38fd-ce78-454e-9d27-268a9e15ca40,18022026-151638,,
779,,,Association,,{E500F84E-81CE-4984-832E-C3B53D14722A},,,,,,,,18022026-151638,,
780,maakt onderdeel uit van,,Association,,{F0467610-553B-47cd-A9F7-3B1D20CC425E},,,,,,,,18022026-151638,,
781,maakt deel uit van,,Association,,{A0D437D2-BE13-45a2-8C8D-1AE953B9404C},,,,,,,,18022026-151638,,
782,heeft,,Association,,{3EA09322-144A-407d-86C4-FCC8C041C826},,,,,,,,18022026-151638,,
783,projectleider,,Association,,{20CA8283-CE99-455c-BF4D-EAE3DF41AE5B},projectleider,,,association-relationship,00aa44b1-3d73-492e-ab54-c489a9101582,cad45b80-14d3-4a0c-a906-0c1614dc9570,0ae46688-6cc8-4553-adc7-04b2ed7b8b8f,18022026-151638,,
784,betrokkenen,,Association,,{5DC6EA71-272C-4392-BA5E-5C97DC3CA9D9},betrokkenen,,,association-relationship,95cfa3e8-f17c-48f5-86dc-664641ef94e7,cad45b80-14d3-4a0c-a906-0c1614dc9570,4c80e4c9-5e35-43d8-8438-2860c18949f0,18022026-151638,,
785,heeft,,Association,,{E71DC5EC-EEEB-4d27-A3C1-B46FD34AD41B},,,,,,,,18022026-151638,,
786,aanvrager,,Association,,{FD701A55-6865-44aa-9A73-C46E02481796},aanvrager,,,association-relationship,4e2e641e-ef13-4e16-be1f-29f30cb27798,cad45b80-14d3-4a0c-a906-0c1614dc9570,1fe5c807-e9a7-4f44-a2b6-816341875d6e,18022026-151638,,
787,bevat,De unieke aanduidingen van de KADASTRALE ONROERENDE ZAAKen opgenomen in de Basis Registratie Kadaster die geheel of gedeeltelijk deel uitmaken van het WOZ-OBJECT.,Association,,{9775E778-DBF8-4122-94CE-551466B62F46},,,,,,,,18022026-151638,,
788,bevat,,Association,<memo>,{9775E778-DBF8-4122-94CE-551466B62F46},bevat,De unieke aanduidingen van de KADASTRALE ONROERENDE ZAAKen opgenomen in de Basis Registratie Kadaster die geheel of gedeeltelijk deel uitmaken van het WOZ-OBJECT.,<memo>,association-relationship,744cf797-df0d-41a5-8ca6-4871968c0bd1,3f1aeea3-a5a8-4df6-af1e-51d5ef4ad32f,8155eb9b-eb9e-4eec-a850-80c185983a9f,18022026-151638,,
789,is ontstaan uit andere kadastrale onroerende zaak bij,De verwijzing naar andere KADASTRALE ONROERENDE ZAAKen waaruit de KADASTRALE ONROERENDE ZAAK is ontstaan.,Association,,{9775E778-DBF8-4122-94CE-551466B62F46},is ontstaan uit andere kadastrale onroerende zaak bij,De verwijzing naar andere KADASTRALE ONROERENDE ZAAKen waaruit de KADASTRALE ONROERENDE ZAAK is ontstaan.,<memo>,association-relationship,0fd961fe-2a91-41e3-a17d-0b1aeca2fc37,8155eb9b-eb9e-4eec-a850-80c185983a9f,8155eb9b-eb9e-4eec-a850-80c185983a9f,18022026-151638,,
790,,,Association,,{1ECAEB3C-EBE2-4afb-8D34-6AFEEFDF3FCA},,,,,,,,18022026-151638,,
791,,,Association,,{B1CB6F3A-A1F5-43f2-B077-02AD7441B1E3},,,,,,,,18022026-151638,,
792,gerelateerd,,Association,nan,{9775E778-DBF8-4122-94CE-551466B62F46},gerelateerd,nan,nan,association-relationship,f5946143-7fe9-4b76-96d0-0fd4ee27945e,8155eb9b-eb9e-4eec-a850-80c185983a9f,8155eb9b-eb9e-4eec-a850-80c185983a9f,18022026-151638,,
793,heeft,,Association,nan,{01C1622D-23E7-4a63-9B63-F45CA63E76CA},heeft,nan,nan,association-relationship,c06651b4-7573-4497-833f-e508f0201ab9,8155eb9b-eb9e-4eec-a850-80c185983a9f,178c47cb-24e6-4e2d-a4a7-7da62997b0e6,18022026-151638,,
794,heeft adres,,Association,,{909E635B-E33D-4ded-8471-900CD175B7D1},,,,,,,,18022026-151638,,
795,is belast met,Verwijzing naar het ZAKELIJK RECHT waarmee het onderhavige ZAKELIJK RECHT is belast.,Association,,{8C809341-AC60-4378-8BA0-0843E8C06AF3},is belast met,Verwijzing naar het ZAKELIJK RECHT waarmee het onderhavige ZAKELIJK RECHT is belast.,<memo>,association-relationship,5f3d1ae7-22ec-491f-80f4-041d895cbadd,671ec5bd-e8ac-44d7-8a01-cc9b439c6c5f,671ec5bd-e8ac-44d7-8a01-cc9b439c6c5f,18022026-151638,,
796,rust op,Een verwijzing naar de KADASTRALE ONROERENDE ZAAK waarop het ZAKELIJK RECHT betrekking heeft.,Association,,{9775E778-DBF8-4122-94CE-551466B62F46},rust op,Een verwijzing naar de KADASTRALE ONROERENDE ZAAK waarop het ZAKELIJK RECHT betrekking heeft.,<memo>,association-relationship,7d6791b0-0375-42dd-83db-8ef2dc64528b,671ec5bd-e8ac-44d7-8a01-cc9b439c6c5f,8155eb9b-eb9e-4eec-a850-80c185983a9f,18022026-151638,,
797,is voor,De aan het WOZ-OBJECT gerelateerde WOZ-WAARDEn,Association,,{CB7BA76D-0793-4d5a-9596-533C5BC56BBF},,,,,,,,18022026-151638,,
798,heeft als officieel adres,De OVERIGE ADRESSEERBAAR OBJECT AANDUIDING waaronder het officiële adres is opgenomen.,Association,,{7B33EB93-BAD8-4b36-90A1-B3909415EDC3},,,,,,,,18022026-151638,,
799,heeft als officieel adres,De OVERIGE ADRESSEERBAAR OBJECT AANDUIDING waaronder het officiële adres is opgenomen.,Association,,{7B33EB93-BAD8-4b36-90A1-B3909415EDC3},,,,,,,,18022026-151638,,
800,heeft,,Association,nan,{AF9534B0-7CBD-4061-9276-A7B6698B383A},heeft,nan,nan,association-relationship,aa0087b5-b435-4fdd-bfa0-1f5644c2a6a7,2515abf4-dea2-44eb-8886-c90c1ab42069,e1371e07-969e-4a34-be81-0a23ffd541dd,18022026-151638,,
801,heeft,,Association,,{69B41CDD-C3F1-449b-92B4-8F7657840646},,,,,,,,18022026-151638,,
802,heeft,,Association,,{3E5B2877-D6CC-487e-BD79-042E32D17550},,,,,,,,18022026-151638,,
803,is hoofdvestiging van,De door de MAATSCHAPPELIJKE ACTIVITEIT aangemerkte VESTIGING als hoofdvestiging.,Association,,{3DC85114-5C3F-4930-B98B-6EB6ED71FC2E},is hoofdvestiging van,De door de MAATSCHAPPELIJKE ACTIVITEIT aangemerkte VESTIGING als hoofdvestiging.,<memo>,association-relationship,8552d20e-fba6-4524-971f-e518ac956f2d,b403d1ab-a0ee-4ca0-befa-01bbc54bf403,82773f8d-3aa1-4e1f-b6de-9284a1851960,18022026-151638,,
804,heeft als eigenaar,,Association,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},heeft als eigenaar,,,association-relationship,9667559c-b000-4cc2-849c-46585b399f57,82773f8d-3aa1-4e1f-b6de-9284a1851960,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
805,uitoefening van activiteiten,De MAATSCHAPPELIJKE ACTIVITEIT die activiteiten uitoefent voor een VESTIGING ,Association,,{3DC85114-5C3F-4930-B98B-6EB6ED71FC2E},betreft uitoefening van activiteiten door,De MAATSCHAPPELIJKE ACTIVITEIT die activiteiten uitoefent voor een VESTIGING,<memo>,association-relationship,a37784c9-5a27-4a7e-9d43-e2ded268f9e8,b403d1ab-a0ee-4ca0-befa-01bbc54bf403,82773f8d-3aa1-4e1f-b6de-9284a1851960,18022026-151638,,
806,is functionaris van,nog niet in NHR uitgewerkt,Association,nan,{9F4E12E4-B228-4931-AC83-1B1F60958A89},is functionaris van,nog niet in NHR uitgewerkt,nan,association-relationship,d6e63f28-0898-40d3-ba92-b9ff41861de3,82773f8d-3aa1-4e1f-b6de-9284a1851960,cd27cd50-1721-4870-a292-ea0f24d1ada4,18022026-151638,,
807,gezaghebbende,,Association,,{C18BB25F-536F-4b80-BC7C-7855DF2D7389},,,,,,,,18022026-151638,,
808,heeft,,Association,nan,{B60B8EF9-D1C0-4e36-BF9B-1C16F92518DD},heeft,nan,nan,association-relationship,127cb308-3cb1-4590-ad64-1116b1173d7d,6eaed538-bcc5-4648-b0f2-4c5095b9f514,b403d1ab-a0ee-4ca0-befa-01bbc54bf403,18022026-151638,,
809,contactpersoon,,Association,nan,{9F4E12E4-B228-4931-AC83-1B1F60958A89},contactpersoon,nan,nan,association-relationship,8bcf88ff-0194-4b4f-ae96-53ded5e0bbbc,6eaed538-bcc5-4648-b0f2-4c5095b9f514,cd27cd50-1721-4870-a292-ea0f24d1ada4,18022026-151638,,
810,rust op,De KADASTRAAL ONROERENDE ZAAK waarop een ZEKERHEIDSRECHT rust. ,Association,,{9775E778-DBF8-4122-94CE-551466B62F46},rust op,De KADASTRAAL ONROERENDE ZAAK waarop een ZEKERHEIDSRECHT rust.,<memo>,association-relationship,ca15db0e-f6f9-4159-b56b-0eaa11754c2c,0f33d06b-3e1f-4693-87af-2a5a9b739219,8155eb9b-eb9e-4eec-a850-80c185983a9f,18022026-151638,,
811,,,Association,nan,{3015DCE3-7C05-4160-A717-533553258C15},nan,nan,nan,association-relationship,4d39733b-e03c-4fb0-95a4-8b0ece2f7f75,e1371e07-969e-4a34-be81-0a23ffd541dd,af282ab4-d6c4-4a5f-8126-db9b70cff048,18022026-151638,,
812,,,Association,,{64D33964-B205-4071-9C0F-00E6AFDACC45},,,,,,,,18022026-151638,,
813,is beperkt tot,Verwijzing naar de TENAAMSTELLING waarop  het  ZAKELIJK RECHT beperking  heeft.,Association,,{2651D6E0-6AC8-43a8-A4F6-4706209BAC8E},is beperkt tot,Verwijzing naar de TENAAMSTELLING waarop  het  ZAKELIJK RECHT beperking  heeft.,<memo>,association-relationship,e47573a3-744f-4bcf-96da-33a0ba01811a,671ec5bd-e8ac-44d7-8a01-cc9b439c6c5f,429cbd2f-a86d-49d9-9c8a-0de67a7e7d3e,18022026-151638,,
814,heeft,,Association,,{2651D6E0-6AC8-43a8-A4F6-4706209BAC8E},heeft,,,association-relationship,1d5985e9-53ff-4a69-b0ca-728185f03bb8,cad45b80-14d3-4a0c-a906-0c1614dc9570,429cbd2f-a86d-49d9-9c8a-0de67a7e7d3e,18022026-151638,,
815,,,Association,,{755B80B2-6522-4c58-A998-D3F00859FE78},,,,,,,,18022026-151638,,
