nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-toelichting,GGM-target-guid,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-type,GEMMA-guid,GEMMA-source-guid,GEMMA-target-guid,datum-tijd-export,GGM-guid,GGM-source-guid
115,is budgetverantwoordelijk,,Association,nan,{9ABE303F-1E8D-407c-BBB8-E7DAC383E0C3},is budgetverantwoordelijk,nan,nan,association-relationship,157e7f22-c3a6-4e72-9949-af522cbbf2f9,126c564a-16fa-4e61-b52d-3af4968904d8,be336327-21c4-4d8a-9088-e04b4411204a,18022026-151638,,
116,heeft,,Association,,{1EC60172-CB6B-40c9-9818-C7A708C8540E},,,,,,,,18022026-151638,,
117,heeft,,Association,nan,{4AF7FA48-DFB0-474f-B797-A13D5FD37530},heeft,nan,nan,association-relationship,a61b0795-3df1-4d1e-91e3-3655a46b2b58,126c564a-16fa-4e61-b52d-3af4968904d8,5029f2d1-bad6-4813-8f59-d3f7981849e3,18022026-151638,,
118,mondt uit in ,,Association,nan,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},mondt uit in,nan,nan,association-relationship,aa7a038a-e58d-4ced-8aa2-aff70ef188be,8d9233d7-dfb9-4b87-bab2-61631a632f95,ede48ca8-4854-44b2-b549-0827bebf56ab,18022026-151638,,
119,betreft,,Association,,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},,,,,,,,18022026-151638,,
120,heeft,,Association,nan,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},heeft,nan,nan,association-relationship,f3b39c28-12d8-445e-9453-2aee492bf4f3,126c564a-16fa-4e61-b52d-3af4968904d8,ede48ca8-4854-44b2-b549-0827bebf56ab,18022026-151638,,
121,oorspronkelijk,,Association,nan,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},oorspronkelijk,nan,nan,association-relationship,09b9ccf3-bcc7-4764-8b94-9fe1afb1f735,ede48ca8-4854-44b2-b549-0827bebf56ab,ede48ca8-4854-44b2-b549-0827bebf56ab,18022026-151638,,
122,gerelateerd,,Association,nan,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},gerelateerd,nan,nan,association-relationship,2c4493db-1381-4009-a8d2-ac76d062979c,ede48ca8-4854-44b2-b549-0827bebf56ab,ede48ca8-4854-44b2-b549-0827bebf56ab,18022026-151638,,
123,betreft,,Association,nan,{9FBF9FB8-B28D-4733-8443-607B8498F446},betreft,nan,nan,association-relationship,1563678b-48e8-4e27-a9e9-d58435d96dac,ede48ca8-4854-44b2-b549-0827bebf56ab,f96af00f-2933-42d0-aacf-58ccb4a0ef52,18022026-151638,,
124,verplichting aan,,Association,nan,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},verplichting aan,nan,nan,association-relationship,61e7af95-1437-4af9-8038-7a3c7d45372b,ede48ca8-4854-44b2-b549-0827bebf56ab,113af80a-7e3e-41f6-8f79-8d0d48c4c257,18022026-151638,,
125,heeft,,Association,,{170AF8F5-8952-407a-91C4-EAF910DE3304},,,,,,,,18022026-151638,,
126,binnen,,Association,nan,{137DECB4-F249-4039-B4F3-787852C4CB11},binnen,nan,nan,association-relationship,7dd266b1-eb9e-47fe-aba2-ada25370092f,24693ea2-5032-4c71-a9c7-945b3ac90530,fd2221c7-0cf4-47e1-a313-ec476a6592da,18022026-151638,,
127,wordt geschreven op,,Association,nan,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},wordt geschreven op,nan,nan,association-relationship,e647d0d1-6a6e-4d7f-bb49-18fa8accee8a,ede48ca8-4854-44b2-b549-0827bebf56ab,126b246a-a292-49cb-a609-3ffa5898210e,18022026-151638,,
128,naar,,Association,nan,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},naar,nan,nan,association-relationship,31f646ac-e2b4-4ba1-982b-2323737a3485,ab96da46-ed16-412b-8022-4233ce20e311,126b246a-a292-49cb-a609-3ffa5898210e,18022026-151638,,
129,van,,Association,nan,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},van,nan,nan,association-relationship,40df25dc-9e75-469e-98e7-62a1e7df7917,ab96da46-ed16-412b-8022-4233ce20e311,126b246a-a292-49cb-a609-3ffa5898210e,18022026-151638,,
130,heeft,,Association,nan,{4AF7FA48-DFB0-474f-B797-A13D5FD37530},heeft,nan,nan,association-relationship,00827d58-62c7-48cb-a649-ba9c932f6883,126b246a-a292-49cb-a609-3ffa5898210e,5029f2d1-bad6-4813-8f59-d3f7981849e3,18022026-151638,,
131,heeft,,Association,,{1EC60172-CB6B-40c9-9818-C7A708C8540E},,,,,,,,18022026-151638,,
132,valt binnen,,Association,nan,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},valt binnen,nan,nan,association-relationship,a48d4ab6-22d8-402a-835b-611c470b6689,126b246a-a292-49cb-a609-3ffa5898210e,126b246a-a292-49cb-a609-3ffa5898210e,18022026-151638,,
133,heeft,,Association,nan,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},heeft,nan,nan,association-relationship,1d22d816-073f-488e-9150-ae9b2e886c09,126b246a-a292-49cb-a609-3ffa5898210e,126c564a-16fa-4e61-b52d-3af4968904d8,18022026-151638,,
134,leidt tot,,Association,,{CB0A6B53-D263-459e-8C28-AD97E5552FFF},,,,,,,,18022026-151638,,
135,crediteur,,Association,nan,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},crediteur,nan,nan,association-relationship,0a404aec-fad1-40e3-bb8f-ebd550b41544,e3c92496-53d2-473e-9643-9774cdda2891,113af80a-7e3e-41f6-8f79-8d0d48c4c257,18022026-151638,,
136,heeft,,Association,,{65E960EA-CC92-4af1-AF2B-B4625FA6AEA0},,,,,,,,18022026-151638,,
137,gedekt via,,Association,nan,{A91E9C27-C4FA-4e1b-A4FF-8AE74ED9B7EB},gedekt via,nan,nan,association-relationship,bb433ad9-9a31-4d28-9852-d80e0a02d258,e3c92496-53d2-473e-9643-9774cdda2891,ede48ca8-4854-44b2-b549-0827bebf56ab,18022026-151638,,
138,schrijft op,,Association,nan,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},schrijft op,nan,nan,association-relationship,565e193e-63ab-4555-8e20-261cbc20e0dc,e3c92496-53d2-473e-9643-9774cdda2891,126c564a-16fa-4e61-b52d-3af4968904d8,18022026-151638,,
139,heeft,,Association,nan,{2FFE3BAD-CB0E-43ea-A435-FD693B9255C3},heeft,nan,nan,association-relationship,6bc1e742-ac8d-48bc-8cc9-69551d2ec912,24693ea2-5032-4c71-a9c7-945b3ac90530,2bd07fb4-4cfb-4d89-ac99-cb2377decd2d,18022026-151638,,
140,is opdrachtgever,,Association,nan,{C2520FC3-622B-4edf-B911-C661B0D710FE},is opdrachtgever,nan,nan,association-relationship,6114d978-ea78-4dd7-90fb-4fcc69644c17,2bd07fb4-4cfb-4d89-ac99-cb2377decd2d,7979016d-19cb-493e-904e-c7363a7930aa,18022026-151638,,
141,heeft,,Association,nan,{04439F81-75DB-45cf-BE7A-352A54A95D73},heeft,nan,nan,association-relationship,6bc2e229-9b2d-4217-8f68-3a1f852f33f3,2bd07fb4-4cfb-4d89-ac99-cb2377decd2d,d7ab242e-b050-4af7-a400-d87ce1eceb43,18022026-151638,,
142,heeft,,Association,nan,{E1DA56C3-6ECA-4ec9-8CF4-FC57E1C43102},heeft,nan,nan,association-relationship,28ed8f7a-d737-48b0-8687-0c0959e19ba9,e21e51ee-3a32-444b-80c7-b6694ff37253,e3c92496-53d2-473e-9643-9774cdda2891,18022026-151638,,
143,betreft,,Association,nan,{FFAA30D3-91C2-44aa-B52D-B21C51DB0326},betreft,nan,nan,association-relationship,3291f0d4-1c69-4eec-9334-85c1dfc62ae2,ecb0f96e-e66d-48fb-ade1-416366d1b18e,24693ea2-5032-4c71-a9c7-945b3ac90530,18022026-151638,,
144,betreft,,Association,nan,{0EEAF579-3F47-4551-B9F9-7367280EB3EB},betreft,nan,nan,association-relationship,f3d68778-51f3-4293-a75d-f3cbb974d536,ecb0f96e-e66d-48fb-ade1-416366d1b18e,126b246a-a292-49cb-a609-3ffa5898210e,18022026-151638,,
145,betreft,,Association,nan,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},betreft,nan,nan,association-relationship,73a10c93-38b0-4247-8ec4-6609157cf352,ecb0f96e-e66d-48fb-ade1-416366d1b18e,126c564a-16fa-4e61-b52d-3af4968904d8,18022026-151638,,
146,betreft,,Association,nan,{04439F81-75DB-45cf-BE7A-352A54A95D73},betreft,nan,nan,association-relationship,7bebe2a2-0610-42a1-9f7e-938c76f11839,ecb0f96e-e66d-48fb-ade1-416366d1b18e,d7ab242e-b050-4af7-a400-d87ce1eceb43,18022026-151638,,
147,betreft,,Association,nan,{2FFE3BAD-CB0E-43ea-A435-FD693B9255C3},betreft,nan,nan,association-relationship,7c04b5e9-a79e-495c-b351-59d04995f6c0,ecb0f96e-e66d-48fb-ade1-416366d1b18e,2bd07fb4-4cfb-4d89-ac99-cb2377decd2d,18022026-151638,,
148,valt binnen,,Association,nan,{137DECB4-F249-4039-B4F3-787852C4CB11},valt binnen,nan,nan,association-relationship,2ca26f1f-9a85-45f2-82a9-2e13d1bcac38,87fdbae1-7e9e-46a4-8043-3d77bd5903ac,fd2221c7-0cf4-47e1-a313-ec476a6592da,18022026-151638,,
149,heeft,,Association,nan,{87964E36-9FEE-4b8f-A053-C4EDAF000646},heeft,nan,nan,association-relationship,cc4c9401-9483-4efe-a34f-2f107c93ab6d,87fdbae1-7e9e-46a4-8043-3d77bd5903ac,ecb0f96e-e66d-48fb-ade1-416366d1b18e,18022026-151638,,
150,leidt tot,,Association,nan,{CB0A6B53-D263-459e-8C28-AD97E5552FFF},leidt tot,nan,nan,association-relationship,937276cf-fa97-4457-983d-0b74c16b37ee,4abf6a6b-2045-4961-b70f-c6f664e9261c,ab96da46-ed16-412b-8022-4233ce20e311,18022026-151638,,
151,heeft,,Association,nan,{9F935C8B-5B7C-4ce4-9360-04A91F4F70CC},heeft,nan,nan,association-relationship,23f03f91-c99b-4f48-92c8-0b4719ad86ab,4499a4ec-1e22-4a1c-968a-ad3dbb7be6a1,4abf6a6b-2045-4961-b70f-c6f664e9261c,18022026-151638,,
152,heeft herkomst,,Association,,{841FC453-80B3-4389-A91F-9498FDC629CF},,,,,,,,18022026-151638,,
153,naar,,Association,nan,{FC488929-8721-402f-A073-1DFDB76A816E},naar,nan,nan,association-relationship,97c79f0c-9950-46fe-87df-46737e2f994b,a353735d-326c-48fd-9f74-0192ba6e414a,8cec89b8-6174-42ac-937f-9500bfb8901b,18022026-151638,,
154,van,,Association,nan,{FC488929-8721-402f-A073-1DFDB76A816E},van,nan,nan,association-relationship,37b5898b-7ba5-4235-818b-ae170377d716,a353735d-326c-48fd-9f74-0192ba6e414a,8cec89b8-6174-42ac-937f-9500bfb8901b,18022026-151638,,
155,leidt tot,,Association,,{CB0A6B53-D263-459e-8C28-AD97E5552FFF},,,,,,,,18022026-151638,,
156,heeft,,Association,,{FC698CC3-7A64-4991-A751-B3B2A5DF77E3},heeft,,,association-relationship,b9759517-adc5-4f7c-8798-8afabbaa141f,a353735d-326c-48fd-9f74-0192ba6e414a,61b2020b-9264-4277-8aac-d888eeece350,18022026-151638,,
157,heeft,,Association,,{764CE125-55C1-480d-90BA-745484CF3FC0},,,,,,,,18022026-151638,,
158,heeft,,Association,nan,{7B8D0A8F-07BF-42bf-90B3-28A72BD4401A},heeft,nan,nan,association-relationship,07d5c383-704a-4fa7-87c9-5e9a4e5039ad,126b246a-a292-49cb-a609-3ffa5898210e,e83e86ad-4769-41ce-91c7-675e93441074,18022026-151638,,
159,is soort,,Association,,{2483BD14-7FA7-4514-A565-C7F7967E226D},,,,,,,,18022026-151638,,
160,heeft,,Association,nan,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},heeft,nan,nan,association-relationship,fdf3b606-8a8e-45f2-8e2c-afdf814f913f,a6741440-a70f-4d05-b164-6a21b867b4d3,126c564a-16fa-4e61-b52d-3af4968904d8,18022026-151638,,
161,voert werk uit conform,,Association,nan,{C5AA8835-219D-4bfa-85EF-8BA45F732BCD},voert werk uit conform,nan,nan,association-relationship,42dc4006-2aa2-422b-a4e1-be656f553861,113af80a-7e3e-41f6-8f79-8d0d48c4c257,a13ea500-9135-4985-a718-c56240860c46,18022026-151638,,
162,hoort bij,,Association,nan,{C5AA8835-219D-4bfa-85EF-8BA45F732BCD},hoort bij,nan,nan,association-relationship,26e42d90-8384-40ca-a95e-f6308e68e86e,ede48ca8-4854-44b2-b549-0827bebf56ab,a13ea500-9135-4985-a718-c56240860c46,18022026-151638,,
163,heeft,,Association,nan,{28A6F2AC-5AB1-4f25-8876-931152CA28E0},heeft,nan,nan,association-relationship,40739765-98b7-4fc1-939e-9461e227b040,126c564a-16fa-4e61-b52d-3af4968904d8,ac9bd49c-9861-44f3-adff-ffa256a08111,18022026-151638,,
164,betreft,,Association,nan,{28A6F2AC-5AB1-4f25-8876-931152CA28E0},betreft,nan,nan,association-relationship,954f8b12-bdbd-4563-86b7-d1935b99a4dd,a13ea500-9135-4985-a718-c56240860c46,ac9bd49c-9861-44f3-adff-ffa256a08111,18022026-151638,,
165,betreft,,Association,nan,{8D52E9F1-9CC9-42c6-A347-E68E29718E55},betreft,nan,nan,association-relationship,9d40ef80-d614-4ba2-9b42-7b8126e56a2b,ac9bd49c-9861-44f3-adff-ffa256a08111,a6741440-a70f-4d05-b164-6a21b867b4d3,18022026-151638,,
166,betreft,,Association,nan,{172AFD36-B400-4660-BFAC-4BBC1077D666},betreft,nan,nan,association-relationship,7a74d543-3e3b-477c-a831-f5a25684ef75,ac9bd49c-9861-44f3-adff-ffa256a08111,0fd3695d-aa71-4f35-a8bf-7886c70e0ed8,18022026-151638,,
167,betreft,,Association,nan,{26D1113F-F7B3-4bdd-9AAE-EA14CC9F3C3F},betreft,nan,nan,association-relationship,1c7c0438-e593-48ca-a597-c970c05fc826,ac9bd49c-9861-44f3-adff-ffa256a08111,1affb298-091d-452a-83bd-29638650afb5,18022026-151638,,
168,heeft,,Association,nan,{98A7AE65-A061-449a-94CD-6218069CA86A},heeft,nan,nan,association-relationship,e90deded-2ff0-47dd-a552-3023aa37610f,ac9bd49c-9861-44f3-adff-ffa256a08111,31dcb0af-e9f1-44e1-8d5a-278f887fa9e7,18022026-151638,,
169,betreft,,Association,nan,{9775E778-DBF8-4122-94CE-551466B62F46},betreft,nan,nan,association-relationship,94ebf1c8-83e7-433e-a7ac-5ce20a5101e1,ac9bd49c-9861-44f3-adff-ffa256a08111,8155eb9b-eb9e-4eec-a850-80c185983a9f,18022026-151638,,
170,heeft,,Association,,{1C25D70B-AE22-4654-9190-2F55272D9BE6},heeft,,,association-relationship,6c9a44dc-88cf-4262-8c6b-a4bf16b6a775,ac9bd49c-9861-44f3-adff-ffa256a08111,cd39bcc5-b77a-41f8-8815-e8076696f48d,18022026-151638,,
171,betreft,,Association,,{1C25D70B-AE22-4654-9190-2F55272D9BE6},betreft,,,association-relationship,209d3b6d-912d-4110-a9c0-0579e86bf8d2,31dcb0af-e9f1-44e1-8d5a-278f887fa9e7,cd39bcc5-b77a-41f8-8815-e8076696f48d,18022026-151638,,
172,heeft,,Association,,{1C84E4B6-1BB5-4a0d-A945-FFFDFDFB544B},heeft,,,association-relationship,2ac414af-6cdb-4ef7-a46f-63958e342a72,cd39bcc5-b77a-41f8-8815-e8076696f48d,44e5cb64-556a-4b36-9b4e-a2c8e61345ed,18022026-151638,,
173,heeft,,Association,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},heeft,,,association-relationship,e830cd8c-ec58-4fc7-849a-d936674a0bae,44e5cb64-556a-4b36-9b4e-a2c8e61345ed,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
174,pacht,,Association,nan,{EDC8B01F-4802-4562-BC41-C2CAD76880B6},pacht,nan,nan,association-relationship,31769d2d-4c7b-40f5-a0fc-66994fd4d91d,a6741440-a70f-4d05-b164-6a21b867b4d3,eb838412-7041-4a22-a50d-fdd255391bc1,18022026-151638,,
175,heeft,,Association,,{3EA09322-144A-407d-86C4-FCC8C041C826},,,,,,,,18022026-151638,,
176,betreft,,Association,,{28A6F2AC-5AB1-4f25-8876-931152CA28E0},,,,,,,,18022026-151638,,
177,op basis van,,Association,,{697512E4-0C8E-4be8-8E95-9E2E4BD50F85},,,,,,,,18022026-151638,,
178,gerealiseerd door,,Association,nan,{C5AA8835-219D-4bfa-85EF-8BA45F732BCD},gerealiseerd door,nan,nan,association-relationship,ae38e5c7-c18a-422c-b779-a4831127cbc3,e1be07bf-e9fb-488e-9b03-785b44167e43,a13ea500-9135-4985-a718-c56240860c46,18022026-151638,,
179,betreft,,Association,nan,{28A6F2AC-5AB1-4f25-8876-931152CA28E0},betreft,nan,nan,association-relationship,e60086a7-e841-42eb-93a5-59e405939f7f,e1be07bf-e9fb-488e-9b03-785b44167e43,ac9bd49c-9861-44f3-adff-ffa256a08111,18022026-151638,,
180,bestaat uit,,Association,,{54697170-4C4D-40f6-9E08-35DF1970B8C6},,,,,,,,18022026-151638,,
181,heeft adres,,Association,,{9775E778-DBF8-4122-94CE-551466B62F46},,,,,,,,18022026-151638,,
182,heeft Adresseerbaar object,,Association,,{8A04280B-E0B4-4e36-B448-C99750393D0D},,,,,,,,18022026-151638,,
183,heeft,,Association,nan,{CB7BA76D-0793-4d5a-9596-533C5BC56BBF},heeft,nan,nan,association-relationship,2850ea45-edf4-4574-a49d-a49a89505787,9155e64f-138f-4269-bd68-46f217cb33c3,3f1aeea3-a5a8-4df6-af1e-51d5ef4ad32f,18022026-151638,,
184,is ontstaan uit,,Association,,{8C809341-AC60-4378-8BA0-0843E8C06AF3},,,,,,,,18022026-151638,,
185,,,Association,,{C1542AC8-2F3C-4e62-ADFA-A9FB3358DAB1},,,,,,,,18022026-151638,,
186,is betrokken bij,,Association,,{8C809341-AC60-4378-8BA0-0843E8C06AF3},,,,,,,,18022026-151638,,
187,,,Association,,{C1542AC8-2F3C-4e62-ADFA-A9FB3358DAB1},,,,,,,,18022026-151638,,
188,betreft,,Association,,{A31C3B5D-EAC5-482d-8816-8B858EC4BE01},betreft,,,association-relationship,ed238929-3d35-404d-93ee-a9c86373a497,ac9bd49c-9861-44f3-adff-ffa256a08111,441803f5-7428-4554-bcb1-7fdf750e7afd,18022026-151638,,
189,leidt tot,,Association,,{A110896B-0CAD-46cf-9226-840DEE3328F0},leidt tot,,,association-relationship,4fde8de5-1ced-453b-af16-cd9d7c5054f4,441803f5-7428-4554-bcb1-7fdf750e7afd,e1be07bf-e9fb-488e-9b03-785b44167e43,18022026-151638,,
190,heeft huurrecht,,Association,nan,{8D52E9F1-9CC9-42c6-A347-E68E29718E55},heeft huurrecht,nan,nan,association-relationship,e23609b4-bc15-47c9-85db-5e40f8e464c0,b64affbe-e43f-4f32-acce-8900b6f409e8,a6741440-a70f-4d05-b164-6a21b867b4d3,18022026-151638,,
191,heeft eigenaar,,Association,nan,{5E06339C-13EE-44ca-BC40-0FC4B9DC8349},heeft eigenaar,nan,nan,association-relationship,59eb91a6-d731-4490-8d42-93607b565d6b,a6741440-a70f-4d05-b164-6a21b867b4d3,06ee795e-36b8-4e13-991d-02a5d91ef015,18022026-151638,,
192,betreft,,Association,,{BE147761-326E-4859-9366-5157CE865EC1},,,,,,,,18022026-151638,,
193,betreft,,Association,,{BE147761-326E-4859-9366-5157CE865EC1},,,,,,,,18022026-151638,,
194,betreft,,Association,,{9A739672-6084-4c05-A13E-59DB13551E58},,,,,,,,18022026-151638,,
195,betreft,,Association,,{9A739672-6084-4c05-A13E-59DB13551E58},,,,,,,,18022026-151638,,
196,bestaat uit,,Association,,{9A739672-6084-4c05-A13E-59DB13551E58},,,,,,,,18022026-151638,,
197,bestaat uit,,Association,,{BE147761-326E-4859-9366-5157CE865EC1},,,,,,,,18022026-151638,,
198,heeft gekwalificeerd,,Association,nan,{17FCEF39-AB9D-4516-9C60-1DDA61D87356},heeft gekwalificeerd,nan,nan,association-relationship,be399537-072d-44ea-9f49-58e6cc1b6514,113af80a-7e3e-41f6-8f79-8d0d48c4c257,3907c387-dc68-4c15-a98c-edd640042495,18022026-151638,,
199,uitvoering van,,Association,nan,{C5AA8835-219D-4bfa-85EF-8BA45F732BCD},uitvoering van,nan,nan,association-relationship,0f5ec85c-d3af-4e20-bb6e-09ddc99b459d,3907c387-dc68-4c15-a98c-edd640042495,a13ea500-9135-4985-a718-c56240860c46,18022026-151638,,
200,projectleider,,Association,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},projectleider,,,association-relationship,38f8680b-ad50-4f77-b28a-76da1432d7d8,020a5c18-9065-48d4-9cdd-5500cf5ce9ae,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
201,verantwoordelijk voor,,Association,nan,{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},verantwoordelijk voor,nan,nan,association-relationship,e1dbed87-23d5-4be4-87e3-193365156a0e,3c8f512f-33ab-4e24-8ea4-820796359003,02f66265-00ae-418d-8d0e-dcbaf36652bb,18022026-151638,,
202,heeft,,Association,,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},,,,,,,,18022026-151638,,
203,mondt uit,,Association,nan,{F8BD6D83-D3F8-4dd3-B12E-22A991D1A0A2},mondt uit,nan,nan,association-relationship,68cdc95d-a731-4b4d-8004-bbf6e38a8d24,4e5cd8a8-0110-4038-9b91-1f0562401398,0cbc6488-2932-4634-b226-a741ba030a46,18022026-151638,,
204,gaat over,,Association,nan,{FD701A55-6865-44aa-9A73-C46E02481796},gaat over,nan,nan,association-relationship,d859a3a2-abf7-4546-83f4-26b0ec430dca,3c8f512f-33ab-4e24-8ea4-820796359003,1fe5c807-e9a7-4f44-a2b6-816341875d6e,18022026-151638,,
205,betreft,,Association,nan,{FD701A55-6865-44aa-9A73-C46E02481796},betreft,nan,nan,association-relationship,9b7178dd-eec8-4b54-9e44-66f6e9c47a93,0cbc6488-2932-4634-b226-a741ba030a46,1fe5c807-e9a7-4f44-a2b6-816341875d6e,18022026-151638,,
206,betreft,,Association,nan,{FD701A55-6865-44aa-9A73-C46E02481796},betreft,nan,nan,association-relationship,e19c7bd9-a1c8-4244-a63d-6cd0ff13d64d,4e5cd8a8-0110-4038-9b91-1f0562401398,1fe5c807-e9a7-4f44-a2b6-816341875d6e,18022026-151638,,
207,heeft,,Association,nan,{649EFD86-ED52-4293-8577-DBE5445845BF},heeft,nan,nan,association-relationship,baf64242-3e96-4726-adac-3298915cdf51,1fe5c807-e9a7-4f44-a2b6-816341875d6e,7d5124d4-f23d-432d-ad5a-dc7c1b0fac44,18022026-151638,,
208,heeft,,Association,nan,{5641C50A-C0FA-4e71-B07B-26C7B1CE94ED},heeft,nan,nan,association-relationship,0cf29670-030e-49c3-b03f-ed1eded90c37,1fe5c807-e9a7-4f44-a2b6-816341875d6e,10eaa33f-03bf-42b4-9310-56add2cb5a7b,18022026-151638,,
209,heeft,,Association,nan,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},heeft,nan,nan,association-relationship,3a06a3bb-514b-4aba-9846-44d1b81d14c9,1fe5c807-e9a7-4f44-a2b6-816341875d6e,126c564a-16fa-4e61-b52d-3af4968904d8,18022026-151638,,
210,heeft,,Association,nan,{156C82B1-2641-40c8-9E99-60031643C29A},heeft,nan,nan,association-relationship,277cb4bf-fbda-421b-8dc8-3096bb85ba16,1fe5c807-e9a7-4f44-a2b6-816341875d6e,020a5c18-9065-48d4-9cdd-5500cf5ce9ae,18022026-151638,,
211,verstrekker,,Association,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},verstrekker,,,association-relationship,e3e13921-59aa-4116-85c3-b3c637f2d66e,1fe5c807-e9a7-4f44-a2b6-816341875d6e,cad45b80-14d3-4a0c-a906-0c1614dc9570,18022026-151638,,
212,behandelaar,,Association,nan,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},behandelaar,nan,nan,association-relationship,401e5d90-ffd3-43d3-83b3-756a6111c03a,1fe5c807-e9a7-4f44-a2b6-816341875d6e,6cc6afe6-e4c6-4e2b-a359-f278b23700db,18022026-151638,,
213,valt binnen,,Association,nan,{DA4F9850-4CA0-4508-9D57-F631BC30B360},valt binnen,nan,nan,association-relationship,c5f5150f-7166-4dca-8b12-7a017cee6106,1fe5c807-e9a7-4f44-a2b6-816341875d6e,60596f8e-1454-4ca8-9a31-64e7fc554815,18022026-151638,,
214,heeft,,Association,nan,{20CA8283-CE99-455c-BF4D-EAE3DF41AE5B},heeft,nan,nan,association-relationship,09a0bcf4-054c-4cc0-a78f-860ded281a64,1fe5c807-e9a7-4f44-a2b6-816341875d6e,0ae46688-6cc8-4553-adc7-04b2ed7b8b8f,18022026-151638,,
215,heeft,,Association,nan,{5641C50A-C0FA-4e71-B07B-26C7B1CE94ED},heeft,nan,nan,association-relationship,d12fd861-8281-4d1f-a030-c31301d20ef8,0ae46688-6cc8-4553-adc7-04b2ed7b8b8f,10eaa33f-03bf-42b4-9310-56add2cb5a7b,18022026-151638,,
216,heeft,,Association,,{E403A215-A367-4eef-8716-075AF54388D0},,,,,,,,18022026-151638,,
217,heeft leverancier,,Association,nan,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},heeft leverancier,nan,nan,association-relationship,6c5c42aa-2e0e-4785-9b03-4f29453fc7f5,4694a321-36db-4a54-a7ab-6c3895a4e288,113af80a-7e3e-41f6-8f79-8d0d48c4c257,18022026-151638,,
218,betreft,,Association,,{7210A379-17EE-4143-A106-ECD9414B2A0D},,,,,,,,18022026-151638,,
219,heeft prijs,,Association,,{D5DD2F67-6A1F-46b0-972E-795ECC4B2E4F},,,,,,,,18022026-151638,,
220,gerelateerdObjecttype,,Association,,{A2451674-6C19-4bf9-81F9-57CDE2F60144},,,,,,,,18022026-151638,,
221,bezit,,Association,,{DFD2814E-7D36-45e2-B082-2ED574A409E1},,,,,,,,18022026-151638,,
222,auteur,,Association,nan,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},auteur,nan,nan,association-relationship,d4004c98-0f6c-4e83-9aef-dccdd8593c40,ca903c71-96d8-4db2-9aa9-52210dd02c1d,6cc6afe6-e4c6-4e2b-a359-f278b23700db,18022026-151638,,
223,link van,,Association,,{AB7CF266-388F-413a-92D0-B2FA67C75633},,,,,,,,18022026-151638,,
224,link naar,,Association,,{C0F1A08E-C6CD-4524-A2E0-0E5CA483DCFD},,,,,,,,18022026-151638,,
225,,,Association,,{0CF1C34D-8AD5-4ac5-8538-87252E66A8C8},,,,,,,,18022026-151638,,
226,gedefinieerd door,,Association,,{A2451674-6C19-4bf9-81F9-57CDE2F60144},,,,,,,,18022026-151638,,
227,rollen,,Association,nan,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},rollen,nan,nan,association-relationship,369ab163-f69f-4bd9-9040-82dc05403594,f5c91145-fba4-47cb-aaf9-bb9c64e19a21,6cc6afe6-e4c6-4e2b-a359-f278b23700db,18022026-151638,,
228,levert,,Association,nan,{E846CC36-DF4A-4398-AE4C-122CAFEBAEAA},levert,nan,nan,association-relationship,cb42549e-f813-4b37-a289-ee5bc5e66c50,c8645fb0-cd62-4940-9e68-306579d7dfd0,38d8e66f-29f5-4387-b12f-1291ee266080,18022026-151638,,
229,valt binnen,,Association,nan,{D5DD2F67-6A1F-46b0-972E-795ECC4B2E4F},valt binnen,nan,nan,association-relationship,664b8a08-e9ba-4aed-861f-7c1fb45c3e91,a6ea9d59-4ac3-4aca-ba3f-1b52e741b56b,3b8b01b0-7870-48fb-b4a7-6a5a593e4ea3,18022026-151638,,
