nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-guid,GEMMA-type,datum-tijd-export,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-url,GEMMA-alternate-name,GGM-toelichting
559,Onderwijsniveau,De hoogte van een soort onderwijs in relatie tot andere soorten onderwijs,Class,,{96AB51D0-52E5-4515-B21F-98B30C4B9C42},,Onderwijs,,,id-96ab51d0-52e5-4515-b21f-98b30c4b9c42,Business object,21022024-11:03:02,,,,,,,,
560,Onderwijssoort,Typologie voor onderwijs,Class,,{8AF9FAE6-13D8-484d-97F5-2A3839BC8618},,Onderwijs,,,id-8af9fae6-13d8-484d-97f5-2a3839bc8618,Data object,21022024-11:03:02,,,,,,,,
561,Ouder Of Verzorger,,Class,,{51C8E3DF-FFF4-4a20-9CB2-AA5FA50579E2},,Onderwijs,,,id-51c8e3df-fff4-4a20-9cb2-aa5fa50579e2,Data object,21022024-11:03:02,,,,,,,,
562,School,"Gebouw in gebruik voor basis, middelbaar of hoger onderwijs.",Class,,{32DFC5DD-79D9-45d5-8F9D-7D5125961817},,Onderwijs,,,id-32dfc5dd-79d9-45d5-8f9d-7d5125961817,Business object,21022024-11:03:02,,,,,,,,
563,Startkwalificatie,Diploma van een opleiding als bedoeld in de WEB of een diploma hoger algemeen voortgezet onderwijs of voorbereidend wetenschappelijk onderwijs als bedoeld in de WVO;,Class,,{E8301577-1A49-43cf-A2CA-0F042584EBB3},,Onderwijs,,,id-e8301577-1a49-43cf-a2ca-0f042584ebb3,Business object,21022024-11:03:02,,,,,,,,
564,Uitschrijving,Beeindiging van een inschrijving van een leerling bij een school,Class,,{133AF611-9FA0-4a09-BF12-74C5FA5F6F60},,Onderwijs,,,id-133af611-9fa0-4a09-bf12-74c5fa5f6f60,Business object,21022024-11:03:02,,,,,,,,
565,Onderwijstype,,Enumeration,,{354AA899-00C3-4c36-93F7-0B364D331C93},,Onderwijs,,,id-354aa899-00c3-4c36-93f7-0b364d331c93,Data object,21022024-11:03:02,,,,,,,,
566,Archeologiebesluit,Een professioneel oordeel dat gebaseerd is op algemeen aanvaarde wetenschap ten aanzien van de archeologie,Class,,{836E51BF-65E9-4482-B555-C9AB737D264D},,Archeologie,,,id-836e51bf-65e9-4482-b555-c9ab737d264d,Data object,21022024-11:03:02,,,,,,,,
567,Artefact,"De benaming voor ieder verplaatsbaar object dat door de mens is vervaardigd, bewerkt en/of gebruikt. ",Class,"artefacten, voorwerp, voorwerpen",{2C230EE7-036D-48be-B82A-FF45598170F7},,Archeologie,,,id-2c230ee7-036d-48be-b82a-ff45598170f7,Business object,21022024-11:03:02,,,,,,,,
568,Artefactsoort,Typering van artefacten,Class,,{67CF25EB-EBB0-4185-8171-1F9DD3B5D212},,Archeologie,,,id-67cf25eb-ebb0-4185-8171-1f9dd3b5d212,Data object,21022024-11:03:02,,,,,,,,
569,boring,,Class,,{E11FDCA7-7538-4353-83FF-72164D928452},,Archeologie,,,id-e11fdca7-7538-4353-83ff-72164d928452,Data object,21022024-11:03:02,,,,,,,,
570,Doos,Een afsluitbaar object waar iets in wordt opgeborgen of verpakt.,Class,,{703CAFCF-FDC0-4861-AA76-1692303DE7BE},,Archeologie,,,id-703cafcf-fdc0-4861-aa76-1692303de7be,Data object,21022024-11:03:02,,,,,,,,"Een doos bestaat meestal uit gevouwen karton, eventueel met lijm of plakband dichtgezet. In deze vorm heeft het vaak de vorm van een balk. Met een doos wordt meestal een grote kartonnen doos bedoeld, met geen andere functie dan verpakking of opslag. Voorbeelden zijn een verhuisdoos en een schoenendoos. Een ander soort doos is een tekendoos en is meestal van hout."
571,Kaart,De geografische weergave van een gedeelte van het aardoppervlak,Class,,{F28DDE36-7BE4-45f7-A820-FFF0261CAA4E},,Archeologie,,,id-f28dde36-7be4-45f7-a820-fff0261caa4e,Business object,21022024-11:03:02,,,,,,,,
572,Vindplaats,Een plek waar men iets gevonden heeft.,Class,Vindplaatsen,{84DED9A9-2D33-4a77-94F2-29657024590F},,Archeologie,,,id-84ded9a9-2d33-4a77-94f2-29657024590f,Business object,21022024-11:03:02,,,,,,,,
573,locatie,,Class,,{F25EE5A8-2CF4-498b-8DAD-8EEE48FAF3A5},,Archeologie,,,id-f25ee5a8-2cf4-498b-8dad-8eee48faf3a5,Data object,21022024-11:03:02,,,,,,,,
574,Magazijnlocatie,Locatie van een magazijn,Class,,{4C1543FD-250B-4291-9B23-BC9D3D9C0C4A},,Archeologie,,,id-4c1543fd-250b-4291-9b23-bc9d3d9c0c4a,Data object,21022024-11:03:02,,,,,,,,
575,Magazijnplaatsing,Het ergens neerzetten van een object in een magazijn.,Class,,{F954FB72-AE88-4a0e-A3D8-555FCF8D9C9F},,Archeologie,,,id-f954fb72-ae88-4a0e-a3d8-555fcf8d9c9f,Data object,21022024-11:03:02,,,,,,,,
576,Project,"Geheel van activiteiten uitgevoerd in een tijdelijk samenwerkingsverband gericht op het binnen bepaalde randvoorwaarden (bv. tijd, geld) bereiken van een vooraf gedefinieerd resultaat.",Class,,{E42A32F7-262F-4005-9EB9-4674B76E8825},,Archeologie,,,id-e42a32f7-262f-4005-9eb9-4674b76e8825,Business object,21022024-11:03:02,,,,,,,,
577,Put,"Grondspoor, veelal verstevigd en gefundeerd aangelegd, bedoeld voor de tijdelijke opslag van danwel water (waterput) danwel uitwerpselen en afval (beerput).",Class,,{17286CE1-21F2-454b-95A6-3E4C0C6E2453},,Archeologie,,,id-17286ce1-21f2-454b-95a6-3e4c0c6e2453,Data object,21022024-11:03:02,,,,,,,,
578,Spoor,Een blijk van eerdere aanwezigheid.,Class,Overblijfsel,{14939C33-2DCE-41bf-A2BE-FF1EDD292FE7},,Archeologie,,,id-14939c33-2dce-41bf-a2be-ff1edd292fe7,Data object,21022024-11:03:02,,,,,,,,"In enge zin is het een afdruk in de grond, bijvoorbeeld van schoenen, voeten, poten of banden. Meer algemeen worden ook andere veranderingen op een locatie of route sporen genoemd, en, nog algemener, ook andere aanwijzingen voor te achterhalen informatie."
579,Stelling,"Een systeem om goederen op te slaan die worden vervoerd en opgeslagen op pallets, in bundels of per stuk.(Wikipedia)",Class,Stellingkast,{382D408F-41A3-49d2-9F66-DFFA6C75590D},,Archeologie,,,id-382d408f-41a3-49d2-9f66-dffa6c75590d,Data object,21022024-11:03:02,,,,,,,,
580,Vlak,"Plat, oneindig oppervlak of variëteit zonder enige kromming. ",Class,,{0644BD52-8C2B-462d-94B9-9C99908952F5},,Archeologie,,,id-0644bd52-8c2b-462d-94b9-9c99908952f5,Data object,21022024-11:03:02,,,,,,,,
581,Vondst,"Overblijfsel, voorwerp of ander spoor van menselijke aanwezigheid in het verleden afkomstig van een archeologisch monument",Class,Archeologische vondst,{F8283401-70F8-41b8-A97C-32A9074AD4B1},,Archeologie,,,id-f8283401-70f8-41b8-a97c-32a9074ad4b1,Business object,21022024-11:03:02,,,,,,,,
582,Vulling,"Dunne wegeringsplank gebruikt om de ruimte tussen de bovenste kimweger en de onderste balkweger op te vullen (Sopers, 1974).",Class,Vullingen (plank),{8417459E-2193-44a2-A1AC-38C39EA93CBF},,Archeologie,,,id-8417459e-2193-44a2-a1ac-38c39ea93cbf,Data object,21022024-11:03:02,,,,,,,,
583,Aanvraag,"(officieel) verzoek, iets (officieel) vragen aan een bevoegde macht.",Class,,{2F2A3590-9B34-4ec5-B0AE-B487ED241155},,Archief,,,id-2f2a3590-9b34-4ec5-b0ae-b487ed241155,Data object,21022024-11:03:02,,,,,,,,
584,Archief,De bewaarplaats van belangrijke gegevens die zijn vastgelegd in documentvorm alsook de verzameling van documenten die voor een bepaald doel vervaardigd zijn.,Class,,{E09E5B44-4D39-455a-B0A5-390A63AC0C43},,Archief,,,id-e09e5b44-4d39-455a-b0a5-390a63ac0c43,Business object,21022024-11:03:02,,,,,,,,
585,Archiefcategorie,Typologie van een archief conform landelijke indeling,Class,,{66DB38CC-932D-462c-9791-C60237EA9B7A},,Archief,,,id-66db38cc-932d-462c-9791-c60237ea9b7a,Data object,21022024-11:03:02,,,,,,,,
586,Archiefstuk,"Bijeengebrachte informatie, ongeacht het medium, die wordt gecreëerd, ontvangen en gearchiveerd door een bureau, een instelling, een organisatie of een individu met het oog op het nakomen van wettelijke verplichtingen of het uitvoeren van zakelijke transacties.(AAT)",Class,Archiefbescheiden,{369E453B-4C3A-48dc-9619-C36232B339D9},,Archief,,,id-369e453b-4c3a-48dc-9619-c36232b339d9,Business object,21022024-11:03:02,,,,,,,,
587,Auteur,De persoon die verantwoordelijk is voor de inhoud van een (digitaal) document,Class,,{BCAFBBCD-851E-4235-9D85-88EC71F2245B},,Archief,,,id-bcafbbcd-851e-4235-9d85-88ec71f2245b,Business object,21022024-11:03:02,,,,,,,,
588,Bezoeker,Een persoon die iemand of iets bezoekt.,Class,,{066C9C37-0FAF-4239-8D7D-B7EBE42E4918},,Archief,,,id-066c9c37-0faf-4239-8d7d-b7ebe42e4918,Business object,21022024-11:03:02,,,,,,,,
589,Depot,Plaats waar iets bewaard wordt.,Class,,{604A6143-DE7F-4950-B3D4-DFB88C7F4670},,Archief,,,id-604a6143-de7f-4950-b3d4-dfb88c7f4670,Business object,21022024-11:03:02,,,,,,,,
590,Digitaal Bestand,Bestand dat uitsluitend met behulp van besturingsprogrammatuur of toepassingsprogrammatuur geraadpleegd kunnen worden,Class,,{FEFE9DBE-921F-4cc4-99C5-972A9C5F4C6E},,Archief,,,id-fefe9dbe-921f-4cc4-99c5-972a9c5f4c6e,Data object,21022024-11:03:02,,,,,,,,
591,Indeling,Onderwerpen groeperen in samenhangende categorieën.,Class,Archiefindeling,{13119DEC-D451-4bec-BB37-7B1944ACCA9D},,Archief,,,id-13119dec-d451-4bec-bb37-7b1944acca9d,Data object,21022024-11:03:02,,,,,,,,
592,Index,,Class,,{C45E0D5D-3B2F-40a7-B12C-B6E910C516FA},,Archief,,,id-c45e0d5d-3b2f-40a7-b12c-b6e910c516fa,Data object,21022024-11:03:02,,,,,,,,
593,Kast,Object met een permanent karakter dat dient om iets in te bergen en te beschermen.,Class,,{CA844994-4AAE-417f-82A3-31CA5432237A},,Archief,,,id-ca844994-4aae-417f-82a3-31ca5432237a,Data object,21022024-11:03:02,,,,,,,,
594,Nadere Toegang,"De bevoegdheid om gegevens te raadplegen, bepaalde plaatsen te betreden of een bepaalde taak uit te oefenen.",Class,,{7A080605-07C5-4947-9B35-BC6EBE2041FA},,Archief,,,id-7a080605-07c5-4947-9b35-bc6ebe2041fa,Business object,21022024-11:03:02,,,,,,,,
595,Ordeningsschema,Ordening om archief en collecties beter vindbaar en bruikbaar voor betrokkenen.,Class,,{B61986A2-B8E7-4e69-AD55-E61771FDEEB4},,Archief,,,id-b61986a2-b8e7-4e69-ad55-e61771fdeeb4,Data object,21022024-11:03:02,,,,,,,,
596,Plank,"Deel, plaat; stuk hout breder dan het dik is en langer dan breed.",Class,,{D9693C25-0F66-4504-BE2B-4BBF66071026},,Archief,,,id-d9693c25-0f66-4504-be2b-4bbf66071026,Data object,21022024-11:03:02,,,,,,,,
597,Rechthebbende,Een rechthebbende is iemand die rechten heeft op een goed.,Class,,{9AE5BCE3-AD6D-4241-9651-823400E3745F},,Archief,,,id-9ae5bce3-ad6d-4241-9651-823400e3745f,Business object,21022024-11:03:02,,,,,,,,
598,Stelling,"Een systeem om goederen op te slaan die worden vervoerd en opgeslagen op pallets, in bundels of per stuk.(Wikipedia)",Class,,{78DA1B42-4AF8-4650-81A0-7F2C3A450B3D},,Archief,,,id-78da1b42-4af8-4650-81a0-7f2c3a450b3d,Data object,21022024-11:03:02,,,,,,,,
599,Uitgever,Iemand die iets op de markt brengt; iemand die iets uitgeeft,Class,,{59CF7225-3D61-42e2-A399-7EB13450D97D},,Archief,,,id-59cf7225-3d61-42e2-a399-7eb13450d97d,Business object,21022024-11:03:02,,,,,,,,
600,Vindplaats,Een plek waar men iets gevonden heeft.,Class,,{D7947186-4317-407b-A456-41DF5187E810},,Archief,,,id-d7947186-4317-407b-a456-41df5187e810,Data object,21022024-11:03:02,,,,,,,,
601,Erfgoed Object,Uit het verleden geërfde materiële en immateriële objecten ,Class,,{71A5C565-C2CC-495f-910A-76C199C6AF0E},,Generieke Entiteiten Erfgoed,,,id-71a5c565-c2cc-495f-910a-76c199c6af0e,Business object,21022024-11:03:02,,,,,,,,"In de loop van de tijd tot stand gebracht door de mens of ontstaan uit de wisselwerking tussen mens en omgeving, die mensen, onafhankelijk van het bezit ervan, identificeren als een weerspiegeling en uitdrukking van zich voortdurend ontwikkelende waarden, overtuigingen, kennis en tradities, en die aan hen en toekomstige generaties een referentiekader bieden."
602,Historisch Persoon ,Natuurlijk persoon waarvan informatie beschikbaar is uit het verleden.,Class,,{3BBB3264-592A-4d8c-A741-C2A3C38E3932},,Generieke Entiteiten Erfgoed,,,id-3bbb3264-592a-4d8c-a741-c2a3c38e3932,Business object,21022024-11:03:02,,,,,,,,
603,Historische Rol,Rol waarvan informatie beschikbaar is uit het verleden.,Class,,{4A1697B7-534B-4dc2-A5A2-8C13E7DA24B2},,Generieke Entiteiten Erfgoed,,,id-4a1697b7-534b-4dc2-a5a2-8c13e7da24b2,Business object,21022024-11:03:02,,,,,,,,
604,ObjectClassificatie,"Systematische identificatie en ordening van objecten in categorieën overeenkomstig logisch gestructureerde conventies, methoden en procedureregels weergegeven in een classificatiesysteem.",Class,,{65792171-62FA-4c35-930A-8B9C999ADC14},,Generieke Entiteiten Erfgoed,,,id-65792171-62fa-4c35-930a-8b9c999adc14,Data object,21022024-11:03:02,,,,,,,,
605,Ambacht,Beroep waarbij een handwerker met gereedschap eindproducten maakt.,Class,,{54944273-F312-44b2-A78D-43488F915429},,Monumenten ,,,id-54944273-f312-44b2-a78d-43488f915429,Business object,21022024-11:03:02,,,,,,,,
606,Beschermde Status,"Status van de bescherming van een monument. Een monument / erfgoed is een overblijfsel van kunst, cultuur, architectuur of nijverheid dat van algemeen belang wordt geacht vanwege de historische, volkskundige, artistieke, wetenschappelijke, industrieel-archeologische of andere sociaal-culturele waarde. Vormen van monument / erfgoed met de status rijks- provinciaal- of gemeentelijke monument / erfgoed zijn beschermd op grond van een besluit van respectievelijk het Ministerie OCW, de provincie of de gemeente,",Class,,{32C02923-EE3A-4553-B94B-31E0C273A829},,Monumenten ,,,id-32c02923-ee3a-4553-b94b-31e0c273a829,Business object,21022024-11:03:02,,,,,,,,
607,Bouwactiviteit,Het bouwen van een bouwwerk.,Class,,{4AD539EC-A308-43da-B025-17A1647303F3},,Monumenten ,,,id-4ad539ec-a308-43da-b025-17a1647303f3,Business object,21022024-11:03:02,,,,,,,,
608,Bouwstijl,Trant van bouwen met bepaalde kenmerken in een bepaalde periode. In de betrokken tijdperken waren het geen levende voorstellingen; het zijn later geformuleerde (generaliserende) geschiedkundige constructies. Doelbewust komt deze tendens op sedert c. 1830. (Haslinghuis),Class,,{8C0888C9-7B2E-4fcb-AEFF-E1733875CDCA},,Monumenten ,,,id-8c0888c9-7b2e-4fcb-aeff-e1733875cdca,Business object,21022024-11:03:02,,,,,,,,
609,Bouwtype,Typering van een bouwstijl,Class,,{5E9DAFBB-C9B5-4706-A43D-07AD4979DED4},,Monumenten ,,,id-5e9dafbb-c9b5-4706-a43d-07ad4979ded4,Data object,21022024-11:03:02,,,,,,,,
610,Oorspronkelijke Functie,De functie van een object na bouw of oplevering,Class,,{49993EF9-ED8B-49e0-B8F7-FC7C8C28669D},,Monumenten ,,,id-49993ef9-ed8b-49e0-b8f7-fc7c8c28669d,Data object,21022024-11:03:02,,,,,,,,
611,TypeMonument,,Enumeration,,{5C808AC9-CB09-4f4d-813E-821829856BA8},,Monumenten ,,,id-5c808ac9-cb09-4f4d-813e-821829856ba8,Data object,21022024-11:03:02,,,,,,,,
612,Activiteit,"Ieder menselijk handelen waarbij, of ieder menselijk nalaten waardoor een verandering of effect in de (fysieke) leefomgeving wordt of kan worden bewerkstelligd. ",Class,,{A1C60F39-3074-4d1c-A37D-5F431F54DF92},,Museum,,,id-a1c60f39-3074-4d1c-a37d-5f431f54df92,Business object,21022024-11:03:02,,,,,,,,"Bijvoorbeeld: het lozen van afvalwater, het bouwen van hoogbouw, het exploiteren van een jachthaven. Het objecttype activiteit is een typering van alle activiteiten die bijvoorbeeld een initiatiefnemer kan uitvoeren in de leefomgeving. Er wordt geen specifieke activiteit bedoeld die een specifieke initiatiefnemer voornemens is om uit te voeren, maar het type activiteit waarover regels opgesteld zijn."
613,Activiteitsoort,Typering van een activiteit,Class,,{D77AB8CF-E4B1-49fd-BE78-FE358FF76F13},,Museum,,,id-d77ab8cf-e4b1-49fd-be78-fe358ff76f13,Data object,21022024-11:03:02,,,,,,,,
614,Balieverkoop,Verkoop aan de balie,Class,,{EA2D32A2-5ED5-45c8-AC33-57C35981B3BC},,Museum,,,id-ea2d32a2-5ed5-45c8-ac33-57c35981b3bc,Business object,21022024-11:03:02,,,,,,,,
615,Balieverkoop Entreekaart,Verkoop van een entreekaart aan de balie,Class,,{90E24064-EBB7-4ffc-9640-F7C31678899F},,Museum,,,id-90e24064-ebb7-4ffc-9640-f7c31678899f,Business object,21022024-11:03:02,,,,,,,,
616,Belanghebbende,Een persoon wiens belang rechtstreeks bij een besluit is betrokken.,Class,,{576642BA-9AF9-42fc-831A-F9D3138F20FC},,Museum,,,id-576642ba-9af9-42fc-831a-f9d3138f20fc,Business object,21022024-11:03:02,,,,,,,,
617,Belangtype,Sort van belang,Class,,{3F7BCCE5-7292-40d6-A4EB-21F7B9F25236},,Museum,,,id-3f7bcce5-7292-40d6-a4eb-21f7b9f25236,Data object,21022024-11:03:02,,,,,,,,
618,Bruikleen,Lening voor tijdelijk gebruik,Class,,{452312FD-05FB-4abc-A48B-C605F7E3E193},,Museum,,,id-452312fd-05fb-4abc-a48b-c605f7e3e193,Business object,21022024-11:03:02,,,,,,,,
619,Collectie,Een verzameling van verworven voorwerpen die is samengesteld op grond van vastgestelde criteria.,Class,,{6DC28A18-DF54-4b92-A592-5F717935CA67},,Museum,,,id-6dc28a18-df54-4b92-a592-5f717935ca67,Business object,21022024-11:03:02,,,,,,,,
620,Doelgroep,"Een groep mensen of klanten die een bedrijf of organisatie wil benaderen om een product, dienst of informatie onder de aandacht te brengen",Class,,{0598561F-667E-4926-9BF5-66A928358E9F},,Museum,,,id-0598561f-667e-4926-9bf5-66a928358e9f,Data object,21022024-11:03:02,,,,,,,,
621,Entreekaart,Bewijs van toegang tot een gebouw of voorstelling,Class,Toegangsbewijs,{E46CB962-A2BC-4656-A0C1-D7DBCCA0C528},,Museum,,,id-e46cb962-a2bc-4656-a0c1-d7dbcca0c528,Business object,21022024-11:03:02,,,,,,,,
622,Incident,Niet-gepland(e) gebeurtenis die of voorval dat tot schade of verlies leidt,Class,,{CE85A5E9-AD75-40e7-8EBF-A484E4CBEEDC},,Museum,,,id-ce85a5e9-ad75-40e7-8ebf-a484e4cbeedc,Data object,21022024-11:03:02,,,,,,,,
623,Lener,"Iemand die iets te leen krijgt, met name iemand die boeken, digitale bestanden of apparatuur leent bij een museum, bibliotheek, mediatheek of een andere uitleeninstantie",Class,,{68C42EEA-6985-483e-99E6-E0F1FB71D622},,Museum,,,id-68c42eea-6985-483e-99e6-e0f1fb71d622,Business object,21022024-11:03:02,,,,,,,,
624,Mailing,Per post verstuurde inhoud,Class,,{48BCF2C2-609C-4e4c-991E-8BDA80E0C7C7},,Museum,,,id-48bcf2c2-609c-4e4c-991e-8bda80e0c7c7,Data object,21022024-11:03:02,,,,,,,,
625,Museumobject,"Beschrijving van een fenomeen in de werkelijkheid met een zekere cultuurhistorische waarde die deel uitmaakt van de culthuurhistorisch object index. Een museum object kan gedifiniëerd worden als een object met betrekking tot gebouwd, archeologisch, roerend of cultuurlandschappelijk erfgoed. Denk hierbij bijvoorbeeld aan een gebouwd of archeologisch rijksmonument, een schilderij of een beschermd stads- of dorpsgezicht.",Class,,{BBCF9DBE-70AD-431c-B698-7F0D69D07050},,Museum,,,id-bbcf9dbe-70ad-431c-b698-7f0d69d07050,Business object,21022024-11:03:02,,,,,,,,
626,Museumrelatie,Betrekking waarin het museum en personen tot elkaar staan,Class,,{C73389B7-7BCD-4496-888B-6ABEE9DE01FB},,Museum,,,id-c73389b7-7bcd-4496-888b-6abee9de01fb,Data object,21022024-11:03:02,,,,,,,,
627,Omzetgroep,"Artikelen worden gebruikt om omzet te registreren in de shop, de horeca of elders. De omzet wordt vervolgens getotaliseerd op rapportages. Om de artikelen te groeperen moet ieder artikel tot een omzetgroep behoren.",Class,,{2A7D73D7-87EA-4b61-88BB-F061DDBF52D9},,Museum,,,id-2a7d73d7-87ea-4b61-88bb-f061ddbf52d9,Data object,21022024-11:03:02,,,,,,,,
628,Prijs,De te betalen hoeveelheid geld,Class,,{BF7BAB5F-7025-4792-8288-47F5B1C53E95},,Museum,,,id-bf7bab5f-7025-4792-8288-47f5b1c53e95,Business object,21022024-11:03:02,,,,,,,,
629,Product,Het resultaat van een proces dat in het economisch verkeer een waarde bezit.,Class,,{FF566C6B-077B-4914-8AF7-40EB1EDD388A},,Museum,,,id-ff566c6b-077b-4914-8af7-40eb1edd388a,Data object,21022024-11:03:02,,,,,,,,
630,Productgroep,Groepering van producten,Class,,{42EBA101-3E51-46d5-A234-EC7BA991D3AF},,Museum,,,id-42eba101-3e51-46d5-a234-ec7ba991d3af,Data object,21022024-11:03:02,,,,,,,,
631,Productie-eenheid,"Een (deel van een) productiemiddel, dat zelfstandig (ofwel onafhankelijk van de andere delen van het desbetreffende productiemiddel) kan worden ingezet.",Class,,{D3EF17C3-8100-4a61-9E67-F20924C15CEA},,Museum,,,id-d3ef17c3-8100-4a61-9e67-f20924c15cea,Business object,21022024-11:03:02,,,,,,,,
632,Programma,"Een tijdelijke, flexibele organisatiestructuur, die is opgezet om de implementatie van een verzameling met elkaar samenhangende projecten en activiteiten te coördineren, te sturen en te controleren teneinde te zorgen voor de realisatie van de eindresultaten en benefits die zijn gerelateerd aan de strategische doelstellingen van de organisatie.",Class,,{3B84D5F0-FCA3-47a5-B90C-F0834DAD6EBD},,Museum,,,id-3b84d5f0-fca3-47a5-b90c-f0834dad6ebd,Data object,21022024-11:03:02,,,,,,,,
633,Programmasoort,Typering van een programma,Class,,{43EF5733-B976-4f21-9906-5349FD861BB5},,Museum,,,id-43ef5733-b976-4f21-9906-5349fd861bb5,Data object,21022024-11:03:02,,,,,,,,
634,Reservering,"Het vooraf bespreken van een plaats in een openbare gelegenheid, vervoermiddel, restaurant e.d.",Class,,{11AB7925-5C96-4615-92F6-4055935221A0},,Museum,,,id-11ab7925-5c96-4615-92f6-4055935221a0,Business object,21022024-11:03:02,,,,,,,,
635,Rol,"Een samenhangende set van taken, bevoegdheden en verantwoordelijkheden van een gebruiker.",Class,Gebruikersrol,{78C6EB53-77EB-4e9a-B012-E9CD989BDD06},,Museum,,,id-78c6eb53-77eb-4e9a-b012-e9cd989bdd06,Business object,21022024-11:03:02,,,,,,,,
636,Rondleiding,Bezichtiging met toelichting,Class,,{2EE54C3D-0D8B-440e-A4A4-031273313901},,Museum,,,id-2ee54c3d-0d8b-440e-a4a4-031273313901,Business object,21022024-11:03:02,,,,,,,,
637,Samensteller,"Iemand die stukken informatie samenbrengt in tentoonstelingen, presentaties en naslagwerken.",Class,,{E5566AF6-3D43-4b2f-B658-F67F6C1C511D},,Museum,,,id-e5566af6-3d43-4b2f-b658-f67f6c1c511d,Business object,21022024-11:03:02,,,,,,,,
638,Standplaats,"vanaf een vaste locatie te koop aanbieden, verkopen of afleveren van goederen of aanbieden van diensten, gebruikmakend van fysieke middelen zoals een kraam, een wagen of een tafel",Class,,{98F3132E-F97A-4f49-B4F5-28618BB693F8},,Museum,,,id-98f3132e-f97a-4f49-b4f5-28618bb693f8,Business object,21022024-11:03:02,,,,,,,,
639,Tentoonstelling,Een uitstalling van voorwerpen om door het grote publiek bekeken te worden.,Class,,{069C9894-5E07-4c95-AC28-EB4A5EBFD165},,Museum,,,id-069c9894-5e07-4c95-ac28-eb4a5ebfd165,Business object,21022024-11:03:02,,,,,,,,
640,Voorziening,Middel om services/maatregelen in te vullen.,Class,,{8D3666E3-F2DA-4cba-BF67-EFED9AAD97CC},,Museum,,,id-8d3666e3-f2da-4cba-bf67-efed9aad97cc,Data object,21022024-11:03:02,,,,,,,,
641,Winkelverkoopgroep,Groepering van winkelverkopen,Class,,{CE76218E-E56C-4c15-A29B-5EB14B7E084F},,Museum,,,id-ce76218e-e56c-4c15-a29b-5eb14b7e084f,Business object,21022024-11:03:02,,,,,,,,
642,Winkelvoorraaditem,Onderdeel in de winkelvoorraad,Class,,{9D19BC40-5EED-408d-AFA3-7C16F8E7E65F},,Museum,,,id-9d19bc40-5eed-408d-afa3-7c16f8e7e65f,Data object,21022024-11:03:02,,,,,,,,
643,Zaal,Grote ruimte in een gebouw,Class,,{6850BC5E-444E-4d33-A8A7-9B345502E275},,Museum,,,id-6850bc5e-444e-4d33-a8a7-9b345502e275,Data object,21022024-11:03:02,,,,,,,,
644,Aantal,Een onbepaalde maar telbare hoeveelheid,Class,,{E8BAADC6-ABB5-4586-8E4B-F1689CAEA1A1},,Sport,,,id-e8baadc6-abb5-4586-8e4b-f1689caea1a1,Data object,21022024-11:03:02,,,,,,,,
645,Belijning,"Op of in het oppervlak van de verharding aangebrachte tekens ter geleiding, waarschuwing, regeling of informatie van het verkeer",Class,,{9E01AD8B-D856-4a58-9CE1-06C70F628350},,Sport,,,id-9e01ad8b-d856-4a58-9ce1-06c70f628350,Business object,21022024-11:03:02,,,,,,,,
646,Bezetting,Aantal deelnemers aan een activiteit,Class,,{D9F56210-BF72-42e4-A1BC-AD7F683D55A0},,Sport,,,id-d9f56210-bf72-42e4-a1bc-ad7f683d55a0,Business object,21022024-11:03:02,,,,,,,,
647,Binnenlocatie,Locatie binnen een gebouw,Class,,{6508657D-7C3F-4261-B647-5D3B077A20F9},,Sport,,,id-6508657d-7c3f-4261-b647-5d3b077a20f9,Business object,21022024-11:03:02,,,,,,,,
648,Onderhoudskosten,"Kosten voor het onderhoud van iemand of iets, hetzij om te voorzien in de levensbehoeften van personen, hetzij voor de instandhouding en verzorging van zaken.",Class,,{5C8F7563-D1FF-4622-8565-F48A1BCAB9E3},,Sport,,,id-5c8f7563-d1ff-4622-8565-f48a1bcab9e3,Business object,21022024-11:03:02,,,,,,,,
649,Sport,Een fysieke bezigheid met vaste regels en waarbij vaak sprake is van competitieverband. Sporten kunnen ook recreatief beoefend worden.,Class,,{567576EB-3CE1-43dd-8BD4-58310C3DA04B},,Sport,,,id-567576eb-3ce1-43dd-8bd4-58310c3da04b,Business object,21022024-11:03:02,,,,,,,,
650,Sportlocatie,Locatie waar de betreffende sport plaatsvindt,Class,,{BE5E10D0-FD83-4b0a-B5D2-4A7EE6B9C53B},,Sport,,,id-be5e10d0-fd83-4b0a-b5d2-4a7ee6b9c53b,Business object,21022024-11:03:02,,,,,,,,
651,Sportmateriaal,Materieel om sport mee te beoefenen of ter odnersteuning van de sportuitvoering.,Class,,{5B64A5F8-64B5-4d1b-BEDD-486ED2C2C493},,Sport,,,id-5b64a5f8-64b5-4d1b-bedd-486ed2c2c493,Business object,21022024-11:03:02,,,,,,,,
652,Sportpark,"Geheel van terreinen, gebouwen en voorzieningen voor verschillende takken van sport.",Class,Sportterrein,{FE1A2EF2-44FA-46fa-A583-7BAB858E17FD},,Sport,,,id-fe1a2ef2-44fa-46fa-a583-7bab858e17fd,Business object,21022024-11:03:02,,,,,,,,
