nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-guid,GEMMA-type,datum-tijd-export,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-url,GEMMA-alternate-name,GGM-toelichting
252,ONDERSTEUNEND WATERDEEL,Object dat in het kader van de waterhuishouding periodiek gedeeltelijk of geheel met water is bedekt.,Class,,{7B92809F-CFAE-4be8-BE3A-4E4B94E83F52},BGT,RSGB Model,,,id-7b92809f-cfae-4be8-be3a-4e4b94e83f52,Business object,21022024-11:03:02,,,,,,,,<memo>
253,ONDERSTEUNEND WEGDEEL,Een deel van de weg dat niet primair bedoeld is voor gebruik door het verkeer.,Class,,{F55A5977-7E3B-4cf4-B8D1-CFCEECA0DEA1},BGT,RSGB Model,,,id-f55a5977-7e3b-4cf4-b8d1-cfceeca0dea1,Business object,21022024-11:03:02,,,,,,,,<memo>
254,OPENBARE RUIMTE,Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen en van een naam voorziene buitenruimte die binnen één woonplaats is gelegen,Class,,{FB13857C-C695-4b53-8060-BACFA0E16950},BAG,RSGB Model,,,id-fb13857c-c695-4b53-8060-bacfa0e16950,Business object,21022024-11:03:02,,,,,,,,<memo>
255,OVERBRUGGINGSDEEL,"Onderdeel van een beweegbare of vaste verbinding tussen twee punten, die door water, een weg of anderszins gescheiden zijn, dat essentieel is voor de constructie.",Class,,{2E45A5F3-A685-48c5-98D4-794BE382891E},BGT,RSGB Model,,,id-2e45a5f3-a685-48c5-98d4-794be382891e,Business object,21022024-11:03:02,,,,,,,,<memo>
256,OVERIG BENOEMD TERREIN,"Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen onbebouwd terrein of een gedeelte daarvan, geen standplaats of gedeelte van een ligplaats zijnde, dat bestemd is voor het gedurende langere tijd verrichten van een maatschappelijke activiteit.",Class,,{CFA3D54E-C8E0-4559-9475-29D31AF2DECD},Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,RSGB Model,,,id-cfa3d54e-c8e0-4559-9475-29d31af2decd,Business object,21022024-11:03:02,,,,,,,,<memo>
257,NATUURLIJK PERSOON,Een INGESCHREVEN PERSOON of ANDER NATUURLIJK PERSOON,Class,,{9F4E12E4-B228-4931-AC83-1B1F60958A89},,RSGB Model,,,id-9f4e12e4-b228-4931-ac83-1b1f60958a89,Business object,21022024-11:03:02,,,,,,,,
258,OVERIG BOUWWERK,"Met de aarde verbonden duurzaam bouwwerk, dat niet valt onder de definities van een pand of kunstwerk. ",Class,,{1DA7BC25-CF02-4161-B9A2-DE0BE27C5254},BGT,RSGB Model,,,id-1da7bc25-cf02-4161-b9a2-de0be27c5254,Business object,21022024-11:03:02,,,,,,,,<memo>
259,OVERIG GEBOUWD OBJECT,"De kleinste eenheid van gebruik, geen verblijfsobject zijnde, binnen een bij de totstandkoming functioneel en bouwkundig constructief zelfstandige eenheid die direct en duurzaam met de aarde is verbonden.",Class,,{7CDF37D9-26D7-46a5-9CF3-392601BDCECA},KING,RSGB Model,,,id-7cdf37d9-26d7-46a5-9cf3-392601bdceca,Business object,21022024-11:03:02,,,,,,,,<memo>
260,NIET NATUURLIJK PERSOON,Een INGESCHREVEN NIET-NATUURLIJK PERSOON of een ANDER BUITENLANDS NIET-NATUURLIJK PERSOON,Class,,{3D5CCB29-91E4-458e-8BCD-6741198E45B8},,RSGB Model,,,id-3d5ccb29-91e4-458e-8bcd-6741198e45b8,Business object,21022024-11:03:02,,,,,,,,
261,OVERIGE ADRESSEERBAAR OBJECT AANDUIDING,Een door de gemeenteraad als zodanig toegekende aanduiding van een overig gebouwd object of een overig benoemd terrein.,Class,,{7B33EB93-BAD8-4b36-90A1-B3909415EDC3},Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,RSGB Model,,,id-7b33eb93-bad8-4b36-90a1-b3909415edc3,Business object,21022024-11:03:02,,,,,,,,<memo>
262,OVERIGE SCHEIDING,"Kunstmatig, meestal lineair obstakel met een werende functie, met kleinere afmetingen dan toegestaan voor opname in de BGT.",Class,,{EC57B722-D4B4-42d2-AF3C-31E085C63EBB},IMGeo,RSGB Model,,,id-ec57b722-d4b4-42d2-af3c-31e085c63ebb,Business object,21022024-11:03:02,,,,,,,,<memo>
263,PAND,De kleinste bij de totstandkoming functioneel en bouwkundig-constructief zelfstandige eenheid die direct en duurzaam met de aarde is verbonden en betreedbaar en afsluitbaar is.,Class,,{26D1113F-F7B3-4bdd-9AAE-EA14CC9F3C3F},BAG,RSGB Model,,,id-26d1113f-f7b3-4bdd-9aae-ea14cc9f3c3f,Business object,21022024-11:03:02,,,,,,,,<memo>
264,REISDOCUMENT,Een document dat vereist is voor reizen naar het buitenland,Class,,{CA9BC1BB-D572-4e47-BECF-17CFD379BD6A},BRP,RSGB Model,,,id-ca9bc1bb-d572-4e47-becf-17cfd379bd6a,Business object,21022024-11:03:02,,,,,,,,<memo>
265,SCHEIDING,"Kunstmatig, meestal lineair obstakel met een werende functie.",Class,,{A637379F-6E1D-47aa-AE75-3E22FE0DC814},BGT,RSGB Model,,,id-a637379f-6e1d-47aa-ae75-3e22fe0dc814,Business object,21022024-11:03:02,,,,,,,,<memo>
266,SPOOR,"De as van het spoor, dat wil zeggen het midden van twee stalen staven op een onderling vaste afstand, waarover trein, tram, of sneltram rijdt.",Class,,{B0EA89D8-EE32-410b-B683-8CA937E5009D},BGT,RSGB Model,,,id-b0ea89d8-ee32-410b-b683-8ca937e5009d,Business object,21022024-11:03:02,,,,,,,,<memo>
267,STANDPLAATS,"Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen terrein of gedeelte daarvan dat bestemd is voor het permanent plaatsen van een niet direct en niet duurzaam met de aarde verbonden en voor woon -, bedrijfsmatige, of recreatieve doeleinden geschikte ruimte.",Class,,{B1C6CA45-49C9-45f0-8B14-A721AD505C50},BAG,RSGB Model,,,id-b1c6ca45-49c9-45f0-8b14-a721ad505c50,Business object,21022024-11:03:02,,,,,,,,<memo>
268,RECHTSPERSOON,Een NATUURLIJK PERSOON of een NIET-NATUURLIJK PERSOON,Class,,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,RSGB Model,,,id-9df5ac43-3673-4b9a-bb5e-6dca7be28835,Data object,21022024-11:03:02,,,,,,,,
269,TENAAMSTELLING,"Een TENAAMSTELLING  vormt de relatie tussen een Recht en een Persoon en geeft aan welk recht, met uitzondering van hypotheek en beslag, door een Persoon wordt uitgeoefend op een Kadastraal object. ",Class,,{2651D6E0-6AC8-43a8-A4F6-4706209BAC8E},BRK,RSGB Model,,,id-2651d6e0-6ac8-43a8-a4f6-4706209bac8e,Business object,21022024-11:03:02,,,,,,,,<memo>
270,TUNNELDEEL,"Onderdeel van een kunstmatig aangelegde, kokervormige onderdoorgang, dat essentieel is voor de constructie.",Class,,{EE07AE43-1825-4377-9984-9636AB015C11},BGT,RSGB Model,,,id-ee07ae43-1825-4377-9984-9636ab015c11,Business object,21022024-11:03:02,,,,,,,,<memo>
271,VESTIGING,Een gebouw of complex van gebouwen waar duurzame uitoefening van de activiteiten van een onderneming of rechtspersoon plaatsvindt.,Class,,{B60B8EF9-D1C0-4e36-BF9B-1C16F92518DD},NHR,RSGB Model,,,id-b60b8ef9-d1c0-4e36-bf9b-1c16f92518dd,Business object,21022024-11:03:02,,,,,,,,<memo>
272,VEGETATIEOBJECT,Solitair vegetatieobject of lijn- of vlakvormige groep gelijksoortige vegetatieobjecten met een beperkte omvang.,Class,,{9980DF6D-0C86-4039-8400-C54DAC77FB79},IMGeo,RSGB Model,,,id-9980df6d-0c86-4039-8400-c54dac77fb79,Business object,21022024-11:03:02,,,,,,,,<memo>
273,VERBLIJFSOBJECT,"De kleinste binnen één of meer panden gelegen en voor woon -, bedrijfsmatige, of recreatieve doeleinden geschikte eenheid van gebruik die ontsloten wordt via een eigen afsluitbare toegang vanaf de openbare weg, een erf of een gedeelde verkeersruimte, onderwerp kan zijn van goederenrechtelijke rechtshandelingen en in functioneel opzicht zelfstandig is.",Class,,{A33151CE-37B2-4026-B0AF-B541687B5B7C},BAG,RSGB Model,,,id-a33151ce-37b2-4026-b0af-b541687b5b7c,Business object,21022024-11:03:02,,,,,,,,<memo>
274,WATERDEEL,"Kleinste functioneel onafhankelijk stukje water met gelijkblijvende, homogene eigenschappen en relaties dat er binnen het objecttype Water van NEN 3610 wordt onderscheiden.",Class,,{FD0B5F4D-AE9B-47bd-8C60-031D21AC24B1},BGT,RSGB Model,,,id-fd0b5f4d-ae9b-47bd-8c60-031d21ac24b1,Business object,21022024-11:03:02,,,,,,,,<memo>
275,WEGDEEL,"Kleinste functioneel onafhankelijk stukje van een NEN 3610 Weg,  met gelijkblijvende homogene eigenschappen en relaties en primair bedoeld voor gebruik door weg-, spoor- en vliegverkeer te land ",Class,,{9B0F3F8B-B79B-46f7-BF81-96E4C63B9AC2},BGT,RSGB Model,,,id-9b0f3f8b-b79b-46f7-bf81-96e4c63b9ac2,Business object,21022024-11:03:02,,,,,,,,<memo>
276,VERBLIJFSTITEL,"Rechtsgrond op basis waarvan men bevoegd is in een land te verblijven.
Opmerkingen obv Key2Burgerzaken:
De verblijfstitel heeft een ingangs- en vervaldatum, datum geldig en een opname datum
RSGB3.0 onderkent alleen Datum einde en Datum ingang. Dat is onvoldoende om volgorde en geldigheid in tijd correct te bepalen
",Class,,{A660422D-E9ED-47c9-9978-480E57572775},,RSGB Model,,,id-a660422d-e9ed-47c9-9978-480e57572775,Business object,21022024-11:03:02,,,,,,,,
277,WIJK,"Een aaneengesloten gedeelte van het grondgebied van een gemeente, waarvan de grenzen zo veel mogelijk zijn gebaseerd op sociaal-geografische kenmerken.",Class,,{2F759BC4-7E3C-4ce9-94FF-33A4106A6E5A},GFO BG,RSGB Model,,,id-2f759bc4-7e3c-4ce9-94ff-33a4106a6e5a,Business object,21022024-11:03:02,,,,,,,,<memo>
278,WOONPLAATS,Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen en van een naam voorzien gedeelte van het grondgebied van de gemeente.,Class,,{039AFF88-F5F7-4c1a-B7E4-1BDFC495F67A},BAG,RSGB Model,,,id-039aff88-f5f7-4c1a-b7e4-1bdfc495f67a,Business object,21022024-11:03:02,,,,,,,,<memo>
279,WOZ-DEELOBJECT,"Aanduiding van afzonderlijke elementen (delen van het object, bijzondere waarderelevante factoren) die voor de onderbouwing van de vastgestelde waarde van belang zijn.",Class,,{EEC30588-0E12-41c9-977E-C885A0A7EDC3},Gegevenswoordenboek WOZ,RSGB Model,,,id-eec30588-0e12-41c9-977e-c885a0a7edc3,Business object,21022024-11:03:02,,,,,,,,<memo>
280,WOZ-OBJECT,De onroerende zaak waarvan op grond van de Wet WOZ de waarde moet worden bepaald en vastgesteld.,Class,,{CB7BA76D-0793-4d5a-9596-533C5BC56BBF},BRWOZ,RSGB Model,,,id-cb7ba76d-0793-4d5a-9596-533c5bc56bbf,Business object,21022024-11:03:02,,,,,,,,<memo>
281,WOZ-WAARDE,De op grond van de Wet WOZ vastgestelde waarde van het WOZ-object naar de genoemde waardepeildatum.,Class,,{7C387F42-EC1A-4a78-B09B-533AAB03C0C2},BRWOZ,RSGB Model,,,id-7c387f42-ec1a-4a78-b09b-533aab03c0c2,Data object,21022024-11:03:02,,,,,,,,<memo>
282,ZAKELIJK RECHT,"Het eigendom van, of een beperkt recht van een natuurlijk of niet-natuurlijk persoon (PERSOON) op, een onroerende zaak (met uitzondering van hypotheken en beslagen).",Class,,{8C809341-AC60-4378-8BA0-0843E8C06AF3},BRK,RSGB Model,,,id-8c809341-ac60-4378-8ba0-0843e8c06af3,Business object,21022024-11:03:02,,,,,,,,<memo>
283,ZEKERHEIDSRECHT,Een zekerheidsrecht is een beperkt recht (hypotheek) of een beperking (beslag).,Class,,{3397A5B5-E789-46e6-8559-C528EA55F830},BRK,RSGB Model,,,id-3397a5b5-e789-46e6-8559-c528ea55f830,Business object,21022024-11:03:02,,,,,,,,<memo>
284,LOCATIEAANDUIDING ADRES WOZ OBJECT,Nadere aanduiding van het WOZ-object middels een locatieomschrijving van ADRESSEERBAAR OBJECT AANDUIDING.,Class,,{DF81069D-CBE4-433e-AB7C-CB06170275C9},,Relatieklasse,,,id-df81069d-cbe4-433e-ab7c-cb06170275c9,Business object,21022024-11:03:02,,,,,,,,
285,Adresaanduiding,De adresaanduiding van het WOZ-OBJECT,Class,,{C14C1D0E-2EE3-4d79-B7AB-BC0B7686FEF4},,Groepattribuutsoort,,,id-c14c1d0e-2ee3-4d79-b7ab-bc0b7686fef4,Data object,21022024-11:03:02,,,,,,,,
286,Correspondentieadres buitenland,De gegevens over het buitenlands correspondentie (-post)adres in het buitenland,Class,,{CE58213C-7904-4c04-964C-8CE34C4443DF},KING ,Groepattribuutsoort,,,id-ce58213c-7904-4c04-964c-8ce34c4443df,Data object,21022024-11:03:02,,,,,,,,<memo>
287,Geboorte ingeschreven natuurlijk persoon,Gegevens over de geboorte van de INGESCHREVEN NATUURLIJK PERSOON.,Class,,{C9DD308F-7EA7-4c1a-BC7D-68077692C113},BRP,Groepattribuutsoort,,,id-c9dd308f-7ea7-4c1a-bc7d-68077692c113,Data object,21022024-11:03:02,,,,,,,,<memo>
288,Geboorte INGESCHREVEN PERSOON,Gegevens over de geboorte van de ingeschreven persoon.,Class,,{4904DACB-3C13-43c1-BA00-137D9BFA3856},,Groepattribuutsoort,,,id-4904dacb-3c13-43c1-ba00-137d9bfa3856,Data object,21022024-11:03:02,,,,,,,,
289,Handelsnamen MAATSCHAPPELIJKE ACTIVITEIT,{nog niet in NHR uitgewerkt},Class,,{EAF23F0A-1175-465d-A889-7396B2E18967},,Groepattribuutsoort,,,id-eaf23f0a-1175-465d-a889-7396b2e18967,Data object,21022024-11:03:02,,,,,,,,
290,Handelsnamen VESTIGING,{nog niet in NHR uitgewerkt},Class,,{FDD9A2C7-930E-4646-B1FE-81060430DC55},,Groepattribuutsoort,,,id-fdd9a2c7-930e-4646-b1fe-81060430dc55,Data object,21022024-11:03:02,,,,,,,,
291,Koopsom kadastrale onroerende zaak,"Het in een ter inschrijving aangeboden stuk vermelde bedrag, waarvoor 1 of meer onroerende zaken zijn verkregen. ",Class,,{B1CB6F3A-A1F5-43f2-B077-02AD7441B1E3},BRK,Groepattribuutsoort,,,id-b1cb6f3a-a1f5-43f2-b077-02ad7441b1e3,Data object,21022024-11:03:02,,,,,,,,<memo>
292,Locatie kadastrale onroerende zaak,Deze wordt gebruikt om één of meer locatieaanduiding(en) van een onroerende zaak weer te geven.,Class,,{1ECAEB3C-EBE2-4afb-8D34-6AFEEFDF3FCA},KING o.b.v. BRK,Groepattribuutsoort,,,id-1ecaeb3c-ebe2-4afb-8d34-6afeefdf3fca,Data object,21022024-11:03:02,,,,,,,,<memo>
293,Migratie ingeschreven natuurlijk persoon,Om gegevens vast te leggen over immigratie en emigratie.,Class,,{21BC7953-0237-44c7-ACA5-8A8BC7AE96AD},BRP,Groepattribuutsoort,,,id-21bc7953-0237-44c7-aca5-8a8bc7ae96ad,Data object,21022024-11:03:02,,,,,,,,<memo>
294,Naam aanschrijving NATUURLIJK PERSOON,De naamgegevens waarmee de persoon heeft aangegeven aangeschreven te willen worden,Class,,{1F5046AA-A7C3-4146-9C7C-E80AC8F7A2FF},,Groepattribuutsoort,,,id-1f5046aa-a7c3-4146-9c7c-e80ac8f7a2ff,Data object,21022024-11:03:02,,,,,,,,
295,Naam NATUURLIJK PERSOON,Gegevens over de naam van de natuurlijk persoon,Class,,{47AEC100-56C6-4450-B6A2-02C7E420D5EC},,Groepattribuutsoort,,,id-47aec100-56c6-4450-b6a2-02c7e420d5ec,Data object,21022024-11:03:02,,,,,,,,
296,Naamgebruik natuurlijk persoon,De naamgegevens waarmee de persoon heeft aangegeven aangeschreven te willen worden,Class,,{02601AC0-9F85-47e3-82AF-7E8D860559F7},BRP,Groepattribuutsoort,,,id-02601ac0-9f85-47e3-82af-7e8d860559f7,Data object,21022024-11:03:02,,,,,,,,<memo>
297,Nationaliteit ingeschreven natuurlijk persoon,Gegevens over de nationaliteit.,Class,,{261B509E-6879-4475-B5F8-77E8428816CE},BRP,Groepattribuutsoort,,,id-261b509e-6879-4475-b5f8-77e8428816ce,Data object,21022024-11:03:02,,,,,,,,<memo>
298,Nederlandse nationaliteit INGESCHREVEN PERSOON,Gegevens over de nationaliteit.,Class,,{BA5F2281-466D-4c69-9EB8-D10614C5CD8E},,Groepattribuutsoort,,,id-ba5f2281-466d-4c69-9eb8-d10614c5cd8e,Data object,21022024-11:03:02,,,,,,,,
299,Ontbinding huwelijk/geregistreerd partnerschap,Gegevens over het ontbonden huwelijk of geregistreerd partnerschap.,Class,,{10E7F112-407D-4099-9CC7-F6B53DD094BF},BRP,Groepattribuutsoort,,,id-10e7f112-407d-4099-9cc7-f6b53dd094bf,Data object,21022024-11:03:02,,,,,,,,<memo>
300,Overlijden ingeschreven natuurlijk persoon,Gegevens over het overlijden van de ingeschreven natuurlijk persoon.,Class,,{26BCBA8B-C96C-4fc1-8CC3-40698E0FB71E},BRP,Groepattribuutsoort,,,id-26bcba8b-c96c-4fc1-8cc3-40698e0fb71e,Data object,21022024-11:03:02,,,,,,,,<memo>
301,Overlijden INGESCHREVEN PERSOON,Gegevens over het overlijden van de ingeschreven persoon.,Class,,{E4578F75-847E-48ef-A91F-EF8B53AEDEC5},,Groepattribuutsoort,,,id-e4578f75-847e-48ef-a91f-ef8b53aedec5,Data object,21022024-11:03:02,,,,,,,,
302,Postadres,De gegevens die tezamen een postbusadres of antwoordnummeradres vormen,Class,,{990C2EBD-AB9B-4f3f-AFF0-18BA11A552DA},KING,Groepattribuutsoort,,,id-990c2ebd-ab9b-4f3f-aff0-18ba11a552da,Data object,21022024-11:03:02,,,,,,,,<memo>
303,Rekeningnummer ,De gegevens inzake de bankrekening waarmee het SUBJECT in de regel financieel communiceert. ,Class,,{BB4BA421-A7D6-4b33-B64A-49AA82C56242},KING,Groepattribuutsoort,,,id-bb4ba421-a7d6-4b33-b64a-49aa82c56242,Data object,21022024-11:03:02,,,,,,,,<memo>
304,Samengestelde naam natuurlijk persoon,Gegevens over de naam van de NATUURLIJK PERSOON,Class,,{61321504-DFA1-4b65-853B-88C0581576F9},BRP,Groepattribuutsoort,,,id-61321504-dfa1-4b65-853b-88c0581576f9,Data object,21022024-11:03:02,,,,,,,,<memo>
305,SBI activiteit vestiging,Aanduiding van de activiteit (en) van een vestiging  conform de Standaard BedrijfsIndeling ,Class,,{EAD40DDC-9904-4cde-BE9B-2100268E71B7},NHR,Groepattribuutsoort,,,id-ead40ddc-9904-4cde-be9b-2100268e71b7,Data object,21022024-11:03:02,,,,,,,,<memo>
306,Sluiting/aangaan huwelijk/geregistreerd partnerschap,Gegevens over het gesloten huwelijk of het aangegane geregistreerd partnerschap.,Class,,{28A0D7C0-DABF-403b-B263-22F424032A28},BRP,Groepattribuutsoort,,,id-28a0d7c0-dabf-403b-b263-22f424032a28,Data object,21022024-11:03:02,,,,,,,,<memo>
307,Soort functioneel gebied,Gegevens over het soort functioneel gebied.,Class,,{C2D0F78A-D6FC-4330-B78C-4F4B34EE1349},KING,Groepattribuutsoort,,,id-c2d0f78a-d6fc-4330-b78c-4f4b34ee1349,Data object,21022024-11:03:02,,,,,,,,<memo>
308,Soort kunstwerk,Gegevens over het soort kunstwerk.,Class,,{64D33964-B205-4071-9C0F-00E6AFDACC45},KING,Groepattribuutsoort,,,id-64d33964-b205-4071-9c0f-00e6afdacc45,Data object,21022024-11:03:02,,,,,,,,<memo>
309,Soort overig bouwwerk,Gegevens over het soort overig bouwwerk.,Class,,{4CB05400-6AE8-44d9-AA8A-5CA84CFB0B6E},KING,Groepattribuutsoort,,,id-4cb05400-6ae8-44d9-aa8a-5ca84cfb0b6e,Data object,21022024-11:03:02,,,,,,,,<memo>
310,Soort scheiding,Gegevens over de soort scheiding,Class,,{E500F84E-81CE-4984-832E-C3B53D14722A},KING,Groepattribuutsoort,,,id-e500f84e-81ce-4984-832e-c3b53d14722a,Data object,21022024-11:03:02,,,,,,,,<memo>
311,Soort spoor,Gegevens over het soort spoor.,Class,,{2F658B5B-1B89-437e-8EAD-FD544FD62A0A},KING,Groepattribuutsoort,,,id-2f658b5b-1b89-437e-8ead-fd544fd62a0a,Data object,21022024-11:03:02,,,,,,,,<memo>
312,Splitsingstekeningreferentie ,"<font color=""#0f0f0f"">Verwijzing naar de splitsingstekening behorende bij de APPARTEMENTSRECHTSPLITSING</font>",Class,,{C97E674B-BCBC-45e8-B60C-1E0C7954D751},KING,Groepattribuutsoort,,,id-c97e674b-bcbc-45e8-b60c-1e0c7954d751,Data object,21022024-11:03:02,,,,,,,,<memo>
313,Verblijf buitenland,De gegevens over het verblijf in het buitenland,Class,,{E3567219-5744-4b70-901D-BAEBD8FF4947},KING op basis van BRP,Groepattribuutsoort,,,id-e3567219-5744-4b70-901d-baebd8ff4947,Data object,21022024-11:03:02,,,,,,,,<memo>
314,Verblijf buitenland SUBJECT,De gegevens over het verblijf in het buitenland,Class,,{19BA2B32-7BC5-41be-A352-21C41423C4B2},,Groepattribuutsoort,,,id-19ba2b32-7bc5-41be-a352-21c41423c4b2,Data object,21022024-11:03:02,,,,,,,,
315,Verblijfadres ingeschreven natuurlijk persoon,De gegevens over het verblijf en adres van de INGESCHREVEN NATUURLIJK PERSOON,Class,,{E5E010C2-C1F3-4986-AA9A-C71C19263606},BRP,Groepattribuutsoort,,,id-e5e010c2-c1f3-4986-aa9a-c71c19263606,Data object,21022024-11:03:02,,,,,,,,<memo>
316,Verblijfadres INGESCHREVEN PERSOON,De gegevens over het verblijf en adres van de INGESCHREVEN PERSOON,Class,,{F6DAC299-3F19-45c6-BFFE-EB38C1C51459},,Groepattribuutsoort,,,id-f6dac299-3f19-45c6-bffe-eb38c1c51459,Data object,21022024-11:03:02,,,,,,,,
317,Verblijfsrecht ingeschreven natuurlijk persoon,De gegevens om het verblijfsrecht vast te leggen.,Class,,{0DC6F150-CF59-4376-A5F0-E0B600BE4C53},BRP,Groepattribuutsoort,,,id-0dc6f150-cf59-4376-a5f0-e0b600be4c53,Data object,21022024-11:03:02,,,,,,,,<memo>
318,Verstrekkingsbeperking  partieel ingeschreven natuurlijk persoon,Een INGESCHREVEN NATUURLIJK PERSOON kan voor één of meerdere partijen kiezen voor wie een verstrekkingsbeperking geldt.,Class,,{8E090A86-8095-458c-B162-B09982158CD5},BRP,Groepattribuutsoort,,,id-8e090a86-8095-458c-b162-b09982158cd5,Data object,21022024-11:03:02,,,,,,,,<memo>
319,AANDUIDING VERBLIJFSRECHT,Aanduiding in verband met het verblijfsrecht van de vreemdeling.,Class,,{EBE4A0C9-9281-4750-8E70-AF70A549CD6B},BRP,Referentielijsten,,,id-ebe4a0c9-9281-4750-8e70-af70a549cd6b,Business object,21022024-11:03:02,,,,,,,,<memo>
320,AUTORITEIT AFGIFTE NEDERLANDS REISDOCUMENT,Een opsomming van de diverse coderingen van de autoriteiten die een Nederlands reisdocument kunnen afgegeven ,Class,,{E36F8A4C-C487-40ec-9D4F-4FDF5DCED461},BRP,Referentielijsten,,,id-e36f8a4c-c487-40ec-9d4f-4fdf5dced461,Business object,21022024-11:03:02,,,,,,,,<memo>
321,Verblijfstitel,,Class,,{0F51B100-1C60-4d54-9B60-1C9BF9C856A2},,Referentielijsten,,,id-0f51b100-1c60-4d54-9b60-1c9bf9c856a2,Data object,21022024-11:03:02,,,,,,,,
322,AARD AANTEKENING,Een opsomming van de diverse aarden van de aantekeningen zoals door de Dienst Kadaster is onderscheiden.,Class,,{BE0C0747-E9CD-4ae1-A83C-94A724513C7B},BRK,Referentielijsten,,,id-be0c0747-e9cd-4ae1-a83c-94a724513c7b,Data object,21022024-11:03:02,,,,,,,,<memo>
323,AARD ZAKELIJK RECHT,Een opsomming van de diverse aarden van het zakelijk rechten zoals door de Dienst Kadaster is onderscheiden.,Class,,{AC4F4A9C-1623-4447-9813-0722CDD58E66},BRK,Referentielijsten,,,id-ac4f4a9c-1623-4447-9813-0722cdd58e66,Data object,21022024-11:03:02,,,,,,,,<memo>
324,AARD FILIATIE,Een opsomming van redenen waarom kadastrale onroerende zaken aan elkaar gerelateerd kunnen zijn,Class,,{1453EF69-1E5E-49ae-8510-A68652374710},BRK,Referentielijsten,,,id-1453ef69-1e5e-49ae-8510-a68652374710,Data object,21022024-11:03:02,,,,,,,,<memo>
325,ACADEMISCHE TITEL,Een formeel via het Staatsblad gepubliceerde aanduiding van een wetenschappelijke of andere graad van opleiding welke bij aanschrijving voorafgaat aan de voornamen (dan wel de daarvan afgeleide naamgegevens) dan wel volgt op de achternaam.,Class,,{B2857D85-8135-461e-90FF-A2E3DDD9981D},,Referentielijsten,,,id-b2857d85-8135-461e-90ff-a2e3ddd9981d,Data object,21022024-11:03:02,,,,,,,,
326,AKR KADASTRALE GEMEENTECODE,De door de Dienst Kadaster onderkende AKR codes voor  kadastrale gemeenten,Class,,{6BA8DD14-1CC9-4669-BDCC-856B5C628D6B},BRK,Referentielijsten,,,id-6ba8dd14-1cc9-4669-bdcc-856b5c628d6b,Business object,21022024-11:03:02,,,,,,,,<memo>
