,naam,definitie,archimate-type,uml-type,gemma-guid,ggm-guid,bron,toelichting,toelichting,synoniemen,domein-iv3,domein-dcat,domein-gemma,datum-tijd-export
187,BETROKKENE,"<font color=""#610e6a"">Een SUBJECT, zijnde een NATUURLIJK PERSOON, NIET-NATUURLIJK PERSOON of VESTIGING, ORGANISATORISCHE EENHEID (binnen een vestiging van de zaak-behandelende niet-natuurlijk persoon), of MEDEWERKER (van die organisatorische eenheid) die een rol kan spelen bij een ZAAK.</font>",Business object,Class,id-16fb8171-a9ed-4027-a663-c035509501c8,{16FB8171-A9ED-4027-A663-C035509501C8},,,,,,,,25102023-07:53:00
188,Deelproces,,,Class,,{1B65D674-DC17-40e8-B663-85DA82FD7E94},,,,,,,,25102023-07:53:00
189,Deelprocestype,,,Class,,{710A1D2B-3C7B-41cf-A947-727186C40A98},,,,,,,,25102023-07:53:00
190,DOCUMENT,"<font color=""#610e6a"">Geheel van gegevens met een eigen identiteit ongeacht zijn vorm, met de bijbehorende metadata ontvangen of opgemaakt door een natuurlijke en/of rechtspersoon bij de uitvoering van taken, zijnde een ENKELVOUDIG DOCUMENT of een SAMENGESTELD DOCUMENT.</font>",Business object,Class,id-5641c50a-c0fa-4e71-b07b-26c7b1ce94ed,{5641C50A-C0FA-4e71-B07B-26C7B1CE94ED},,,,,,,,25102023-07:53:00
191,DOCUMENTTYPE,"<font color=""#610e6a"">Aanduiding van de aard van een DOCUMENT zoals gehanteerd door de zaakbehandelende organisatie</font>",Data object,Class,id-77c7d6b6-44de-44c0-a662-8e1a0a226ea8,{77C7D6B6-44DE-44c0-A662-8E1A0A226EA8},,,,,,,,25102023-07:53:00
192,ENKELVOUDIG DOCUMENT,"<font color=""#610e6a"">Een DOCUMENT waarvan aard, omvang en/of vorm aanleiding geven het als één geheel te behandelen en te beheren.</font>",Data object,Class,id-547fd48d-f885-4816-bcfa-4048995c8d83,{547FD48D-F885-4816-BCFA-4048995C8D83},,,,,,,,25102023-07:53:00
193,Heffing,,Business object,Class,id-b3371695-97ad-49d2-9af1-15591b422007,{B3371695-97AD-49d2-9AF1-15591B422007},,,,,,,,25102023-07:53:00
194,Identificatiekenmerk,Nodig voor archivering om verschillende typen identificatie te kunnen onderscheiden:,Data object,Class,id-d73afaec-3bf1-4309-93fe-5354ef26da51,{D73AFAEC-3BF1-4309-93FE-5354EF26DA51},,,,,,,,25102023-07:53:00
195,Klantcontact,"Klantcontacten zijn contactmomenten die werkelijk hebben plaatsgevonden, terwijl Balieafspraken afspraken zijn voor een klantcontact. Dit ongeacht of deze werkelijk heeft plaatsgevonden, soms liggen deze in de toekomst of is iemand niet op komen dagen, of iets anders waardoor het klantcontact nog niet heeft plaatsgevonden.

Hetzelfde geldt voor de telefoontjes, de klantcontacten komen uit levelOneData, dat zijn alle telefoontjes die werkelijk met een medewerker (of een gedelegeerde) hebben plaatsgevonden (soms zelfs meerdere binnen 1 telefoontje).
",Business object,Class,id-a3dad553-0e55-4256-824b-cdb5e12cb545,{A3DAD553-0E55-4256-824B-CDB5E12CB545},,,,,,,,25102023-07:53:00
196,MEDEWERKER,"<font color=""#610e6a"">Een medewerker van de organisatie die zaken behandelt uit hoofde van zijn of haar functie binnen een ORGANISATORISCHE EENHEID.</font>",Business object,Class,id-16eb3936-03cb-4854-9cd8-9f0911eea51b,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},,,,,,,,25102023-07:53:00
197,OBJECT,"<font color=""#610e6a"">Het OBJECT waarop een ZAAK betrekking kan hebben zijnde één of meer voorkomens van de in het RSGB en het RGBZ onderscheiden objecttypen.</font>",Business object,Class,id-91f9d39e-0322-42c6-ae7f-5027b36f3ec3,{91F9D39E-0322-42c6-AE7F-5027B36F3EC3},,,,,,,,25102023-07:53:00
198,Offerte,"Aanbod, aanbieding of voorstel van goederen of diensten waarin opgave is gedaan van de prijs. ",Business object,Class,id-b259be5f-ac3a-4e0f-a149-d1f165277cc2,{B259BE5F-AC3A-4e0f-A149-D1F165277CC2},,,,,,,,25102023-07:53:00
199,ORGANISATORISCHE EENHEID,"<font color=""#610e6a"">Het deel van een functioneel afgebakend onderdeel binnen de organisatie dat haar activiteiten uitvoert binnen een VESTIGING VAN ZAAKBEHANDELENDE ORGANISATIE en die verantwoordelijk is voor de behandeling van zaken.</font>",Business object,Class,id-936a4e8b-3e5a-44b6-8a5d-efb39f83fb6d,{936A4E8B-3E5A-44b6-8A5D-EFB39F83FB6D},,,,,,,,25102023-07:53:00
200,SAMENGESTELD DOCUMENT,"<font color=""#610e6a"">Een DOCUMENT waarbinnen twee of meer ENKELVOUDIGe DOCUMENTen onderscheiden worden die vanwege gezamenlijke vervaardiging en/of ontvangst en/of vanwege aard en/of omvang als één geheel beschouwd moeten worden dan wel behandeld worden.,</font>",Data object,Class,id-47da1fc8-f181-41bc-b16a-ce80d2ca13b1,{47DA1FC8-F181-41bc-B16A-CE80D2CA13B1},,,,,,,,25102023-07:53:00
201,STATUS,"<font color=""#610e6a"">Een aanduiding van de stand van zaken van een zaak op basis van betekenisvol behaald resultaat voor de initiator van de zaak.</font>",Business object,Class,id-7c975d37-670b-405e-b825-924bcafa74c7,{7C975D37-670B-405e-B825-924BCAFA74C7},,,,,,,,25102023-07:53:00
202,STATUSTYPE,"<font color=""#610e6a"">Generieke aanduiding van de aard van een STATUS</font>",Data object,Class,id-aa496b7b-913c-40fd-943e-52f1a6e89440,{AA496B7B-913C-40fd-943E-52F1A6E89440},,,,,,,,25102023-07:53:00
203,VESTIGING VAN ZAAKBEHANDELENDE ORGANISATIE,"<font color=""#610e6a"">Een VESTIGING van een onderneming of rechtspersoon zijnde de zaakbehandelende organisatie.</font>",Business object,Class,id-d8142b98-64cb-408e-9941-92423543f08a,{D8142B98-64CB-408e-9941-92423543F08A},,,,,,,,25102023-07:53:00
204,ZAAK,"<font color=""#610e6a"">Een samenhangende hoeveelheid werk met een welgedefinieerde aanleiding en een welgedefinieerd eindresultaat, waarvan kwaliteit en doorlooptijd bewaakt moeten worden.</font>",Business object,Class,id-649efd86-ed52-4293-8577-dbe5445845bf,{649EFD86-ED52-4293-8577-DBE5445845BF},,,,,,,,25102023-07:53:00
205,ZAAK - Origineel,"<font color=""#610e6a"">Een samenhangende hoeveelheid werk met een welgedefinieerde aanleiding en een welgedefinieerd eindresultaat, waarvan kwaliteit en doorlooptijd bewaakt moeten worden.</font>",Business object,Class,id-766265df-56dd-4560-a55c-ff82e3b9751a,{766265DF-56DD-4560-A55C-FF82E3B9751A},,,,,,,,25102023-07:53:00
206,ZAAKTYPE,"<font color=""#610e6a"">Generieke aanduiding van de aard van een zaak</font>",Data object,Class,id-7210a379-17ee-4143-a106-ecd9414b2a0d,{7210A379-17EE-4143-A106-ECD9414B2A0D},,,,,,,,25102023-07:53:00
207,Afwijkend buitenlands correspondentieadres ROL,"<font color=""#610e6a"">De gegevens van het adres in het buitenland waarop BETROKKENE in zijn/haar ROL in de ZAAK in de regel schriftelijk bereikbaar is indien dat afwijkt van het reguliere buitenlandse correspondentieadres van BETROKKENE</font>",Data object,Class,id-6f75d9f8-50b8-4d89-9798-26b7fd9a6da2,{6F75D9F8-50B8-4d89-9798-26B7FD9A6DA2},,,,,,,,25102023-07:53:00
208,Afwijkend correspondentie postadres ROL,"<font color=""#610e6a"">De gegevens die tezamen een postbusadres of antwoordnummeradres vormen waarvan BETROKKENE, geen ORGANISATORISCHE EENHEID en MEDEWERKER ziinde, heeft aangegeven schriftelijk bereikbaar te zijn in verband met zijn/haar ROL in de ZAAK en dat afwijkt van de reguliere correspondentiegegevens van BETROKKENE.</font>",Data object,Class,id-8f133649-ae11-491c-998b-6288b7fc8fe4,{8F133649-AE11-491c-998B-6288B7FC8FE4},,,,,,,,25102023-07:53:00
209,Ander zaakobject ZAAK,"<font color=""#610e6a"">Aanduiding van het object (of de objecten) waarop de ZAAK betrekking heeft indien dat object (of die objecten) niet aangeduid kan worden met de relatie &lsquo;heeft betrekking op ZAAKOBJECT&rsquo;.</font>",Data object,Class,id-abf8e616-8600-49e8-bd38-52f7c9fb70ca,{ABF8E616-8600-49e8-BD38-52F7C9FB70CA},,,,,,,,25102023-07:53:00
210,Contactpersoon ROL,"<font color=""#610e6a"">De gegevens van de persoon die anderen desgevraagd in contact brengt met medewerkers van de BETROKKENE, een NIET-NATUURLIJK PERSOON of VESTIGING zijnde, of met BETROKKENE zelf, een NATUURLIJK PERSOON zijnde, vanuit het belang van BETROKKENE in haar ROL bij een ZAAK,.</font>",Data object,Class,id-22a29bb4-15b8-43bb-acf5-2eaf09abfffb,{22A29BB4-15B8-43bb-ACF5-2EAF09ABFFFB},,,,,,,,25102023-07:53:00
211,Kenmerken ZAAK,"<font color=""#610e6a"">Identificatie-gegevens over de zaak in andere administraties</font>",Data object,Class,id-9e261d63-5143-4aa8-a1da-554ab3d27025,{9E261D63-5143-4aa8-A1DA-554AB3D27025},,,,,,,,25102023-07:53:00
212,Opschorting ZAAK,"<font color=""#610e6a"">Gegevens omtrent het tijdelijk opschorten van de behandeling van de ZAAK</font>",Data object,Class,id-8ef0e043-5575-42fe-b2e7-81d8f12adc77,{8EF0E043-5575-42fe-B2E7-81D8F12ADC77},,,,,,,,25102023-07:53:00
213,Verlenging ZAAK,"<font color=""#610e6a"">Gegevens omtrent het verlengen van de doorlooptijd van de behandeling van de ZAAK</font>",Data object,Class,id-7014565c-f8af-459a-a2fd-30e8d7f9f0cc,{7014565C-F8AF-459a-A2FD-30E8D7F9F0CC},,,,,,,,25102023-07:53:00
214,Brondocumenten,,Data object,Class,id-c8ce34a2-362a-4c99-a934-c66a2e6a0793,{C8CE34A2-362A-4c99-A934-C66A2E6A0793},,,,,,,,25102023-07:53:00
215,Formele historie,,Data object,Class,id-bb4e5922-f0e8-40bb-8bb6-9b0dc648dd85,{BB4E5922-F0E8-40bb-8BB6-9B0DC648DD85},,,,,,,,25102023-07:53:00
216,In onderzoek,,Data object,Class,id-e4da500d-ab53-4e8a-b1a5-411f354f4ad2,{E4DA500D-AB53-4e8a-B1A5-411F354F4AD2},,,,,,,,25102023-07:53:00
217,Materiële historie,,Data object,Class,id-3d63dbce-3fd5-4988-81d5-93a2d01a9d99,{3D63DBCE-3FD5-4988-81D5-93A2D01A9D99},,,,,,,,25102023-07:53:00
218,Strijdigheid / nietigheid,,Data object,Class,id-85741cbc-594c-43f9-a2b5-c50166f1a461,{85741CBC-594C-43f9-A2B5-C50166F1A461},,,,,,,,25102023-07:53:00
219,Aantekening,,Data object,Class,id-755b80b2-6522-4c58-a998-d3f00859fe78,{755B80B2-6522-4c58-A998-D3F00859FE78},,,,,,,,25102023-07:53:00
220,Adres Buitenland,"Toevoeging uit stelselcatalogus

",Data object,Class,id-3e5b2877-d6cc-487e-bd79-042e32d17550,{3E5B2877-D6CC-487e-BD79-042E32D17550},,,,,,,,25102023-07:53:00
221,Briefadres,,Data object,Class,id-3015dce3-7c05-4160-a717-533553258c15,{3015DCE3-7C05-4160-A717-533553258C15},,,,,,,,25102023-07:53:00
222,Nationaliteit,,,Class,,{69B41CDD-C3F1-449b-92B4-8F7657840646},,,,,,,,25102023-07:53:00
223,Onbestemd Adres,,Business object,Class,id-75e93fc5-3ef8-40b6-b170-ed5a2c36b354,{75E93FC5-3EF8-40b6-B170-ED5A2C36B354},,,,,,,,25102023-07:53:00
224,PersoonAlleenNaam,,Data object,Class,id-a97054d8-fdcf-4513-b34f-e3dc343fa5e5,{A97054D8-FDCF-4513-B34F-E3DC343FA5E5},,,,,,,,25102023-07:53:00
225,PersoonBSN,,Data object,Class,id-9aea61eb-86b2-49cc-b3eb-f40c9235b68c,{9AEA61EB-86B2-49cc-B3EB-F40C9235B68C},,,,,,,,25102023-07:53:00
226,PersoonBSNenNaw,,Data object,Class,id-be5c1d36-73fd-4419-82c8-0cdcb66d93f5,{BE5C1D36-73FD-4419-82C8-0CDCB66D93F5},,,,,,,,25102023-07:53:00
227,PersoonNAW,,Data object,Class,id-44f0cc4a-59af-44a8-af0b-ff204c93e829,{44F0CC4A-59AF-44a8-AF0B-FF204C93E829},,,,,,,,25102023-07:53:00
228,NUMMERAANDUIDING,"Een door het bevoegde gemeentelijke orgaan als zodanig toegekende aanduiding van een VERBLIJFSOBJECT, een STANDPLAATS of een LIGPLAATS.",Business object,Class,id-31a87864-6ce0-4e93-a493-ecd0fbdd4461,{31A87864-6CE0-4e93-A493-ECD0FBDD4461},Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,<memo>,,,,,,25102023-07:53:00
229,APPARTEMENTSRECHT,"Een KADASTRALE ONROERENDE ZAAK dat een aandeel is in de 
goederen die in de splitsing zijn betrokken, dat de bevoegdheid omvat tot het uitsluitend gebruik van bepaalde gedeelten van het gebouw die blijkens hun inrichting bestemd zijn of worden om als afzonderlijk geheel te worden 
gebruikt (art. 5:106 lid 4 BW).",Business object,Class,id-869e0a04-a663-4839-970d-7fb82df6c317,{869E0A04-A663-4839-970D-7FB82DF6C317},BRK,<memo>,,,,,,25102023-07:53:00
230,APPARTEMENTSRECHTSPLITSING,Het recht op een stuk grond of op een gebouw met toebehoren op de daarbij behorende grond met toebehoren is gesplitst in appartementsrechten.,Business object,Class,id-c1542ac8-2f3c-4e62-adfa-a9fb3358dab1,{C1542AC8-2F3C-4e62-ADFA-A9FB3358DAB1},BRK,<memo>,,,,,,25102023-07:53:00
231,BEGROEID TERREINDEEL,"Kleinste functioneel onafhankelijk stukje van een terrein dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, met aaneengesloten homogene vegetatie.",Business object,Class,id-d872c213-09d7-4dca-a020-ea363480fc7d,{D872C213-09D7-4dca-A020-EA363480FC7D},BGT,<memo>,,,,,,25102023-07:53:00
232,BENOEMD OBJECT,Een GEBOUWD OBJECT of een BENOEMD TERREIN,Business object,Class,id-3e9e08b7-574e-43dc-8d93-251bfa8f8d75,{3E9E08B7-574E-43dc-8D93-251BFA8F8D75},KING,<memo>,,,,,,25102023-07:53:00
233,BENOEMD TERREIN,"Een STANDPLAATS, LIGPLAATS, of een OVERIG BENOEMD TERREIN.",Business object,Class,id-73f1c4a1-481e-4052-a372-1a0895ed1295,{73F1C4A1-481E-4052-A372-1A0895ED1295},Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,<memo>,,,,,,25102023-07:53:00
234,BUURT,"Een aaneengesloten gedeelte van een wijk, waarvan de grenzen zo veel mogelijk gebaseerd zijn op topografische elementen.",Business object,Class,id-67cc2144-6b88-433c-853d-07379c66d6cf,{67CC2144-6B88-433c-853D-07379C66D6CF},GFO BG,<memo>,,,,,,25102023-07:53:00
235,Gebied,"Een aaneengesloten gedeelte van een wijk, waarvan de grenzen zo veel mogelijk gebaseerd zijn op topografische elementen.",Data object,Class,id-5835f691-4452-44de-a1e9-07088ac16d69,{5835F691-4452-44de-A1E9-07088AC16D69},GFO BG,<memo>,,,,,,25102023-07:53:00
236,FUNCTIONEEL GEBIED,Begrensd en benoemd gebied dat door een functionele eenheid beschreven wordt.,Business object,Class,id-b8f44180-1f2a-4bbc-8e17-6c472111a92b,{B8F44180-1F2A-4bbc-8E17-6C472111A92B},IMGeo,<memo>,,,,,,25102023-07:53:00
237,GEBOUWD OBJECT,Een VERBLIJFSOBJECT of een OVERIG GEBOUWD OBJECT,Business object,Class,id-752621cc-d5ca-4f4c-a937-af6c84e6aded,{752621CC-D5CA-4f4c-A937-AF6C84E6ADED},Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,<memo>,,,,,,25102023-07:53:00
238,GEBOUWINSTALLATIE,"Een component aan de buitenzijde van een gebouw, die het aanzicht van het gebouw mede bepaalt.",Business object,Class,id-6fdc646c-f9e2-4610-8ffe-1ecfa99ffbd7,{6FDC646C-F9E2-4610-8FFE-1ECFA99FFBD7},IMGeo,<memo>,,,,,,25102023-07:53:00
239,GEMEENTE,"Een gedeelte van het grondgebied van Nederland, ingesteld op basis van artikel 123 van de Grondwet.",Business object,Class,id-b0d9792b-46e7-4b88-b267-c72691616733,{B0D9792B-46E7-4b88-B267-C72691616733},"Door KING toegevoegd objecttype, ontleend aan het GFO BG (maakt geen deel uit van enige basisregistratie).",<memo>,,,,,,25102023-07:53:00
240,HUISHOUDEN,"Een duurzame samenlevingsvorm van een of meer natuurlijke personen binnen een VERBLIJFSOBJECT, STANDPLAATS of LIGPLAATS.",Business object,Class,id-6fb0a5b7-7b5f-437f-a462-4b1eadb964e4,{6FB0A5B7-7B5F-437f-A462-4B1EADB964E4},,,,,,,,25102023-07:53:00
241,INRICHTINGSELEMENT,"Ruimtelijk object al dan niet ter detaillering dan wel ter inrichting van de
overige benoemde ruimtelijke objecten of een ander inrichtingselement.",Business object,Class,id-4da0eb59-963c-4558-b763-44f542bc8d89,{4DA0EB59-963C-4558-B763-44F542BC8D89},IMGeo,<memo>,,,,,,25102023-07:53:00
242,KADASTRAAL PERCEEL,"Een KADASTRALE ONROERENDE ZAAK dat een kadastraal geïdentificeerd en met kadastrale grenzen begrensd deel van het Nederlands grondgebied betreft (art. 1 lid 1 Kadasterwet). 
",Business object,Class,id-172afd36-b400-4660-bfac-4bbc1077d666,{172AFD36-B400-4660-BFAC-4BBC1077D666},BRK.,<memo>,,,,,,25102023-07:53:00
243,KADASTRALE ONROERENDE ZAAK,Een geregistreerd goed waarvoor bij overdracht of vestiging van rechten inschrijving in de openbare registers van het Kadaster is vereist zijnde een KADASTRAAL PERCEEL of een APPARTEMENTSRECHT.,Business object,Class,id-9775e778-dbf8-4122-94ce-551466b62f46,{9775E778-DBF8-4122-94CE-551466B62F46},BRK,<memo>,,,,,,25102023-07:53:00
244,INGESCHREVEN PERSOON,Een INGEZETENE of NIET-INGEZETENE,Business object,Class,id-af9534b0-7cbd-4061-9276-a7b6698b383a,{AF9534B0-7CBD-4061-9276-A7B6698B383A},,,,,,,,25102023-07:53:00
245,KADASTRALE ONROERENDE ZAAK AANTEKENING,"Aanduiding van het feit, genoemd in een Stuk, dat betrekking heeft op een onroerende zaak en dat gevolgen kan hebben voor de uitoefening van rechten op de onroerende zaak.",Business object,Class,id-0bc18f79-3560-4e43-8154-7ccdc7d67a03,{0BC18F79-3560-4e43-8154-7CCDC7D67A03},BRK,<memo>,,,,,,25102023-07:53:00
246,INGEZETENE,"Een individueel menselijk wezen, ingeschreven in het Nederlands Bevolkingsregister.",Business object,Class,id-ca19d17f-3eb7-459d-9883-16f0c0b5d35e,{CA19D17F-3EB7-459d-9883-16F0C0B5D35E},,,,,,,,25102023-07:53:00
247,KUNSTWERKDEEL,"Onderdeel van een civiel-technisch werk voor de infrastructuur van wegen, water, spoorbanen, waterkeringen en/of leidingen.",Business object,Class,id-2ec96974-f21e-4bdb-af4d-30d7091f5645,{2EC96974-F21E-4bdb-AF4D-30D7091F5645},BGT,<memo>,,,,,,25102023-07:53:00
248,LIGPLAATS,"Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen plaats in het water al dan niet aangevuld met een op de oever aanwezig terrein of een gedeelte daarvan, die bestemd is voor het permanent afmeren van een voor woon-, bedrijfsmatige of recreatieve doeleinden geschikt vaartuig.",Business object,Class,id-f4978264-32a5-4e70-97a8-d142b64400a8,{F4978264-32A5-4e70-97A8-D142B64400A8},BAG,<memo>,,,,,,25102023-07:53:00
249,MAATSCHAPPELIJKE ACTIVITEIT,"Een verband tussen één of meer personen met voldoende mate van zelfstandigheid, inbreng van arbeid of middelen, winstoogmerk en extern optreden (i.g.v. een onderneming) dan wel een in een organisatorisch verband, dat toebehoort aan een niet-natuurlijk persoon welke registratieplichtig is, uitgeoefende activiteit die niet valt onder de criteria voor onderneming of bedrijfsmatigheid welke adresseerbaar is middels ofwel een vestiging ofwel het adres van een bepaalde vertegenwoordiger (i.g.v. een niet-ondernemings-activiteit).",Business object,Class,id-3dc85114-5c3f-4930-b98b-6eb6ed71fc2e,{3DC85114-5C3F-4930-B98B-6EB6ED71FC2E},NHR,<memo>,,,,,,25102023-07:53:00
250,ADRESSEERBAAR OBJECT AANDUIDING,"Een door het bevoegde gemeentelijke orgaan als zodanig toegekende aanduiding van een VERBLIJFSOBJECT, een STANDPLAATS of een LIGPLAATS.",Business object,Class,id-ba35a5e2-5a1d-4328-91cd-d51694ed5fba,{BA35A5E2-5A1D-4328-91CD-D51694ED5FBA},BAG,<memo>,,,,,,25102023-07:53:00
251,ONBEGROEID TERREINDEEL,"Kleinste functioneel onafhankelijk stukje van een terrein, dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, zonder aaneengesloten vegetatie.",Business object,Class,id-c32f1546-f793-4f13-91a4-2047e6de6e91,{C32F1546-F793-4f13-91A4-2047E6DE6E91},BGT,<memo>,,,,,,25102023-07:53:00
252,ONDERSTEUNEND WATERDEEL,Object dat in het kader van de waterhuishouding periodiek gedeeltelijk of geheel met water is bedekt.,Business object,Class,id-7b92809f-cfae-4be8-be3a-4e4b94e83f52,{7B92809F-CFAE-4be8-BE3A-4E4B94E83F52},BGT,<memo>,,,,,,25102023-07:53:00
253,ONDERSTEUNEND WEGDEEL,Een deel van de weg dat niet primair bedoeld is voor gebruik door het verkeer.,Business object,Class,id-f55a5977-7e3b-4cf4-b8d1-cfceeca0dea1,{F55A5977-7E3B-4cf4-B8D1-CFCEECA0DEA1},BGT,<memo>,,,,,,25102023-07:53:00
254,OPENBARE RUIMTE,Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen en van een naam voorziene buitenruimte die binnen één woonplaats is gelegen,Business object,Class,id-fb13857c-c695-4b53-8060-bacfa0e16950,{FB13857C-C695-4b53-8060-BACFA0E16950},BAG,<memo>,,,,,,25102023-07:53:00
255,OVERBRUGGINGSDEEL,"Onderdeel van een beweegbare of vaste verbinding tussen twee punten, die door water, een weg of anderszins gescheiden zijn, dat essentieel is voor de constructie.",Business object,Class,id-2e45a5f3-a685-48c5-98d4-794be382891e,{2E45A5F3-A685-48c5-98D4-794BE382891E},BGT,<memo>,,,,,,25102023-07:53:00
256,OVERIG BENOEMD TERREIN,"Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen onbebouwd terrein of een gedeelte daarvan, geen standplaats of gedeelte van een ligplaats zijnde, dat bestemd is voor het gedurende langere tijd verrichten van een maatschappelijke activiteit.",Business object,Class,id-cfa3d54e-c8e0-4559-9475-29d31af2decd,{CFA3D54E-C8E0-4559-9475-29D31AF2DECD},Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,<memo>,,,,,,25102023-07:53:00
257,NATUURLIJK PERSOON,Een INGESCHREVEN PERSOON of ANDER NATUURLIJK PERSOON,Business object,Class,id-9f4e12e4-b228-4931-ac83-1b1f60958a89,{9F4E12E4-B228-4931-AC83-1B1F60958A89},,,,,,,,25102023-07:53:00
258,OVERIG BOUWWERK,"Met de aarde verbonden duurzaam bouwwerk, dat niet valt onder de definities van een pand of kunstwerk. ",Business object,Class,id-1da7bc25-cf02-4161-b9a2-de0be27c5254,{1DA7BC25-CF02-4161-B9A2-DE0BE27C5254},BGT,<memo>,,,,,,25102023-07:53:00
259,OVERIG GEBOUWD OBJECT,"De kleinste eenheid van gebruik, geen verblijfsobject zijnde, binnen een bij de totstandkoming functioneel en bouwkundig constructief zelfstandige eenheid die direct en duurzaam met de aarde is verbonden.",Business object,Class,id-7cdf37d9-26d7-46a5-9cf3-392601bdceca,{7CDF37D9-26D7-46a5-9CF3-392601BDCECA},KING,<memo>,,,,,,25102023-07:53:00
260,NIET NATUURLIJK PERSOON,Een INGESCHREVEN NIET-NATUURLIJK PERSOON of een ANDER BUITENLANDS NIET-NATUURLIJK PERSOON,Business object,Class,id-3d5ccb29-91e4-458e-8bcd-6741198e45b8,{3D5CCB29-91E4-458e-8BCD-6741198E45B8},,,,,,,,25102023-07:53:00
261,OVERIGE ADRESSEERBAAR OBJECT AANDUIDING,Een door de gemeenteraad als zodanig toegekende aanduiding van een overig gebouwd object of een overig benoemd terrein.,Business object,Class,id-7b33eb93-bad8-4b36-90a1-b3909415edc3,{7B33EB93-BAD8-4b36-90A1-B3909415EDC3},Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,<memo>,,,,,,25102023-07:53:00
262,OVERIGE SCHEIDING,"Kunstmatig, meestal lineair obstakel met een werende functie, met kleinere afmetingen dan toegestaan voor opname in de BGT.",Business object,Class,id-ec57b722-d4b4-42d2-af3c-31e085c63ebb,{EC57B722-D4B4-42d2-AF3C-31E085C63EBB},IMGeo,<memo>,,,,,,25102023-07:53:00
263,PAND,De kleinste bij de totstandkoming functioneel en bouwkundig-constructief zelfstandige eenheid die direct en duurzaam met de aarde is verbonden en betreedbaar en afsluitbaar is.,Business object,Class,id-26d1113f-f7b3-4bdd-9aae-ea14cc9f3c3f,{26D1113F-F7B3-4bdd-9AAE-EA14CC9F3C3F},BAG,<memo>,,,,,,25102023-07:53:00
264,REISDOCUMENT,Een document dat vereist is voor reizen naar het buitenland,Business object,Class,id-ca9bc1bb-d572-4e47-becf-17cfd379bd6a,{CA9BC1BB-D572-4e47-BECF-17CFD379BD6A},BRP,<memo>,,,,,,25102023-07:53:00
265,SCHEIDING,"Kunstmatig, meestal lineair obstakel met een werende functie.",Business object,Class,id-a637379f-6e1d-47aa-ae75-3e22fe0dc814,{A637379F-6E1D-47aa-AE75-3E22FE0DC814},BGT,<memo>,,,,,,25102023-07:53:00
266,SPOOR,"De as van het spoor, dat wil zeggen het midden van twee stalen staven op een onderling vaste afstand, waarover trein, tram, of sneltram rijdt.",Business object,Class,id-b0ea89d8-ee32-410b-b683-8ca937e5009d,{B0EA89D8-EE32-410b-B683-8CA937E5009D},BGT,<memo>,,,,,,25102023-07:53:00
267,STANDPLAATS,"Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen terrein of gedeelte daarvan dat bestemd is voor het permanent plaatsen van een niet direct en niet duurzaam met de aarde verbonden en voor woon -, bedrijfsmatige, of recreatieve doeleinden geschikte ruimte.",Business object,Class,id-b1c6ca45-49c9-45f0-8b14-a721ad505c50,{B1C6CA45-49C9-45f0-8B14-A721AD505C50},BAG,<memo>,,,,,,25102023-07:53:00
268,RECHTSPERSOON,Een NATUURLIJK PERSOON of een NIET-NATUURLIJK PERSOON,Data object,Class,id-9df5ac43-3673-4b9a-bb5e-6dca7be28835,{9DF5AC43-3673-4b9a-BB5E-6DCA7BE28835},,,,,,,,25102023-07:53:00
269,TENAAMSTELLING,"Een TENAAMSTELLING  vormt de relatie tussen een Recht en een Persoon en geeft aan welk recht, met uitzondering van hypotheek en beslag, door een Persoon wordt uitgeoefend op een Kadastraal object. ",Business object,Class,id-2651d6e0-6ac8-43a8-a4f6-4706209bac8e,{2651D6E0-6AC8-43a8-A4F6-4706209BAC8E},BRK,<memo>,,,,,,25102023-07:53:00
270,TUNNELDEEL,"Onderdeel van een kunstmatig aangelegde, kokervormige onderdoorgang, dat essentieel is voor de constructie.",Business object,Class,id-ee07ae43-1825-4377-9984-9636ab015c11,{EE07AE43-1825-4377-9984-9636AB015C11},BGT,<memo>,,,,,,25102023-07:53:00
271,VESTIGING,Een gebouw of complex van gebouwen waar duurzame uitoefening van de activiteiten van een onderneming of rechtspersoon plaatsvindt.,Business object,Class,id-b60b8ef9-d1c0-4e36-bf9b-1c16f92518dd,{B60B8EF9-D1C0-4e36-BF9B-1C16F92518DD},NHR,<memo>,,,,,,25102023-07:53:00
272,VEGETATIEOBJECT,Solitair vegetatieobject of lijn- of vlakvormige groep gelijksoortige vegetatieobjecten met een beperkte omvang.,Business object,Class,id-9980df6d-0c86-4039-8400-c54dac77fb79,{9980DF6D-0C86-4039-8400-C54DAC77FB79},IMGeo,<memo>,,,,,,25102023-07:53:00
