,naam,definitie,archimate-type,uml-type,gemma-guid,ggm-guid,bron,toelichting,toelichting,synoniemen,domein-iv3,domein-dcat,domein-gemma,datum-tijd-export
273,VERBLIJFSOBJECT,"De kleinste binnen één of meer panden gelegen en voor woon -, bedrijfsmatige, of recreatieve doeleinden geschikte eenheid van gebruik die ontsloten wordt via een eigen afsluitbare toegang vanaf de openbare weg, een erf of een gedeelde verkeersruimte, onderwerp kan zijn van goederenrechtelijke rechtshandelingen en in functioneel opzicht zelfstandig is.",Business object,Class,id-a33151ce-37b2-4026-b0af-b541687b5b7c,{A33151CE-37B2-4026-B0AF-B541687B5B7C},BAG,<memo>,,,,,,25102023-07:53:00
274,WATERDEEL,"Kleinste functioneel onafhankelijk stukje water met gelijkblijvende, homogene eigenschappen en relaties dat er binnen het objecttype Water van NEN 3610 wordt onderscheiden.",Business object,Class,id-fd0b5f4d-ae9b-47bd-8c60-031d21ac24b1,{FD0B5F4D-AE9B-47bd-8C60-031D21AC24B1},BGT,<memo>,,,,,,25102023-07:53:00
275,WEGDEEL,"Kleinste functioneel onafhankelijk stukje van een NEN 3610 Weg,  met gelijkblijvende homogene eigenschappen en relaties en primair bedoeld voor gebruik door weg-, spoor- en vliegverkeer te land ",Business object,Class,id-9b0f3f8b-b79b-46f7-bf81-96e4c63b9ac2,{9B0F3F8B-B79B-46f7-BF81-96E4C63B9AC2},BGT,<memo>,,,,,,25102023-07:53:00
276,VERBLIJFSTITEL,"Rechtsgrond op basis waarvan men bevoegd is in een land te verblijven.
Opmerkingen obv Key2Burgerzaken:
De verblijfstitel heeft een ingangs- en vervaldatum, datum geldig en een opname datum
RSGB3.0 onderkent alleen Datum einde en Datum ingang. Dat is onvoldoende om volgorde en geldigheid in tijd correct te bepalen
",Business object,Class,id-a660422d-e9ed-47c9-9978-480e57572775,{A660422D-E9ED-47c9-9978-480E57572775},,,,,,,,25102023-07:53:00
277,WIJK,"Een aaneengesloten gedeelte van het grondgebied van een gemeente, waarvan de grenzen zo veel mogelijk zijn gebaseerd op sociaal-geografische kenmerken.",Business object,Class,id-2f759bc4-7e3c-4ce9-94ff-33a4106a6e5a,{2F759BC4-7E3C-4ce9-94FF-33A4106A6E5A},GFO BG,<memo>,,,,,,25102023-07:53:00
278,WOONPLAATS,Een door het bevoegde gemeentelijke orgaan als zodanig aangewezen en van een naam voorzien gedeelte van het grondgebied van de gemeente.,Business object,Class,id-039aff88-f5f7-4c1a-b7e4-1bdfc495f67a,{039AFF88-F5F7-4c1a-B7E4-1BDFC495F67A},BAG,<memo>,,,,,,25102023-07:53:00
279,WOZ-DEELOBJECT,"Aanduiding van afzonderlijke elementen (delen van het object, bijzondere waarderelevante factoren) die voor de onderbouwing van de vastgestelde waarde van belang zijn.",Business object,Class,id-eec30588-0e12-41c9-977e-c885a0a7edc3,{EEC30588-0E12-41c9-977E-C885A0A7EDC3},Gegevenswoordenboek WOZ,<memo>,,,,,,25102023-07:53:00
280,WOZ-OBJECT,De onroerende zaak waarvan op grond van de Wet WOZ de waarde moet worden bepaald en vastgesteld.,Business object,Class,id-cb7ba76d-0793-4d5a-9596-533c5bc56bbf,{CB7BA76D-0793-4d5a-9596-533C5BC56BBF},BRWOZ,<memo>,,,,,,25102023-07:53:00
281,WOZ-WAARDE,De op grond van de Wet WOZ vastgestelde waarde van het WOZ-object naar de genoemde waardepeildatum.,Data object,Class,id-7c387f42-ec1a-4a78-b09b-533aab03c0c2,{7C387F42-EC1A-4a78-B09B-533AAB03C0C2},BRWOZ,<memo>,,,,,,25102023-07:53:00
282,ZAKELIJK RECHT,"Het eigendom van, of een beperkt recht van een natuurlijk of niet-natuurlijk persoon (PERSOON) op, een onroerende zaak (met uitzondering van hypotheken en beslagen).",Business object,Class,id-8c809341-ac60-4378-8ba0-0843e8c06af3,{8C809341-AC60-4378-8BA0-0843E8C06AF3},BRK,<memo>,,,,,,25102023-07:53:00
283,ZEKERHEIDSRECHT,Een zekerheidsrecht is een beperkt recht (hypotheek) of een beperking (beslag).,Business object,Class,id-3397a5b5-e789-46e6-8559-c528ea55f830,{3397A5B5-E789-46e6-8559-C528EA55F830},BRK,<memo>,,,,,,25102023-07:53:00
284,LOCATIEAANDUIDING ADRES WOZ OBJECT,Nadere aanduiding van het WOZ-object middels een locatieomschrijving van ADRESSEERBAAR OBJECT AANDUIDING.,Business object,Class,id-df81069d-cbe4-433e-ab7c-cb06170275c9,{DF81069D-CBE4-433e-AB7C-CB06170275C9},,,,,,,,25102023-07:53:00
285,Adresaanduiding,De adresaanduiding van het WOZ-OBJECT,Data object,Class,id-c14c1d0e-2ee3-4d79-b7ab-bc0b7686fef4,{C14C1D0E-2EE3-4d79-B7AB-BC0B7686FEF4},,,,,,,,25102023-07:53:00
286,Correspondentieadres buitenland,De gegevens over het buitenlands correspondentie (-post)adres in het buitenland,Data object,Class,id-ce58213c-7904-4c04-964c-8ce34c4443df,{CE58213C-7904-4c04-964C-8CE34C4443DF},KING ,<memo>,,,,,,25102023-07:53:00
287,Geboorte ingeschreven natuurlijk persoon,Gegevens over de geboorte van de INGESCHREVEN NATUURLIJK PERSOON.,Data object,Class,id-c9dd308f-7ea7-4c1a-bc7d-68077692c113,{C9DD308F-7EA7-4c1a-BC7D-68077692C113},BRP,<memo>,,,,,,25102023-07:53:00
288,Geboorte INGESCHREVEN PERSOON,Gegevens over de geboorte van de ingeschreven persoon.,Data object,Class,id-4904dacb-3c13-43c1-ba00-137d9bfa3856,{4904DACB-3C13-43c1-BA00-137D9BFA3856},,,,,,,,25102023-07:53:00
289,Handelsnamen MAATSCHAPPELIJKE ACTIVITEIT,{nog niet in NHR uitgewerkt},Data object,Class,id-eaf23f0a-1175-465d-a889-7396b2e18967,{EAF23F0A-1175-465d-A889-7396B2E18967},,,,,,,,25102023-07:53:00
290,Handelsnamen VESTIGING,{nog niet in NHR uitgewerkt},Data object,Class,id-fdd9a2c7-930e-4646-b1fe-81060430dc55,{FDD9A2C7-930E-4646-B1FE-81060430DC55},,,,,,,,25102023-07:53:00
291,Koopsom kadastrale onroerende zaak,"Het in een ter inschrijving aangeboden stuk vermelde bedrag, waarvoor 1 of meer onroerende zaken zijn verkregen. ",Data object,Class,id-b1cb6f3a-a1f5-43f2-b077-02ad7441b1e3,{B1CB6F3A-A1F5-43f2-B077-02AD7441B1E3},BRK,<memo>,,,,,,25102023-07:53:00
292,Locatie kadastrale onroerende zaak,Deze wordt gebruikt om één of meer locatieaanduiding(en) van een onroerende zaak weer te geven.,Data object,Class,id-1ecaeb3c-ebe2-4afb-8d34-6afeefdf3fca,{1ECAEB3C-EBE2-4afb-8D34-6AFEEFDF3FCA},KING o.b.v. BRK,<memo>,,,,,,25102023-07:53:00
293,Migratie ingeschreven natuurlijk persoon,Om gegevens vast te leggen over immigratie en emigratie.,Data object,Class,id-21bc7953-0237-44c7-aca5-8a8bc7ae96ad,{21BC7953-0237-44c7-ACA5-8A8BC7AE96AD},BRP,<memo>,,,,,,25102023-07:53:00
294,Naam aanschrijving NATUURLIJK PERSOON,De naamgegevens waarmee de persoon heeft aangegeven aangeschreven te willen worden,Data object,Class,id-1f5046aa-a7c3-4146-9c7c-e80ac8f7a2ff,{1F5046AA-A7C3-4146-9C7C-E80AC8F7A2FF},,,,,,,,25102023-07:53:00
295,Naam NATUURLIJK PERSOON,Gegevens over de naam van de natuurlijk persoon,Data object,Class,id-47aec100-56c6-4450-b6a2-02c7e420d5ec,{47AEC100-56C6-4450-B6A2-02C7E420D5EC},,,,,,,,25102023-07:53:00
296,Naamgebruik natuurlijk persoon,De naamgegevens waarmee de persoon heeft aangegeven aangeschreven te willen worden,Data object,Class,id-02601ac0-9f85-47e3-82af-7e8d860559f7,{02601AC0-9F85-47e3-82AF-7E8D860559F7},BRP,<memo>,,,,,,25102023-07:53:00
297,Nationaliteit ingeschreven natuurlijk persoon,Gegevens over de nationaliteit.,Data object,Class,id-261b509e-6879-4475-b5f8-77e8428816ce,{261B509E-6879-4475-B5F8-77E8428816CE},BRP,<memo>,,,,,,25102023-07:53:00
298,Nederlandse nationaliteit INGESCHREVEN PERSOON,Gegevens over de nationaliteit.,Data object,Class,id-ba5f2281-466d-4c69-9eb8-d10614c5cd8e,{BA5F2281-466D-4c69-9EB8-D10614C5CD8E},,,,,,,,25102023-07:53:00
299,Ontbinding huwelijk/geregistreerd partnerschap,Gegevens over het ontbonden huwelijk of geregistreerd partnerschap.,Data object,Class,id-10e7f112-407d-4099-9cc7-f6b53dd094bf,{10E7F112-407D-4099-9CC7-F6B53DD094BF},BRP,<memo>,,,,,,25102023-07:53:00
300,Overlijden ingeschreven natuurlijk persoon,Gegevens over het overlijden van de ingeschreven natuurlijk persoon.,Data object,Class,id-26bcba8b-c96c-4fc1-8cc3-40698e0fb71e,{26BCBA8B-C96C-4fc1-8CC3-40698E0FB71E},BRP,<memo>,,,,,,25102023-07:53:00
301,Overlijden INGESCHREVEN PERSOON,Gegevens over het overlijden van de ingeschreven persoon.,Data object,Class,id-e4578f75-847e-48ef-a91f-ef8b53aedec5,{E4578F75-847E-48ef-A91F-EF8B53AEDEC5},,,,,,,,25102023-07:53:00
302,Postadres,De gegevens die tezamen een postbusadres of antwoordnummeradres vormen,Data object,Class,id-990c2ebd-ab9b-4f3f-aff0-18ba11a552da,{990C2EBD-AB9B-4f3f-AFF0-18BA11A552DA},KING,<memo>,,,,,,25102023-07:53:00
303,Rekeningnummer ,De gegevens inzake de bankrekening waarmee het SUBJECT in de regel financieel communiceert. ,Data object,Class,id-bb4ba421-a7d6-4b33-b64a-49aa82c56242,{BB4BA421-A7D6-4b33-B64A-49AA82C56242},KING,<memo>,,,,,,25102023-07:53:00
304,Samengestelde naam natuurlijk persoon,Gegevens over de naam van de NATUURLIJK PERSOON,Data object,Class,id-61321504-dfa1-4b65-853b-88c0581576f9,{61321504-DFA1-4b65-853B-88C0581576F9},BRP,<memo>,,,,,,25102023-07:53:00
305,SBI activiteit vestiging,Aanduiding van de activiteit (en) van een vestiging  conform de Standaard BedrijfsIndeling ,Data object,Class,id-ead40ddc-9904-4cde-be9b-2100268e71b7,{EAD40DDC-9904-4cde-BE9B-2100268E71B7},NHR,<memo>,,,,,,25102023-07:53:00
306,Sluiting/aangaan huwelijk/geregistreerd partnerschap,Gegevens over het gesloten huwelijk of het aangegane geregistreerd partnerschap.,Data object,Class,id-28a0d7c0-dabf-403b-b263-22f424032a28,{28A0D7C0-DABF-403b-B263-22F424032A28},BRP,<memo>,,,,,,25102023-07:53:00
307,Soort functioneel gebied,Gegevens over het soort functioneel gebied.,Data object,Class,id-c2d0f78a-d6fc-4330-b78c-4f4b34ee1349,{C2D0F78A-D6FC-4330-B78C-4F4B34EE1349},KING,<memo>,,,,,,25102023-07:53:00
308,Soort kunstwerk,Gegevens over het soort kunstwerk.,Data object,Class,id-64d33964-b205-4071-9c0f-00e6afdacc45,{64D33964-B205-4071-9C0F-00E6AFDACC45},KING,<memo>,,,,,,25102023-07:53:00
309,Soort overig bouwwerk,Gegevens over het soort overig bouwwerk.,Data object,Class,id-4cb05400-6ae8-44d9-aa8a-5ca84cfb0b6e,{4CB05400-6AE8-44d9-AA8A-5CA84CFB0B6E},KING,<memo>,,,,,,25102023-07:53:00
310,Soort scheiding,Gegevens over de soort scheiding,Data object,Class,id-e500f84e-81ce-4984-832e-c3b53d14722a,{E500F84E-81CE-4984-832E-C3B53D14722A},KING,<memo>,,,,,,25102023-07:53:00
311,Soort spoor,Gegevens over het soort spoor.,Data object,Class,id-2f658b5b-1b89-437e-8ead-fd544fd62a0a,{2F658B5B-1B89-437e-8EAD-FD544FD62A0A},KING,<memo>,,,,,,25102023-07:53:00
312,Splitsingstekeningreferentie ,"<font color=""#0f0f0f"">Verwijzing naar de splitsingstekening behorende bij de APPARTEMENTSRECHTSPLITSING</font>",Data object,Class,id-c97e674b-bcbc-45e8-b60c-1e0c7954d751,{C97E674B-BCBC-45e8-B60C-1E0C7954D751},KING,<memo>,,,,,,25102023-07:53:00
313,Verblijf buitenland,De gegevens over het verblijf in het buitenland,Data object,Class,id-e3567219-5744-4b70-901d-baebd8ff4947,{E3567219-5744-4b70-901D-BAEBD8FF4947},KING op basis van BRP,<memo>,,,,,,25102023-07:53:00
314,Verblijf buitenland SUBJECT,De gegevens over het verblijf in het buitenland,Data object,Class,id-19ba2b32-7bc5-41be-a352-21c41423c4b2,{19BA2B32-7BC5-41be-A352-21C41423C4B2},,,,,,,,25102023-07:53:00
315,Verblijfadres ingeschreven natuurlijk persoon,De gegevens over het verblijf en adres van de INGESCHREVEN NATUURLIJK PERSOON,Data object,Class,id-e5e010c2-c1f3-4986-aa9a-c71c19263606,{E5E010C2-C1F3-4986-AA9A-C71C19263606},BRP,<memo>,,,,,,25102023-07:53:00
316,Verblijfadres INGESCHREVEN PERSOON,De gegevens over het verblijf en adres van de INGESCHREVEN PERSOON,Data object,Class,id-f6dac299-3f19-45c6-bffe-eb38c1c51459,{F6DAC299-3F19-45c6-BFFE-EB38C1C51459},,,,,,,,25102023-07:53:00
317,Verblijfsrecht ingeschreven natuurlijk persoon,De gegevens om het verblijfsrecht vast te leggen.,Data object,Class,id-0dc6f150-cf59-4376-a5f0-e0b600be4c53,{0DC6F150-CF59-4376-A5F0-E0B600BE4C53},BRP,<memo>,,,,,,25102023-07:53:00
318,Verstrekkingsbeperking  partieel ingeschreven natuurlijk persoon,Een INGESCHREVEN NATUURLIJK PERSOON kan voor één of meerdere partijen kiezen voor wie een verstrekkingsbeperking geldt.,Data object,Class,id-8e090a86-8095-458c-b162-b09982158cd5,{8E090A86-8095-458c-B162-B09982158CD5},BRP,<memo>,,,,,,25102023-07:53:00
319,AANDUIDING VERBLIJFSRECHT,Aanduiding in verband met het verblijfsrecht van de vreemdeling.,Business object,Class,id-ebe4a0c9-9281-4750-8e70-af70a549cd6b,{EBE4A0C9-9281-4750-8E70-AF70A549CD6B},BRP,<memo>,,,,,,25102023-07:53:00
320,AUTORITEIT AFGIFTE NEDERLANDS REISDOCUMENT,Een opsomming van de diverse coderingen van de autoriteiten die een Nederlands reisdocument kunnen afgegeven ,Business object,Class,id-e36f8a4c-c487-40ec-9d4f-4fdf5dced461,{E36F8A4C-C487-40ec-9D4F-4FDF5DCED461},BRP,<memo>,,,,,,25102023-07:53:00
321,Verblijfstitel,,Data object,Class,id-0f51b100-1c60-4d54-9b60-1c9bf9c856a2,{0F51B100-1C60-4d54-9B60-1C9BF9C856A2},,,,,,,,25102023-07:53:00
322,AARD AANTEKENING,Een opsomming van de diverse aarden van de aantekeningen zoals door de Dienst Kadaster is onderscheiden.,Data object,Class,id-be0c0747-e9cd-4ae1-a83c-94a724513c7b,{BE0C0747-E9CD-4ae1-A83C-94A724513C7B},BRK,<memo>,,,,,,25102023-07:53:00
323,AARD ZAKELIJK RECHT,Een opsomming van de diverse aarden van het zakelijk rechten zoals door de Dienst Kadaster is onderscheiden.,Data object,Class,id-ac4f4a9c-1623-4447-9813-0722cdd58e66,{AC4F4A9C-1623-4447-9813-0722CDD58E66},BRK,<memo>,,,,,,25102023-07:53:00
324,AARD FILIATIE,Een opsomming van redenen waarom kadastrale onroerende zaken aan elkaar gerelateerd kunnen zijn,Data object,Class,id-1453ef69-1e5e-49ae-8510-a68652374710,{1453EF69-1E5E-49ae-8510-A68652374710},BRK,<memo>,,,,,,25102023-07:53:00
325,ACADEMISCHE TITEL,Een formeel via het Staatsblad gepubliceerde aanduiding van een wetenschappelijke of andere graad van opleiding welke bij aanschrijving voorafgaat aan de voornamen (dan wel de daarvan afgeleide naamgegevens) dan wel volgt op de achternaam.,Data object,Class,id-b2857d85-8135-461e-90ff-a2e3ddd9981d,{B2857D85-8135-461e-90FF-A2E3DDD9981D},,,,,,,,25102023-07:53:00
326,AKR KADASTRALE GEMEENTECODE,De door de Dienst Kadaster onderkende AKR codes voor  kadastrale gemeenten,Business object,Class,id-6ba8dd14-1cc9-4669-bdcc-856b5c628d6b,{6BA8DD14-1CC9-4669-BDCC-856B5C628D6B},BRK,<memo>,,,,,,25102023-07:53:00
327,CULTUURCODE BEBOUWD,De mogelijke cultuurcodes bebouwd conform de waardelijst Cultuurcode Bebouwd van het Kadaster,Business object,Class,id-dadecd97-1605-4c24-84a7-46ab2327468d,{DADECD97-1605-4c24-84A7-46AB2327468D},BRK,<memo>,,,,,,25102023-07:53:00
328,CULTUURCODE ONBEBOUWD,De mogelijke cultuurcodes bebouwd conform de waardelijst Cultuurcode Bebouwd van het Kadaster,Business object,Class,id-acaf3418-7e0f-43eb-b470-4af98c37a49b,{ACAF3418-7E0F-43eb-B470-4AF98C37A49B},BRK,<memo>,,,,,,25102023-07:53:00
329,WOZ DEELOBJECTCODE,De mogelijke codes  waarin een soort object kan worden uitgedrukt conform de uniforme deelobjectcodelijst van de Waarderingskamer,Data object,Class,id-d8154d91-27a5-4cc1-9b52-639bf24cac29,{D8154D91-27A5-4cc1-9B52-639BF24CAC29},BRWOZ,<memo>,,,,,,25102023-07:53:00
330,KADASTRALE GEMEENTE,"De mogelijke onderscheiden gedeeltes van het grondgebied van Nederland, volgens de Dienst Kadaster en de Openbare Registers, zoals nader omschreven in het Kadasterbesluit",Business object,Class,id-51ba37a4-2e1d-4704-9153-02759084d5e2,{51BA37A4-2E1D-4704-9153-02759084D5E2},BRK,<memo>,,,,,,25102023-07:53:00
331,LAND/GEBIED,"Een gedeelte van de wereld met een eigen bestuur, waarvan de soevereiniteit in ieder geval door Nederland is erkend.",Business object,Class,id-a17a01a9-2a4f-46e8-a55a-2b151f8ed46e,{A17A01A9-2A4F-46e8-A55A-2B151F8ED46E},GFO BG,<memo>,,,,,,25102023-07:53:00
332,Provincie,"Een gedeelte van de wereld met een eigen bestuur, waarvan de soevereiniteit in ieder geval door Nederland is erkend.",Business object,Class,id-5a8f56b7-ae35-4212-b059-dad064edbab8,{5A8F56B7-AE35-4212-B059-DAD064EDBAB8},GFO BG,<memo>,,,,,,25102023-07:53:00
333,PARTIJ,Een PARTIJ die bij de centrale voorzieningen van de BRP bekend is.,Business object,Class,id-0f175713-ceab-4c6e-8a61-27f93c1fc777,{0F175713-CEAB-4c6e-8A61-27F93C1FC777},BRP,<memo>,,,,,,25102023-07:53:00
334,REDEN VERKRIJGING NATIONALITEIT,Tabel waarin de redenen staan voor opname van de Nederlandse nationaliteit.,Business object,Class,id-61d1e99c-df5e-48ee-8bab-4aca1745bc7c,{61D1E99C-DF5E-48ee-8BAB-4ACA1745BC7C},BRP,<memo>,,,,,,25102023-07:53:00
335,REDEN VERLIES NATIONALITEIT,Tabel waarin de redenen staan voor beëindiging van de Nederlandse nationaliteit.,Business object,Class,id-7f97b43f-cca1-4bfc-9824-9bec8d2a70e6,{7F97B43F-CCA1-4bfc-9824-9BEC8D2A70E6},BRP,<memo>,,,,,,25102023-07:53:00
336,REISDOCUMENTSOORT,Een opsomming van de modellen van de Nederlandse reisdocumenten.,Data object,Class,id-6b9ec881-1112-44bc-b114-203a793a54b1,{6B9EC881-1112-44bc-B114-203A793A54B1},BRP,<memo>,,,,,,25102023-07:53:00
337,SBI ACTIVITEIT,De hiërarchische indeling van economische activiteiten conform SBI (Standaard Bedrijfsindeling).,Data object,Class,id-b3f47842-f9c5-4417-bc76-05ca58d4998d,{B3F47842-F9C5-4417-BC76-05CA58D4998D},CBS,<memo>,,,,,,25102023-07:53:00
338,SOORT GROOTTE,Een opsomming van de  soorten grootte zoals die kunnen voorkomen in een aktetekst van het Kadaster  en aanduiden op welke wijze de grootte van een perceel is vastgesteld conform de waardelijst SoortGrootte van het Kadaster,Data object,Class,id-9d7f05bf-414e-4071-9e78-fad2aa21d40e,{9D7F05BF-414E-4071-9E78-FAD2AA21D40E},BRK,<memo>,,,,,,25102023-07:53:00
339,SOORT WOZ-OBJECT,De mogelijke codes  waarin een soort object kan worden uitgedrukt conform de uniforme soort objectcodelijst van de Waarderingskamer,Data object,Class,id-3741181a-07d0-4f62-b076-b3318266500f,{3741181A-07D0-4f62-B076-B3318266500F},BRWOZ,<memo>,,,,,,25102023-07:53:00
340,VALUTASOORT,De mogelijke munteenheden waarin een geldbedrag kan worden uitgedrukt conform de waardelijst Valutasoort van het Kadaster,Data object,Class,id-dc6c8dcb-ee07-4e2b-9087-648bd0d0d473,{DC6C8DCB-EE07-4e2b-9087-648BD0D0D473},BRK,<memo>,,,,,,25102023-07:53:00
341,LAND,"Een gedeelte van de wereld met een eigen bestuur, waarvan de soevereiniteit in ieder geval door Nederland is erkend.",Business object,Class,id-4b2ccd18-9004-4253-b72e-9243f3330f02,{4B2CCD18-9004-4253-B72E-9243F3330F02},,,,,,,,25102023-07:53:00
342,NATIONALITEIT,De hoedanigheid van tot een bepaalde natie te behoren.,Business object,Class,id-71b3be0d-2bf9-4740-9597-a0eec75afe9b,{71B3BE0D-2BF9-4740-9597-A0EEC75AFE9B},,,,,,,,25102023-07:53:00
343,VALUTA,De hoedanigheid van tot een bepaalde natie te behoren.,Data object,Class,id-abc4f2a1-a1c6-4db4-9227-4d7d63c5f94e,{ABC4F2A1-A1C6-4db4-9227-4D7D63C5F94E},,,,,,,,25102023-07:53:00
344,Objecttype A,,Data object,Class,id-ae553f3f-b8b6-4bd2-a6a1-8051145c823b,{AE553F3F-B8B6-4bd2-A6A1-8051145C823B},,<memo>,,,,,,25102023-07:53:00
345,Objecttype B,,Data object,Class,id-0799b0d1-5067-43e2-8a6f-48fb972225e5,{0799B0D1-5067-43e2-8A6F-48FB972225E5},,<memo>,,,,,,25102023-07:53:00
346,Objecttype C,,Data object,Class,id-889a7dc6-b389-4e02-bb53-cc0b2b5b0d91,{889A7DC6-B389-4e02-BB53-CC0B2B5B0D91},,<memo>,,,,,,25102023-07:53:00
347,Objecttype D,,Data object,Class,id-de4d6cab-7798-46cd-ae1b-328684681323,{DE4D6CAB-7798-46cd-AE1B-328684681323},,<memo>,,,,,,25102023-07:53:00
348,Objecttype E,,Data object,Class,id-ef4e7b58-f178-4a4f-85c5-a5cd93747a36,{EF4E7B58-F178-4a4f-85C5-A5CD93747A36},,<memo>,,,,,,25102023-07:53:00
349,Objecttype F,,Data object,Class,id-23d170d0-917e-4873-a622-43214405ab3d,{23D170D0-917E-4873-A622-43214405AB3D},,<memo>,,,,,,25102023-07:53:00
350,Objecttype G,,Data object,Class,id-97ee5348-f06a-44cb-a792-7371cf5d2e53,{97EE5348-F06A-44cb-A792-7371CF5D2E53},,<memo>,,,,,,25102023-07:53:00
351,NUMMERAANDUIDING,"Een nummeraanduiding is een door het bevoegde gemeentelijke orgaan als zodanig toegekende aanduiding van een verblijfsobject, een standplaats of een ligplaats. Het is het samenstel van postcode, huisnummer, huisletter en huisnummertoevoeging.",,Class,,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,<memo>,,,,,,25102023-07:53:00
352,BUURT,"Een aaneengesloten gedeelte van een wijk, waarvan de grenzen zo veel mogelijk gebaseerd zijn op topografische elementen.",,Class,,{38649FF6-88C6-437d-AF8E-A9023D55E16C},GFO BG,<memo>,,,,,,25102023-07:53:00
353,GEMEENTE,"Een gedeelte van het grondgebied van Nederland, ingesteld op basis van artikel 123 van de Grondwet.",,Class,,{EA6F820F-C458-4b24-8055-5C2CC76F5904},"Door KING toegevoegd objecttype,ontleend aan het GFO BG (maakt geen deel uit van enige basisregistratie).",<memo>,,,,,,25102023-07:53:00
354,LIGPLAATS,"Definitie
Een ligplaats is een door het bevoegde gemeentelijke orgaan als zodanig aangewezen plaats in het water al dan niet aangevuld met een op de oever aanwezig terrein of een gedeelte daarvan, die bestemd is voor het permanent afmeren van een voor woon-, bedrijfsmatige of recreatieve doeleinden geschikt drijvend object

Beschrijving
Een plaats in het water met soms ook een (deel van een) terrein op de oever. Deze plaats moet kunnen worden gebruikt door een drijvend object dat langere tijd daar wordt vastgemaakt. Het drijvende object moet geschikt zijn om in te wonen, om een bedrijf in te hebben of om voor plezier in te verblijven. Bijvoorbeeld een woonboot. De gemeente mag zeggen of er voor de BAG ergens een ligplaats komt.",,Class,,{785E3B69-19DA-4952-84A8-592965B9229A},BAG,<memo>,,,,,,25102023-07:53:00
