nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-URL,GEMMA-alternate-name,GEMMA-guid,GEMMA-guid,GEMMA-type,GEMMA-type,datum-tijd-export,GGM-toelichting
639,MOR-AanvraagOfMelding,Bericht van een inwoner over een gebrek of opvallendheid in de openbare ruimte,Class,,{A9B89FF7-BCED-49fc-97A4-2A98BCED5B17},,,,,,,,,,,,,,,,04062025-090332,
640,Onderwerp,"Bron: GEM_VJV_ONDERWERP
ID: ONDERWERP_ID",Class,,{8D758F67-6085-4ac7-BFDC-8D97AB632A93},,,,,Onderwerp,"Bron: GEM_VJV_ONDERWERP
ID: ONDERWERP_ID",,,,https://gemmaonline.nl/index.php/GEMMA/id-bc793405-f822-4a23-a8dc-74206f1d45df,,bc793405-f822-4a23-a8dc-74206f1d45df,,business-object,,04062025-090332,
641,ProductOfDienst,Bron: QP_CALENDAR.CFM_SERVICES,Class,,{4B871112-CB41-4bfb-BD43-117C63D31BB4},,,,,ProductOfDienst,Bron: QP_CALENDAR.CFM_SERVICES,,,,https://gemmaonline.nl/index.php/GEMMA/id-724f019e-158f-4404-8b57-3e1eae109fec,,724f019e-158f-4404-8b57-3e1eae109fec,,business-object,,04062025-090332,
642,Telefoononderwerp,Onderwerp waarover het telefooncontact gaat,Class,,{48FE13A9-2204-4631-BAEE-E2D3B10E9A2D},,,,,Telefoononderwerp,,,,,https://gemmaonline.nl/index.php/GEMMA/id-c604ce01-282e-4d1a-ade9-d1a4c1938f4e,,c604ce01-282e-4d1a-ade9-d1a4c1938f4e,,business-object,,04062025-090332,
643,Telefoonstatus,"
 ABANDONEDALERTING: “Opgehangen tijdens overgaan telefoon”
 DROPPEDCANCELED: “Opgehangen door systeem”
 ABANDONEDQUEUED: “Opgehangen tijdens wachten, zonder boodschap. ”
 CONNECTEDDIRECT: “Direct verbonden”
 CONNECTEDQUEUEDANNOUNCE: “Verbonden na wachtrij met boodschap”
 AbandonedQUEUEDANNOUNCE: “Opgehangen in wachtrij met boodschap”
 DroppedBusy: “Opgehangen door systeem, te druk”
 REJECTED: “Geweigerd door systeem”
 Droppedoverload: “Opgehangen door systeem vanwege overbelasting”
",Class,,{D8A82A45-03C3-44d5-AF32-3138A55B2E75},,,,,,,,,,,,,,,,04062025-090332,
644,Telefoontje,"De telefoontgesprekken zijn alle keren dat iemand naar de gemeente belt en het telefoonsysteem neemt deze telefoongesprekken aan. Ongeacht of iemand daarna ophangt, door het systeem uit de wachtrij wordt gezet, doorverbonden wordt met een derde partij of er werkelijk wordt opgenomen.     ",Class,,{EEB60E10-C244-4176-AB68-F0E30759269F},,,,,Telefoontje,"De telefoontjes zijn alle keren dat iemand naar de gemeente belt en het telefoonsysteem neemt deze telefoontjes aan. Ongeacht of iemand daarna ophangt, door het systeem uit de wachtrij wordt gezet, doorverbonden wordt met een derde partij of er werkelijk ",,,,https://gemmaonline.nl/index.php/GEMMA/id-32052c54-e099-47e7-8ded-599537226dfa,,32052c54-e099-47e7-8ded-599537226dfa,,business-object,,04062025-090332,
645,Nummeraanduiding,"Een nummeraanduiding is een door het bevoegde gemeentelijke orgaan als zodanig toegekende aanduiding van een verblijfsobject, een standplaats of een ligplaats. ",Class,,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},,,,,NUMMERAANDUIDING,"Een nummeraanduiding is een door het bevoegde gemeentelijke orgaan als zodanig toegekende aanduiding van een verblijfsobject, een standplaats of een ligplaats. Het is het samenstel van postcode, huisnummer, huisletter en huisnummertoevoeging.",,,Door KING toegevoegd objecttype (maakt geen deel uit van enige basisregistratie).,https://gemmaonline.nl/index.php/GEMMA/id-f152bdf8-bd60-4c88-b739-e3091afdbf7a,NUMMERAANDUIDING (BAG),f152bdf8-bd60-4c88-b739-e3091afdbf7a,,business-object,,04062025-090332,
646,Buurt,"Een aaneengesloten gedeelte van een wijk, waarvan de grenzen zo veel mogelijk gebaseerd zijn op topografische elementen.",Class,,{38649FF6-88C6-437d-AF8E-A9023D55E16C},,,,,BUURT,"Een aaneengesloten gedeelte van een wijk, waarvan de grenzen zo veel mogelijk gebaseerd zijn op topografische elementen.",,,IMBAG,https://gemmaonline.nl/index.php/GEMMA/id-55246c30-a3e2-400f-89c4-c5b01f7f7da8,BUURT (BAG),55246c30-a3e2-400f-89c4-c5b01f7f7da8,,business-object,,04062025-090332,
647,Gemeente,"Een gedeelte van het grondgebied van Nederland, ingesteld op basis van artikel 123 van de Grondwet.",Class,,{EA6F820F-C458-4b24-8055-5C2CC76F5904},,,,,GEMEENTE,"Een gedeelte van het grondgebied van Nederland, ingesteld op basis van artikel 123 van de Grondwet.",,,"Door KING toegevoegd objecttype,ontleend aan het GFO BG (maakt geen deel uit van enige basisregistratie).",https://gemmaonline.nl/index.php/GEMMA/id-f830bbc9-38d5-4f61-be23-79091f18282e,GEMEENTE (BAG),f830bbc9-38d5-4f61-be23-79091f18282e,,business-object,,04062025-090332,
648,Ligplaats,"Definitie Een ligplaats is een door het bevoegde gemeentelijke orgaan als zodanig aangewezen plaats in het water al dan niet aangevuld met een op de oever aanwezig terrein of een gedeelte daarvan, die bestemd is voor het permanent afmeren van een voor woon-, bedrijfsmatige of recreatieve doeleinden geschikt drijvend object Beschrijving Een plaats in het water met soms ook een (deel van een) terrein op de oever. Deze plaats moet kunnen worden gebruikt door een drijvend object dat langere tijd daar wordt vastgemaakt. Het drijvende object moet geschikt zijn om in te wonen, om een bedrijf in te hebben of om voor plezier in te verblijven. Bijvoorbeeld een woonboot. De gemeente mag zeggen of er voor de BAG ergens een ligplaats komt.",Class,,{785E3B69-19DA-4952-84A8-592965B9229A},,,,,,,,,,,,,,,,04062025-090332,
649,AdresseerbaarObject,"Een adresseerbaar object is een object waaraan formeel adressen kunnen en moeten worden toegekend: een verblijfsobject, standplaats of ligplaats. Toelichting: Een object dat een adres heeft of krijgt. Adresseerbare objecten zijn: een verblijfsobject, een standplaats en een ligplaats.",Class,,{8A04280B-E0B4-4e36-B448-C99750393D0D},,,,,ADRESSEERBAAR OBJECT,"Een adresseerbaar object is een object waaraan formeel adressen kunnen en moeten worden toegekend: een verblijfsobject, standplaats of ligplaats.
Toelichting: Een object dat een adres heeft of krijgt. Adresseerbare objecten zijn: een verblijfsobject, een standplaats en een ligplaats.",,,IMBAG,https://gemmaonline.nl/index.php/GEMMA/id-460ada62-9cdd-478f-9555-4fb161ebc0b3,,460ada62-9cdd-478f-9555-4fb161ebc0b3,,business-object,,04062025-090332,
650,OpenbareRuimte,"Een openbare ruimte is een door het bevoegde gemeentelijke orgaan als zodanig aangewezen en van een naam voorziene buitenruimte die binnen &#233;&#233;n woonplaats is gelegen. Beschrijving: Een buitenruimte die door de gemeente als openbare ruimte is aangewezen en waaraan de gemeente een naam heeft gegeven. Een openbare ruimte ligt binnen 1 woonplaats. De BAG kent 7 soorten openbare ruimten: weg, water, spoorbaan, terrein, kunstwerk, landschappelijk gebied en administratief gebied. Een openbare ruimte is meestal een straat(naam). ",Class,,{BFE30E32-8CB9-4272-A559-9FB3FD74DACC},,,,,OPENBARE RUIMTE,"Een openbare ruimte is een door het bevoegde gemeentelijke orgaan als zodanig aangewezen en van een naam voorziene buitenruimte die binnen één woonplaats is gelegen.
Beschrijving: Een buitenruimte die door de gemeente als openbare ruimte is aangewezen en waaraan de gemeente een naam heeft gegeven. Een openbare ruimte ligt binnen 1 woonplaats. De BAG kent 7 soorten openbare ruimten: weg, water, spoorbaan, terrein, kunstwerk, landschappelijk gebied en administratief gebied. Een openbare ruimte is meestal een straat(naam).",,,IMBAG,https://gemmaonline.nl/index.php/GEMMA/id-d2f8867b-fce6-4932-8b1a-ec8b9392f0d5,,d2f8867b-fce6-4932-8b1a-ec8b9392f0d5,,business-object,,04062025-090332,
651,Pand,"Een pand is een kleinste bij de totstandkoming functioneel en bouwkundig-constructief zelfstandige eenheid die direct en duurzaam met de aarde is verbonden en betreedbaar en afsluitbaar is. Beschrijving: Een zelfstandig bouwwerk, zowel zelfstandig in de manier hoe het is gebouwd als waarvoor het is bedoeld om te gebruiken. Een pand voldoet ook aan de volgende eisen: een pand is direct en voor lange tijd met de aarde verbonden (een pand is niet makkelijk te verplaatsen) en een pand kun je binnengaan en afsluiten. Een eenheid kan alleen een pand zijn als het voldoet aan alle eisen uit de Catalogus BAG 2018.",Class,,{11595AD8-CE67-40dd-BDA9-489DC7D244ED},,,,,PAND,"Een pand is een kleinste bij de totstandkoming functioneel en bouwkundig-constructief zelfstandige eenheid die direct en duurzaam met de aarde is verbonden en betreedbaar en afsluitbaar is.
Beschrijving: Een zelfstandig bouwwerk, zowel zelfstandig in de manier hoe het is gebouwd als waarvoor het is bedoeld om te gebruiken. Een pand voldoet ook aan de volgende eisen: een pand is direct en voor lange tijd met de aarde verbonden (een pand is niet makkelijk te verplaatsen) en een pand kun je binnengaan en afsluiten. Een eenheid kan alleen een pand zijn als het voldoet aan alle eisen uit de Catalogus BAG 2018.",,,IMBAG,https://gemmaonline.nl/index.php/GEMMA/id-bcdc30f3-c919-4d3a-b768-b62da7bc755e,PAND (BAG),bcdc30f3-c919-4d3a-b768-b62da7bc755e,,business-object,,04062025-090332,
652,Standplaats,"Een standplaats is een door het bevoegde gemeentelijke orgaan als zodanig aangewezen terrein of gedeelte daarvan dat bestemd is voor het permanent plaatsen van een niet direct en niet duurzaam met de aarde verbonden en voor woon-, bedrijfsmatige, of recreatieve doeleinden geschikte ruimte. Beschrijving: Een terrein of een deel daarvan dat moet kunnen worden gebruikt om langere tijd een object neer te zetten. Dit object moet geschikt zijn om in te wonen, om een bedrijf in te hebben of om voor plezier in te verblijven. Het moet verplaatsbaar zijn en mag dus niet helemaal vastgemaakt worden aan de grond. Bijvoorbeeld een woonwagen of strandtent. De gemeente mag zeggen of er voor de BAG ergens een standplaats komt. ",Class,,{86952BDA-ADF6-4ff0-B8C7-BA3AA889A40B},,,,,,,,,,,,,,,,04062025-090332,
653,Verblijfsobject,"Een verblijfsobject is een kleinste binnen &#233;&#233;n of meer panden gelegen en voor woon-, bedrijfsmatige, of recreatieve doeleinden geschikte eenheid van gebruik die ontsloten wordt via een eigen afsluitbare toegang vanaf de openbare weg, een erf of een gedeelde verkeersruimte, onderwerp kan zijn van goederenrechtelijke rechtshandelingen en in functioneel opzicht zelfstandig is. Beschrijving: Een verblijfsobject is een ruimte in 1 of meer panden en voldoet aan de volgende eisen: kan worden gebruikt om in te wonen, een bedrijf in te hebben of om voor plezier in te verblijven, is bereikbaar via een eigen afsluitbare toegang vanaf de openbare weg, een erf of een gedeelde verkeersruimte, kan worden gekocht en verkocht, kan helemaal zelf worden gebruikt voor het doel dat ervoor is gegeven. Deze eisen voor verblijfsobjecten worden toegelicht in de Catalogus BAG 2018. Een verblijfsobject krijgt een adres. ",Class,,{461EFCF0-E65E-4c7c-B44D-8F36C36FDCE4},,,,,,,,,,,,,,,,04062025-090332,
654,Wijk,"Een aaneengesloten gedeelte van het grondgebied van een gemeente, waarvan de grenzen zo veel mogelijk zijn gebaseerd op sociaal-geografische kenmerken.",Class,,{120EA50B-B9A2-4869-A3BE-46931F631D33},,,,,WIJK,"Een aaneengesloten gedeelte van het grondgebied van een gemeente, waarvan de grenzen zo veel mogelijk zijn gebaseerd op sociaal-geografische kenmerken.",,,IMBAG,https://gemmaonline.nl/index.php/GEMMA/id-938a3b10-79fd-4571-aaed-cb7069369465,WIJK (BAG),938a3b10-79fd-4571-aaed-cb7069369465,,business-object,,04062025-090332,
655,Woonplaats,Een woonplaats is een door het bevoegde gemeentelijke orgaan als zodanig aangewezen en van een naam voorzien gedeelte van het grondgebied van de gemeente Beschrijving: Een stuk grond binnen de gemeente dat als woonplaats is aangewezen en waaraan de gemeente ook een naam heeft gegeven.,Class,,{24BDA4BA-CFCC-4e3f-8305-671F4ED7C502},,,,,WOONPLAATS,"Een woonplaats is een door het bevoegde gemeentelijke orgaan als zodanig aangewezen en van een naam voorzien gedeelte van het grondgebied van de gemeente
Beschrijving: Een stuk grond binnen de gemeente dat als woonplaats is aangewezen en waaraan de gemeente ook een naam heeft gegeven.",,,IMBAG,https://gemmaonline.nl/index.php/GEMMA/id-bedf86fb-8710-49fc-addb-e48a11b551ed,WOONPLAATS (BAG),bedf86fb-8710-49fc-addb-e48a11b551ed,,business-object,,04062025-090332,
656,Periode,bepaalde tijdsduur.,Class,,{137DECB4-F249-4039-B4F3-787852C4CB11},,,,,Periode,bepaalde tijdsduur.,,,,https://gemmaonline.nl/index.php/GEMMA/id-fd2221c7-0cf4-47e1-a313-ec476a6592da,,fd2221c7-0cf4-47e1-a313-ec476a6592da,,business-object,,04062025-090332,
657,Foto,Afbeelding op een plat vlak vervaardigd door middel van fotografie,Class,,{7FE4B466-B051-4068-9ED1-6E60C3B2DBAD},,,,,Foto,Afbeelding op een plat vlak vervaardigd door middel van fotografie,,,,https://gemmaonline.nl/index.php/GEMMA/id-b285df90-a239-4757-b78e-a281744f89cb,,b285df90-a239-4757-b78e-a281744f89cb,,business-object,,04062025-090332,
658,Gebied,"Een aaneengesloten gedeelte van een wijk, waarvan de grenzen zo veel mogelijk gebaseerd zijn op topografische elementen.",Class,,{0303A7A4-EF51-4262-AEE0-642FA5064807},,,,,,,,,,,,,,,,04062025-090332,
659,Gebiedengroep,Verzameling van gebieden,Class,,{85E3996B-578D-4313-B078-2773F98412D9},,,,,,,,,,,,,,,,04062025-090332,
660,Lijn,Denkbeeldige streep op de aardoppervlakte,Class,,{FAB83AD1-DC8C-4f78-B54F-33466EB9B139},,,,,,,,,,,,,,,,04062025-090332,
661,Lijnengroep,Verzameling van lijnen,Class,,{CD06432A-B69D-4ab2-A5B0-C4C3092835A0},,,,,,,,,,,,,,,,04062025-090332,
662,Locatie,De locatie beschrijft middels co√∂rdinaten de ruimtelijke dimensie of ruimtelijke afbakening van een regel of van een objecttype die in de regel beschreven wordt. (CIMOW),Class,,{79284529-B817-4e3f-BE51-AEAFC60BDE44},,,,,Locatie,De locatie beschrijft middels co√∂rdinaten de ruimtelijke dimensie of ruimtelijke afbakening van een regel of van een objecttype die in de regel beschreven wordt. (CIMOW),,,,https://gemmaonline.nl/index.php/GEMMA/id-f1220c91-e576-4a25-9cdb-0a2b991ae362,Locatie (Generiek),f1220c91-e576-4a25-9cdb-0a2b991ae362,,business-object,,04062025-090332,
663,Punt,Plaats in de ruimte,Class,,{20437683-6777-4c7b-B44B-1E3A216239AA},,,,,,,,,,,,,,,,04062025-090332,
664,Puntengroep,Verzameling van punten,Class,,{4C0C5DDB-E5BA-42a0-BA5B-65E2D433B16C},,,,,,,,,,,,,,,,04062025-090332,
665,Video-opname,Opnametechniek om bewegende beelden als een elektronisch signaal te registreren en weer te geven.,Class,,{435883D2-C399-4590-B4F5-B07111103484},,,,,VideoOpname,Opnametechniek om bewegende beelden als een elektronisch signaal te registreren en weer te geven.,,,,https://gemmaonline.nl/index.php/GEMMA/id-1d49cf98-d059-42da-bdd4-d076f8ace453,,1d49cf98-d059-42da-bdd4-d076f8ace453,,business-object,,04062025-090332,
666,Bedrijfsproces,"Reeks opeenvolgend uit te voeren activiteiten die bijdraagt aan een specifiek resultaat, zoals de levering van een product of product of dienst.",Class,,{EDB5D3CD-CE4D-4317-81C6-C01CC7325148},,,,,Bedrijfsproces,,,,,https://gemmaonline.nl/index.php/GEMMA/id-7e054df1-48a3-46c3-91a5-5ce10e326f9b,,7e054df1-48a3-46c3-91a5-5ce10e326f9b,,business-object,,04062025-090332,
667,Bedrijfsprocestype,soort Bedrijfsproces met bepaalde kenmerken,Class,,{14E4AF23-21E9-412a-B78D-C208EE9F419D},,,,,,,,,,,,,,,,04062025-090332,
668,Besluit,Een na overweging of beraadslaging vastgestelde beslissing voor een individueel of concreet geval.,Class,,{AFB100D2-8C68-4488-8949-13E945D15920},,,,,Besluit,Een na overweging of beraadslaging vastgestelde beslissing voor een individueel of concreet geval.,,,,https://gemmaonline.nl/index.php/GEMMA/id-10d36920-683f-4cb4-84bf-b00ac045674f,,10d36920-683f-4cb4-84bf-b00ac045674f,,business-object,,04062025-090332,
669,Besluittype,Generieke aanduiding van de aard van een besluit,Class,,{922D3938-A0EA-42bf-9EFC-23A6A236AF9B},,,,,,,,,,,,,,,,04062025-090332,
670,Betaling,het onderhandigen of overboeken van geld in ruil voor goed of dienst,Class,,{FC488929-8721-402f-A073-1DFDB76A816E},,,,,Betaling,,,,,https://gemmaonline.nl/index.php/GEMMA/id-8cec89b8-6174-42ac-937f-9500bfb8901b,,8cec89b8-6174-42ac-937f-9500bfb8901b,,business-object,,04062025-090332,
671,Betrokkene,"Een SUBJECT, zijnde een NATUURLIJK PERSOON, NIET-NATUURLIJK PERSOON of VESTIGING, ORGANISATORISCHE EENHEID (binnen een vestiging van de zaak-behandelende niet-natuurlijk persoon), of MEDEWERKER (van die organisatorische eenheid) die een rol kan spelen bij een ZAAK.",Class,,{16FB8171-A9ED-4027-A663-C035509501C8},,,,,Betrokkene,"Een SUBJECT, zijnde een NATUURLIJK PERSOON, NIET-NATUURLIJK PERSOON of VESTIGING, ORGANISATORISCHE EENHEID (binnen een vestiging van de zaak-behandelende niet-natuurlijk persoon), of MEDEWERKER (van die organisatorische eenheid) die een rol kan spelen bij",,,,https://gemmaonline.nl/index.php/GEMMA/id-62c91622-cc32-4560-8427-d00101f4847e,,62c91622-cc32-4560-8427-d00101f4847e,,business-object,,04062025-090332,
672,Deelproces,"Een geordende reeks van processtappen die binnen één organisatorische eenheid binnen een organisatie wordt uitgevoerd met als doel een specifieke bijdrage (prestatie) te leveren aan een dienst die uiteindelijke zal worden geleverd aan een burger, een bedrijf of een andere organisatie. Voorheen 'werkproces' genoemd.",Class,,{1B65D674-DC17-40e8-B663-85DA82FD7E94},,,,,,,,,,,,,,,,04062025-090332,
673,Deelprocestype,soort Deelproces met bepaalde kenmerken,Class,,{710A1D2B-3C7B-41cf-A947-727186C40A98},,,,,,,,,,,,,,,,04062025-090332,
674,Document,"Geheel van gegevens met een eigen identiteit ongeacht zijn vorm, met de bijbehorende metadata ontvangen of opgemaakt door een natuurlijke en/of rechtspersoon bij de uitvoering van taken, zijnde een ENKELVOUDIG DOCUMENT of een SAMENGESTELD DOCUMENT.",Class,,{5641C50A-C0FA-4e71-B07B-26C7B1CE94ED},,,,,Document,"Geheel van gegevens met een eigen identiteit ongeacht zijn vorm, met de bijbehorende metadata ontvangen of opgemaakt door een natuurlijke en/of rechtspersoon bij de uitvoering van taken, zijnde een ENKELVOUDIG DOCUMENT of een SAMENGESTELD DOCUMENT.",,,,https://gemmaonline.nl/index.php/GEMMA/id-10eaa33f-03bf-42b4-9310-56add2cb5a7b,,10eaa33f-03bf-42b4-9310-56add2cb5a7b,,business-object,,04062025-090332,
675,Documenttype,Aanduiding van de aard van een DOCUMENT zoals gehanteerd door de zaakbehandelende organisatie,Class,,{77C7D6B6-44DE-44c0-A662-8E1A0A226EA8},,,,,,,,,,,,,,,,04062025-090332,
676,EnkelvoudigDocument,"Een DOCUMENT waarvan aard, omvang en/of vorm aanleiding geven het als één geheel te behandelen en te beheren.",Class,,{547FD48D-F885-4816-BCFA-4048995C8D83},,,,,,,,,,,,,,,,04062025-090332,
677,Heffing,Een door de overheid opgelegde verplichting tot betaling,Class,,{B3371695-97AD-49d2-9AF1-15591B422007},,,,,Heffing,,,,,https://gemmaonline.nl/index.php/GEMMA/id-ff9366e3-dd65-48ce-9051-9d6b01b2c6db,,ff9366e3-dd65-48ce-9051-9d6b01b2c6db,,business-object,,04062025-090332,
678,Identificatiekenmerk,Nodig voor archivering om verschillende typen identificatie te kunnen onderscheiden:,Class,,{D73AFAEC-3BF1-4309-93FE-5354EF26DA51},,,,,,,,,,,,,,,,04062025-090332,
679,Klantcontact,"Klantcontacten zijn contactmomenten die werkelijk hebben plaatsgevonden, terwijl Balieafspraken afspraken zijn voor een klantcontact. Dit ongeacht of deze werkelijk heeft plaatsgevonden, soms liggen deze in de toekomst of is iemand niet op komen dagen, of iets anders waardoor het klantcontact nog niet heeft plaatsgevonden.

Hetzelfde geldt voor de telefoontjes, de klantcontacten komen uit levelOneData, dat zijn alle telefoontjes die werkelijk met een medewerker (of een gedelegeerde) hebben plaatsgevonden (soms zelfs meerdere binnen 1 telefoontje).
",Class,,{A3DAD553-0E55-4256-824B-CDB5E12CB545},,,,,Klantcontact,"Klantcontacten zijn contactmomenten die werkelijk hebben plaatsgevonden, terwijl Balieafspraken afspraken zijn voor een klantcontact. Dit ongeacht of deze werkelijk heeft plaatsgevonden, soms liggen deze in de toekomst of is iemand niet op komen dagen, of",,,,https://gemmaonline.nl/index.php/GEMMA/id-a9cb919f-a224-4ab5-9825-40d54104f90d,,a9cb919f-a224-4ab5-9825-40d54104f90d,,business-object,,04062025-090332,
680,Medewerker,Een medewerker van de organisatie die zaken behandelt uit hoofde van zijn of haar functie binnen een ORGANISATORISCHE EENHEID.,Class,,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},,,,,Medewerker,Een medewerker van de organisatie die zaken behandelt uit hoofde van zijn of haar functie binnen een ORGANISATORISCHE EENHEID.,,,,https://gemmaonline.nl/index.php/GEMMA/id-6cc6afe6-e4c6-4e2b-a359-f278b23700db,,6cc6afe6-e4c6-4e2b-a359-f278b23700db,,business-object,,04062025-090332,
