nr,GGM-naam,GGM-definitie,GGM-uml-type,GGM-synoniemen,GGM-guid,GGM-bron,domein-iv3,domein-dcat,domein-gemma,GEMMA-naam,GEMMA-definitie,GEMMA-toelichting,GEMMA-synoniemen,GEMMA-bron,GEMMA-URL,GEMMA-alternate-name,GEMMA-guid,GEMMA-type,datum-tijd-export,GGM-toelichting
819,WSNP-verklaring,Een WSNP-verklaring is een officieel document dat bevestigt dat een persoon toegelaten is tot de Wet Schuldsanering Natuurlijke Personen (WSNP) om hun schulden onder toezicht van een bewindvoerder af te lossen.,Class,,{64E76A72-8E62-45fb-A144-149EFDB5EB46},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
820,Schuldregeling,"De schuldregeling heeft als doel een overeenkomst te sluiten tussen iemand met problematische schulden en zijn schuldeisers. Op basis van eventueel ingezet vermogen en de berekende afloscapaciteit (of op andere wijze vastgestelde minimale afdracht) lost de schuldenaar in maximaal 18 maanden zo veel mogelijk van de schuld af. Daarna schelden de schuldeisers de rest van hun vordering kwijt. Voordat de schuldregeling start, sluit je een schuldregelingsovereenkomst met de schuldenaar. Daarin staan de rechten en plichten van beide partijen. Een schuldregeling kan met een saneringskrediet of een schuldbemiddeling gerealiseerd worden. Als een of meer schuldeisers blijven weigeren in te stemmen met de minnelijke schuldregeling, informeer je de schuldenaar over mogelijke vervolgstappen, zoals het aanvragen van een dwangakkoord (artikel 287a Fw) of toelating tot de Wsnp.",Class,,{652A68C3-618E-4050-AD4C-E43469A7558C},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
821,Oplossingssoort,De soort oplossing in het kader van Schuldhulpverlening,Class,,{677992F0-3C05-43b6-82C7-4A7EA57EDFED},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
822,EnumWoningbezit,,Class,,{702C2D3B-5E5F-4e2d-990E-7618C2FA4FCA},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
823,EnumHuishoudenssoort,,Class,,{76676076-DDDA-4427-8ECB-46565F915F49},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
824,InformatieEnAdvies,,Class,,{7CC8C026-91CB-422c-84C6-90401889F260},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
825,PlanVanAanpak,"Een document waarin in elk geval het volgende staat:
■ de hulpvraag van de persoon;
■ de voorgestelde ondersteuning;
■ eventueel de organisatie(s) waarnaar je hebt doorverwezen;
■ de voorwaarden voor schuldhulpverlening (bijvoorbeeld dat de persoon geen nieuwe schulden mag maken).

De hoogte van beslagvrije voet voor de persoon (zie artikel 4a:5 van de Wgs) moet in acht worden genomen.",Class,,{7DA4A554-10BF-47d1-ACED-966712B043F4},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
826,Oplossing,"De Oplossing beschrijft in 5 submodules wat de schuldhulpverlener doet om een oplossing te realiseren, en kent de volgende submodules: 
- submodule Herfinanciering;
- submodule Betalingsregeling;
- submodule Saneringskrediet;
- submodule Schuldbemiddeling.
Het kan ook gaan om een 0%-aanbod",Class,,{7E274EE0-FB77-43ef-ABCB-91ACF0ACD469},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
827,EnumUitstroomreden,,Class,,{82A3029A-D39E-46e6-AF4B-1909FA0045EF},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
828,Schuld,Een schuld is een financi&#235;le verplichting waarbij een persoon nu of in de toekomst een bedrag moet betalen aan een derde. In het kader van schuldhulpverlening wordt over een schuld gesproken als de persoon niet aan deze verplichting kan voldoen. . ,Class,,{93E12A3E-71E3-431e-9871-BF6075EAAEF1},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
829,Begeleiding,"Begeleiding voor clienten in het kader van schuldhulpdienstverlening, die kan bestaan uit:
1. budgetbeheer
2. beschermingsbewind
3. budgetcoaching
",Class,,{A1F16832-3F28-4441-8538-74BF04A48562},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
830,Schuldhulporganisatie,"Een schuldhulporganisatie is een instantie die individuen en gezinnen helpt met het beheren, verminderen en oplossen van hun schulden door middel van advies, begeleiding en bemiddeling.
Het betreft een gemeenten of een SHV-organisatie die de gemeentelijke schuldhulpverleningstaak vanuit een gemeente gemandateerd of gedelegeerd heeft. 
",Class,,{A947042E-7CA6-44f8-902A-1C1185A391F6},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
831,Ondernemer,Een ondernemer is een individu die die goederen of diensten levert aan anderen om winst te maken.,Class,,{AA004853-3565-4634-A434-BD7F36ED0B1A},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
832,Stabilisatie,"Fase van het schuldhulpverleningstraject met als doel de inkomsten en uitgaven van een persoon in evenwicht te brengen. De stabilisatie van inkomen en uitgaven is een resultaat van
werkzaamheden uit het integrale plan van aanpak. Als stabilisatie bereikt is kan een betalingsregeling, herfinanciering of schuldregeling worden opgezet. Een belangrijk tweede doel is om de hulpvrager hierbij schuldenrust te bieden: stress wegnemen en tijd maken voor oplossingen naar een schuldenzorgvrije toekomst. In de stabilisatiefase kan een schuldhulpverlener andere instrumenten, activiteiten of ondersteuning inzetten, die bijdragen aan de duurzame oplossing van het financi&#235;le probleem, zoals budgetcoaching, budgetbeheer, beschermingsbewind of flankerende hulp.",Class,,{B0384246-6784-4724-B538-CE18197061CD},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
833,Inkomen,"Inkomen dat door een persoon wordt verworven uit verschillende mogelijke inkomstenbronnen: inkomen uit arbeid, inkomen uit eigen onderneming, uitkering inkomensverzekeringen en uitkering sociale voorzieningen (m.u.v. kinderbijslag en kindgebonden budget). Premies inkomensverzekeringen (m.u.v. premies voor volksverzekeringen) zijn hierop in mindering gebracht.",Class,,{B2A3D4C2-236C-457f-A2C8-8F889C1427E9},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
834,Contactpersoon,Contactpersoon van een organisatie,Class,,{B9287881-AD66-4396-A629-ED5FE9196316},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
835,EnumBeschikkingssoort,,Class,,{C0C5D6A5-1937-460b-A243-90172A345B91},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
836,EnumBegeleidingssoort,,Class,,{D13E7356-94A7-41ed-B9B0-945D7F7975AD},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
837,EnumSchuldensoort,,Class,,{D34DF6F1-CC5C-42c8-A013-D59698E9F530},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
838,Woningbezit,"Een koopwoning is een woning die eigendom is van een individu of een entiteit, die het heeft gekocht en waarvoor meestal een hypotheek is afgesloten.",Class,,{DBFDE0B1-FF6D-422f-BDDA-42ED8A172260},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
839,Schuldeiser,"Een schuldeiser is bedrijf of persoon die recht heeft op een prestatie van een ander, de schuldenaar. In de meeste gevallen is de prestatie het betalen van geld. Dit geldbedrag is dan de schuld die de schuldenaar aan de schuldeiser moet betalen. De schuld is meestal het gevolg van het niet nakomen van een verplichting uit een overeenkomst tussen de partijen. De schuldeiser kan de schuldenaar dwingen om de schuld te voldoen.",Class,,{DCDAD212-479E-4fc3-B886-585AE57D8C21},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
840,Intake,"Dit is de fase tussen het eerste gesprek en het Plan van Aanpak. Tijdens de
intakefase wordt geinventariseerd welke instrumenten, ondersteuning, activiteiten en gegevens nodig zijn om een duurzaam financieel
evenwicht te bereiken.",Class,,{F20A11B2-0C6F-4a52-95BF-AB73997C3378},,Schuldhulpverlening,,,,,,,,,,,,10122024-112046,
841,RedenInstroom,"De reden waarom de persoon de uitkering heeft gekregen.

Geeft de reden van aanvraag van uitkering weer. Nodig voor diepere analyse van stand van uitkeringen. Omdat we willen weten waarom mensen nstromen. Bv geen werk meer og geen andere uitkering, verhuizing.",Class,,{06DCE76F-383B-47e9-8456-E7DA722DA1AC},,Participatie,,,,,,,,,,,,10122024-112046,
842,RedenBlokkering,"Als de dienst een uitkering betreft die periodiek wordt uitgekeerd, kan om redenen de betaling worden geblokkeerd.

Reden toevoeging:
Geeft de reden van blokkering van de uitkering aan. Als de dienst een uitkering betreft, die periodiek wordt uitgekeerd, kan om redenen de betaling worden geblokkeerd. De betalingsblokkade wordt opgenomen bij de dienst, die wordt genoten door de client en partner van de client. Nodig voor diepere analyse van stand van uitkeringen. Hoeveel uitkleringen hebben we geblokkeerd op dit moment omdat we de uitkering gaan beindigen. 

",Class,,{8456E7DA-722D-A1AC-93FB-AC540CF1C476},,Participatie,,,,,,,,,,,,10122024-112046,
843,RedenUitstroom,"De reden waarom de uitkering aan een persoon is beeindgd.

Reden toevoeging:
Geeft de reden van uitstroom aan. Waarom is de uitkering be&#235;indigd. Nodig voor diepere analyse van stand. Meet of je beleid of het lukt om mensen naar werk te laten stromen. van uitkeringen.",Class,,{8456E7DA-722D-A1AC-A3B3-08215C8C1F31},,Participatie,,,,,,,,,,,,10122024-112046,
844,Huisvestingsoort,"Het type huisvesting van de client, zoals Huurder, Eigenaar, DakThuisloos. Nodig voor diepere analyse van stand van uitkeringen. Invloed op de normbedrag en daarmee op de uitkeringsprijs.",Class,,{93FBAC54-0CF1-C476-8E62-7844B7D68294},,Participatie,,,,,,,,,,,,10122024-112046,
845,MultiPuntLijn(Multi)Vlak,"Een samengesteld geometrie datatype waarbij wordt afgedwongen dat één van de voorkomens van de attributen geometrieMultiPunt, geometrieLijn, geometrieVlak of geometrieMultivlak moet worden toegepast. 
",DataType,,{3616725E-8ABE-4756-9F76-EF38A8E7CE3D},,Union,,,,,,,,,,,,10122024-112046,
846,BAGObjectnummering,Unieke objectaanduiding van een object uit de BAG binnen een gemeente.,DataType,,{AB8B30D0-FD1F-4c44-9396-BB05389EA20B},,Complex datatype,,,,,,,,,,,,10122024-112046,
847,CompositeID,"Unieke identificatie door het Kadaster toegekend. De identificatie heeft een opbouw conform NEN3610:2011 maar 
namespaces zijn onder beheer van kadaster (CDMKAD, delen van IMKAD) of Geonovum/NEN3610 (IMKAD). 
 
",DataType,,{D0110970-3A90-451c-9EF3-ABD4AD5AA82A},,Complex datatype,,,,,,,,,,,,10122024-112046,
848,TypeBedrag,Een hoeveelheid geld in cijfers in een bepaalde valuta.,DataType,,{510A0B01-75F9-430e-9FF1-99911FAA614E},,Complex datatype,,,,,,,,,,,,10122024-112046,
849,TypeBreuk,De uitkomst van een deling van een geheel getal (de teller) door een ander geheel getal (de noemer).,DataType,,{02C9FDB1-0F08-4cd9-80FE-319F83C26757},,Complex datatype,,,,,,,,,,,,10122024-112046,
850,TypeKadastraleAanduiding,De typering van de kadastrale aanduiding van een onroerende zaak conform Kadaster.,DataType,,{DB619B91-E690-49c0-88C0-733F37C0357B},,Complex datatype,,,,,,,,,,,,10122024-112046,
851,TypeKoopsom,"Hetbedrag, waarvoor één of meer onroerende zaken zijn verkregen, het koopjaar en een indicator of het meerdere onroerende goederen betreft.
",DataType,,{72D99BCE-F52F-4a19-90A6-5813DB40066B},,Complex datatype,,,,,,,,,,,,10122024-112046,
852,TypeLabel,De tekst en positie van een label. ,DataType,,{C74E1553-32AE-4fd8-9796-00C6E1C51A11},,Complex datatype,,,,,,,,,,,,10122024-112046,
853,TypeLabelpositie,"De positie van een label op de kaart, samengesteld uit plaatsingspunt en rotatiehoek. 
",DataType,,{5EEC2C27-B576-4f86-9768-5E785592FA4F},,Complex datatype,,,,,,,,,,,,10122024-112046,
854,TypeLandinrichtingsrente,"De rente die berekend is over de percelen die in een herverkavelingblok van een landinrichtingsproject hebben 
gelegen.",DataType,,{46A510E7-E757-4ad6-B697-DF79FE87F4F2},,Complex datatype,,,,,,,,,,,,10122024-112046,
855,JsonRuledGroupType,,DataType,,{05A0B109-A778-273A-32B0-28DF727D601A},,Datatypes,,,,,,,,,,,,10122024-112046,
856,InkomstensoortAlimentatie,,DataType,,{07E4E120-7D9E-3C43-1D1F-26EBD1635427},,Datatypes,,,,,,,,,,,,10122024-112046,
857,CdSzWet,,DataType,,{0AFBC0B5-2217-3FED-8EE6-273ED24E9888},,Datatypes,,,,,,,,,,,,10122024-112046,
858,CodeSoortVrijlating,,DataType,,{0B35B810-5B49-6EF7-F1E9-2871B3C11F1D},,Datatypes,,,,,,,,,,,,10122024-112046,
859,SoortContract,,DataType,,{0C0AD449-ECBB-8C03-B698-26EBD163CD95},,Datatypes,,,,,,,,,,,,10122024-112046,
860,InkomstensoortPensioen,,DataType,,{10635E76-7AF2-1575-DDF8-26EBD163EC4C},,Datatypes,,,,,,,,,,,,10122024-112046,
861,BrutoNettoInkomsten,,DataType,,{189703AD-5462-E8C7-C523-293A5A46936C},,Datatypes,,,,,,,,,,,,10122024-112046,
862,InkomstensoortStudiefinanciering,,DataType,,{1A0F77A2-EC7C-BFAE-32D3-26EBD1630331},,Datatypes,,,,,,,,,,,,10122024-112046,
863,CdSrtInkomstenverhouding,,DataType,,{1CFCC259-4648-55CC-95EC-273ED24D398A},,Datatypes,,,,,,,,,,,,10122024-112046,
864,CdUitkeringsperiode,,DataType,,{1FA03C02-F7CE-31C4-506D-273ED24EBECD},,Datatypes,,,,,,,,,,,,10122024-112046,
865,InkomstensoortBetaaldWerk,,DataType,,{24104FB5-2F1C-EFBF-8AC3-26EBD163D2F4},,Datatypes,,,,,,,,,,,,10122024-112046,
866,Onderhoudsplichttype,,DataType,,{b4380c62-69ef-4b52-8585-5cccdc9c5d72},,Datatypes,,,,,,,,,,,,10122024-112046,
867,Inkomstencomponenttype,,DataType,,{e92e0ca6-9e22-40f9-a1af-d8a44889963b},,Datatypes,,,,,,,,,,,,10122024-112046,
868,CdSrtVoertuig,,DataType,,{04EB2E57-05B5-0E41-7859-273ED24D9EDF},,Datatypes,,,,,,,,,,,,10122024-112046,
869,CdSrtVermogenscomponent,,DataType,,{051FB82B-E809-143E-3F7B-273ED24D1E2E},,Datatypes,,,,,,,,,,,,10122024-112046,
870,CdSrtWaardeVermogenscomponent,,DataType,,{1721EBD6-A6E2-CEC4-6AB8-27DB661BCC09},,Datatypes,,,,,,,,,,,,10122024-112046,
871,AdresType,,DataType,,{1CC1C0D1-DFAB-FCF5-8683-26EBD163F594},,Datatypes,,,,,,,,,,,,10122024-112046,
872,Deelnemersrol,,Enumeration,,{E2EDC770-08EB-4298-A2BA-F7943ACD695F},,Griffie,,,,,,,,,,,,10122024-112046,
873,Stemmingsresultaattype,,Enumeration,,{0A3A2E20-2A67-4e16-B11E-36C09F94331D},,Griffie,,,,,,,,,,,,10122024-112046,
874,Stemmingstype,,Enumeration,,{368EB061-7CF3-4115-BB21-3C618782F205},,Griffie,,,,,,,,,,,,10122024-112046,
875,Beoordelingsoort,,Enumeration,,{3B4D2D66-B801-42a8-A3FB-CC4A29FF8320},,Veiligheid en Vergunningen,,,,,,,,,,,,10122024-112046,
876,Heffingsoort,,Enumeration,,{356C8F59-3721-46d0-BCD0-C17B0130035C},,Veiligheid en Vergunningen,,,,,,,,,,,,10122024-112046,
877,StatusOpenbareActiviteit,,Enumeration,,{A29EE01A-118E-4599-BADD-35B9393A78F4},,Veiligheid en Vergunningen,,,,,,,,,,,,10122024-112046,
878,Doelgroepenplaatsen,,Enumeration,,{F8ADD9AF-76C0-425c-B059-18BB0AA20D28},,Parkeren,,,,,,,,,,,,10122024-112046,
879,Zonesoort,,Enumeration,,{5DD4AE03-667C-45b9-A46A-320077AC2926},,Parkeren,,,,,,,,,,,,10122024-112046,
880,Aantal Gehinderden,,Enumeration,,{C00A2866-8F7D-4be3-A676-794C9A477556},,Verkeer,,,,,,,,,,,,10122024-112046,
881,Hindercategorie,,Enumeration,,{A1A8B6C1-3607-4c64-92CC-364470368C3E},,Verkeer,,,,,,,,,,,,10122024-112046,
882,Hinderklasse,,Enumeration,,{9387D652-A431-4f4c-9F35-4DB0A102B1EF},,Verkeer,,,,,,,,,,,,10122024-112046,
883,Stremmingstatus,,Enumeration,,{94230A7B-8876-4a0b-B660-424E397045B2},,Verkeer,,,,,,,,,,,,10122024-112046,
884,Sanctiesoort,,Enumeration,,{BA10C3E6-8F44-4f8d-B532-DED61E368F5E},,Leerplicht en Leerlingenvervoer,,,,,,,,,,,,10122024-112046,
885,Verzuimsoort,,Enumeration,,{0060D931-6BBA-480d-ADCA-0A74908C39A4},,Leerplicht en Leerlingenvervoer,,,,,,,,,,,,10122024-112046,
886,Vrijstellingsoort,,Enumeration,,{BAB0BE8C-4084-4618-BAC0-50B383B94D79},,Leerplicht en Leerlingenvervoer,,,,,,,,,,,,10122024-112046,
887,Onderwijstype,,Enumeration,,{354AA899-00C3-4c36-93F7-0B364D331C93},,Onderwijs,,,,,,,,,,,,10122024-112046,
888,TypeMonument,,Enumeration,,{5C808AC9-CB09-4f4d-813E-821829856BA8},,Monumenten ,,,,,,,,,,,,10122024-112046,
889,Doelgroep,,Enumeration,,{A9985186-A6B8-4414-8334-A2CA12D5AC94},,Generiek Jeugd en Wmo,,,,,,,,,,,,10122024-112046,
890,Eenheid,,Enumeration,,{838B4669-4F50-4835-ABA8-03E3FCE48184},,Generiek Jeugd en Wmo,,,,,,,,,,,,10122024-112046,
891,Frequentie,,Enumeration,,{8640ED99-341B-4f10-A335-9324459F19B3},,Generiek Jeugd en Wmo,,,,,,,,,,,,10122024-112046,
892,Leveringsvorm,,Enumeration,,{DC1D1F90-E28B-4fb7-A5E1-C2F76132BE12},,Generiek Jeugd en Wmo,,,,,,,,,,,,10122024-112046,
893,Soort Verwijzer,,Enumeration,,{44194E25-4676-4eb2-9E97-F44196438F4B},,Generiek Jeugd en Wmo,,,,,,,,,,,,10122024-112046,
894,Wet,,Enumeration,,{3CDE785E-E631-4f94-A1A3-67F721140B1C},,Generiek Jeugd en Wmo,,,,,,,,,,,,10122024-112046,
895,Routesoort,,Enumeration,,{0121B2BE-F262-4433-8AA5-49FC7866EF68},,Afval,,,,,,,,,,,,10122024-112046,
896,enum_AanOfVrijliggend,,Enumeration,,{{2F1446BA-CAB3-4FF2-A215-896F8FBD10A6}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
897,enum_Afmeting,,Enumeration,,{{BEFBF0CF-BBED-4C03-B633-DE2089CFFB63}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
898,enum_Bedienaar,,Enumeration,,{{E4AC4BA1-DB4B-4B15-AA16-E3775CF35E19}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
899,enum_Beheergebied,,Enumeration,,{{FF44C7E9-2FA3-4314-B4A9-D251EB6EB7B6}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
900,enum_BeheerobjectGebruiksfunctie,,Enumeration,,{{A96DB9BB-1835-4B55-AE3C-7D5322E72BF0}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
901,enum_Belasting,,Enumeration,,{{2199CDFC-A8FD-4224-B83F-2A2FDE72AB6A}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
902,enum_BelastingklasseNieuw,,Enumeration,,{{672A819A-B100-4C95-B5CA-F920F49FE18F}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
903,enum_BelastingklasseOud,,Enumeration,,{{D5098738-76C0-48B7-A318-FAEB9ED7B468}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
904,enum_Beleidsstatus,,Enumeration,,{{5B736087-3105-435B-B76B-2E6BB2333152}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
905,enum_BeoogdeOmlooptijd,,Enumeration,,{{74922802-9B47-48AB-ACB7-2A11B043982D}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
906,enum_Bereikbaarheid,,Enumeration,,{{6F7956BB-D0DA-4BD3-9FD5-9352F7A47D2F}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
907,enum_BereikbaarheidKolk,,Enumeration,,{{60E66776-5271-431E-A582-C7591BCB1500}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
908,enum_Boombeeld,,Enumeration,,{{6B64A1DD-5B26-4610-8368-E456851C50AF}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
909,enum_Boomgroep,,Enumeration,,{{75C762F9-E6CF-4321-929F-FF29FD8BB2C6}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
910,enum_BoomhoogteklasseActueel,,Enumeration,,{{637AB25C-23ED-4105-8AD4-FEA3697069A8}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
911,enum_BoomTypeBeschermingsstatusPlus,,Enumeration,,{{40D9CFDB-2B63-40F3-B70A-DC33F2292546}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
912,enum_Boomveiligheidsklasse,,Enumeration,,{{A20AEA9D-F693-4E0C-AFE6-0A0E04360256}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
913,enum_Boomvoorziening,,Enumeration,,{{1190CA0F-6485-476D-BD0B-8B6C1BA06CDD}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
914,enum_BreedteklasseHaag,,Enumeration,,{{4A6DB94D-E54E-4013-B1BD-062EB7DFD0BA}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
915,enum_Certificeringsinstantie,,Enumeration,,{{024432A6-6904-4F55-A353-9A71200968EC}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
916,enum_Constructielaagsoort,,Enumeration,,{{E9D99F40-45A2-4699-826D-746F115814BA}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
917,enum_Constructietype,,Enumeration,,{{271BC864-2F2F-4F1A-8D79-0CFA26DB1B24}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
918,enum_Controlefrequentie,,Enumeration,,{{03F401B4-392E-4C17-AF63-5D24D418FEEA}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
919,enum_CultuurhistorischWaardevol,,Enumeration,,{{38B896E1-A02B-4636-A5E4-8BEAC3085B29}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
920,enum_Doelsoort,,Enumeration,,{{5555E758-DE97-4386-AA51-7B9EC7297956}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
921,enum_Fabrikant,,Enumeration,,{{63366F9B-4D67-4939-8453-37011164B07A}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
922,enum_Formaat,,Enumeration,,{{ACC199D4-6FC8-4195-ACB1-E84C688CAB25}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
923,enum_FunderingLeiding,,Enumeration,,{{A293DA5A-D490-4968-A588-1EE196BE4BBB}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
924,enum_Gebiedstype,,Enumeration,,{{5483F5D7-8BF2-470F-8DC9-13C04AEA4602}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
925,enum_GewenstSluitingspercentage,,Enumeration,,{{DDAEC7C7-2E9E-412F-B15A-27AF8965B1FF}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
926,enum_Groeifase,,Enumeration,,{{87E0A482-B32D-4E44-B3A9-8EA10459B3F2}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
927,enum_GroenobjectBereikbaarheidPlus,,Enumeration,,{{0831FF14-3D6E-4D1D-881E-9C3FD696ED19}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
928,enum_Grondsoort,,Enumeration,,{{4D7708B4-2D1A-418C-8E6D-0811F8EC80E1}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
929,enum_GrondsoortPlus,,Enumeration,,{{1A81E6E9-C85D-499F-95F7-2746C4831AB0}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
930,enum_HoogteklasseHaag,,Enumeration,,{{5B98E4D0-5E6D-410D-BF69-EAE541612740}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
931,enum_IMKLThema,,Enumeration,,{{D37A43A2-08D9-4058-9316-C27F37E4632E}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
932,enum_Installateur,,Enumeration,,{{FA782888-FB88-44A2-AEDC-09013BB5F206}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
933,enum_Kleur,,Enumeration,,{{90C47FE0-0F7A-42FB-A437-BE9CB8C233E1}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
934,enum_KroondiameterklasseActueel,,Enumeration,,{{6057AD6B-C295-431E-BD34-8EDA48625AD3}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
935,enum_KwaliteitsniveauGewenst,,Enumeration,,{{D287FF5B-5704-472D-B0F6-8DCA90D46402}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
936,enum_Kweker,,Enumeration,,{{297C8040-FA44-4B86-834E-07E1079D0E13}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
937,enum_LengteKunstgras,,Enumeration,,{{0E775E22-D30A-4D05-A68E-140F7580F23A}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
938,enum_Leverancier,,Enumeration,,{{40BF162C-277E-4B1D-8EB6-3B38A63D3C8D}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
939,enum_LiningType,,Enumeration,,{{985B386E-790A-467D-A73B-9C0E9FA4A636}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
940,enum_Markeringsbreedte,,Enumeration,,{{BE22A937-3BC6-4879-8187-580C87D1DA78}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
941,enum_Markeringsoort,,Enumeration,,{{7FF3EBDF-02C7-4AEF-B236-B903032EADA5}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
942,enum_Markeringspatroon,,Enumeration,,{{E65AB918-984D-4709-BF75-A10ED60C7940}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
943,enum_Materiaal,,Enumeration,,{{D2EB2895-8962-4A8F-BE8F-661FBCC6CD89}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
944,enum_Ondergroei,,Enumeration,,{{B0A4133C-F613-43DD-A4AF-B539571C1E9B}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
945,enum_Onderhoudsplichtige,,Enumeration,,{{7DB23E37-4D12-4AB0-BD69-A525117689CA}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
946,enum_Onderhoudsregime,,Enumeration,,{{72902987-B607-4C4B-9AF4-724A9FDB2B2E}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
947,enum_Ondersteuningsvorm,,Enumeration,,{{C8F01F81-9D45-4CBF-9575-0C5E577D83A6}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
948,enum_OriÃ«ntatie,,Enumeration,,{{75CB40AB-0F7F-423C-91ED-8F370F452E95}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
949,enum_OverbruggingsobjectModaliteit,,Enumeration,,{{071686B4-0AE0-4552-B573-0D4690B3D647}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
950,enum_PlaatsoriÃ«ntatie,,Enumeration,,{{8CFCC665-742E-45AD-A974-7672630F7015}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
951,enum_RioolputConstructieonderdeel,,Enumeration,,{{23620E79-DC64-4F11-A8B1-DA8A2B872918}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
952,enum_Snoeifase,,Enumeration,,{{2CD753D5-9065-4887-80D2-915A59081048}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
953,enum_Soortnaam,,Enumeration,,{{BDCCAF2B-7D0F-474D-83C5-0774867CAF22}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
954,enum_SoortPlantenbak,,Enumeration,,{{89DD0DED-F64B-463F-9A86-578C06DBD76B}},,Enumeratiesoort,,,,,,,,,,,,10122024-112046,
