nr,GEMMA-naam,GGM-naam,GEMMA-guid,GGM-guid,GEMMA-type,GGM-uml-type,GEMMA-definitie,GGM-definitie,GEMMA-toelichting,GGM-toelichting,GEMMA-source-guid,GGM-source-guid,GEMMA-target-guid,GGM-target-guid,Datum-tijd-export
681,,,,{233E4DAA-5F42-4e31-9618-0C8DE4DDA387},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{48CCBBD0-2327-4620-881C-A39F151BABD6},18062026-11:55:11
682,,,,{FF67E901-9A5A-42d6-A057-D9C4CCF28661},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{5E0C3ED7-DCB9-4fc0-A11C-50F079D74EFD},18062026-11:55:11
683,,,,{E90A8EA3-8DFD-422f-A41E-6454BEBA891C},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{A514BC85-0096-4bbc-B393-DE1784056420},18062026-11:55:11
684,,,,{F3F8C187-FB01-42d0-AAC0-8D92E7D3B6B9},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{14E98618-2093-4442-9593-1B15890260A8},18062026-11:55:11
685,,,,{8CDF19AE-21FB-4071-873D-C99D3F0B1CEA},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{AFB7351F-6761-4db2-ACC4-537A1B7C0CAA},18062026-11:55:11
686,,,,{F0232FF3-B0A6-4fe2-B1E1-94240BBA4EDE},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{40C7DD8D-7F0A-4019-860A-EB59841D1DAF},18062026-11:55:11
687,,,,{1820B8A7-B5FA-4df2-9310-9A332743E529},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{6B1C7773-77F8-47a5-8C4E-E7E129148ADB},18062026-11:55:11
688,,,,{3DDE0EC5-209F-4ffe-A4B5-78A036D86D89},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{FBDF2AE8-AC88-4288-9B40-5B26C450FC20},18062026-11:55:11
689,,heeft synoniem,,{0FE32C76-69E2-4d61-BB8B-92F4DC906BC2},,Association,,,,,,{E194EC08-CD47-4429-9598-FDA0AF9E3C2A},,{E194EC08-CD47-4429-9598-FDA0AF9E3C2A},18062026-11:55:11
690,,,,{8A0284D9-1A7B-4c83-A1CF-6A8160046C5E},,Association,,,,,,{FBDF2AE8-AC88-4288-9B40-5B26C450FC20},,{E250F980-18C3-4666-8022-302ACDC18A56},18062026-11:55:11
691,,,,{961F974A-4FF8-41ce-A573-0ECF65593CED},,Association,,,,,,{E250F980-18C3-4666-8022-302ACDC18A56},,{DD9C65D4-0B47-4623-9BE4-6CE711DB846E},18062026-11:55:11
692,,,,{215D9398-9BE9-40b4-88E6-6183BF173600},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{8EE515EA-11F9-4f56-B9AA-F7B0904B39E7},18062026-11:55:11
693,,,,{C7927091-EE48-4c92-9C92-E904145DCB9D},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{8C8FAE2D-5F4D-4e3b-8EA3-43FF544775F2},18062026-11:55:11
694,,,,{BA1DAE52-6E3B-4141-9B1C-C8F2356E4FB0},,Association,,,,,,{6B1C7773-77F8-47a5-8C4E-E7E129148ADB},,{F600A89B-EE8E-4b86-949E-F15E9328EB83},18062026-11:55:11
695,,,,{2D3D13CF-83DE-4d64-8792-11D476954F4D},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{E7BC941E-A54D-49e1-8F77-1D8D7CE8EBD7},18062026-11:55:11
696,,,,{2F385F1E-FAF1-45e4-9632-080E119C8894},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{2F1FD6B9-AF03-4864-B40C-027155621707},18062026-11:55:11
697,,,,{F6952DDC-3D60-4847-930A-E84AB1FABBAA},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{B1CD002A-85A3-41db-A905-D9A7512A7307},18062026-11:55:11
698,,valt binnen,,{00AC0751-7FD5-4e88-96AD-2D775346E74F},,Association,,,,,,{DAF09055-A5A6-4ff4-A158-21B20567B296},,{FF5A6019-C72C-4bcc-ADDF-84811CBDA79B},18062026-11:55:11
699,,,,{3A088C24-90A1-4a98-BB67-6DEC41BC8D7B},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{1F4F46AC-825C-46c7-A417-BFA6775FF3D9},18062026-11:55:11
700,,,,{0E78C397-09BC-42e1-8E57-C3B95AFAA7FC},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{A0F5CBE4-67D2-47bb-9CE9-B104E7093D12},18062026-11:55:11
701,,,,{C3E34D34-9F52-426f-83AF-C392B07ABFE8},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{1C180C62-5B5E-45b4-BB94-F44454D11BDE},18062026-11:55:11
702,,,,{E3A8C6B1-5785-4483-B1E0-4EFDF1147E26},,Association,,,,,,{E2147AA5-89F8-4a59-A8F2-558AA872037F},,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},18062026-11:55:11
703,,,,{DC56CC6E-4531-482d-8657-F32CF341CF3F},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{F657BA3E-8B66-4b84-8036-0FA4CCC2D3CE},18062026-11:55:11
704,,,,{C1086760-9918-4728-B643-18136C1DDF99},,Association,,,,,,{BDC8C949-2563-45eb-9E85-866ED51B3AC4},,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},18062026-11:55:11
705,,,,{2B88DC4F-001E-4131-A4B3-98295635D774},,Association,,,,,,{BDC8C949-2563-45eb-9E85-866ED51B3AC4},,{E2F30023-4E8C-44fc-8989-1E467EA8618F},18062026-11:55:11
706,,,,{AB605CB3-7A9A-4339-8BC6-0FE3057D0A83},,Association,,,,,,{24A45AF2-13FF-491d-9E3D-F8D8113F28E1},,{E771BA5B-93D4-48a0-A6FC-BEBDD18C8975},18062026-11:55:11
707,,heeft,,{54AE48BD-8390-49e1-8C8C-3EEDFF82D0F0},,Association,,,,,,{3D2D5426-653C-485c-A99C-8AD933E76D78},,{9547BC67-7488-4d9a-B651-2B69A62D789F},18062026-11:55:11
708,,heeft,,{82DF0B8F-A0F0-4ad7-B346-87B8E4BEED4B},,Association,,,,,,{EE5472C2-193E-4432-B175-78D6DF1D357B},,{F188F63C-0033-4164-9F73-413AE6943497},18062026-11:55:11
709,Heeft,Heeft,b0e351c9-0318-4c2e-acea-7f62554012a4,{E4F555EE-2BD4-4eb0-B42D-366D4B560400},association-relationship,Association,,,,,e1620918-61a7-4cef-b0e2-6b8e206608c8,{F9B2A863-63C8-4229-906A-D0891BB4F021},b0cd75ba-28f2-4950-bb79-6ceb662eb6fa,{E2C66E88-930E-460f-93F8-8CD160DCEE15},18062026-11:55:11
710,,heeft een,,{DD96E8B4-4622-4a34-B2AC-A9C7363709EB},,Association,,,,,,{EE5472C2-193E-4432-B175-78D6DF1D357B},,{E2C66E88-930E-460f-93F8-8CD160DCEE15},18062026-11:55:11
711,,heeft,,{88DB8E16-976E-45bc-A3F9-D17297A9CD71},,Association,,,,,,{E2C66E88-930E-460f-93F8-8CD160DCEE15},,{E07490AD-C5DE-4665-8540-92B19656A027},18062026-11:55:11
712,,voor,,{40558423-3CC2-455c-A9DD-AC4F8CAA30D3},,Association,,,,,,{D9FAEFEC-2B8E-48dc-A1E8-E134754E9943},,{EE5472C2-193E-4432-B175-78D6DF1D357B},18062026-11:55:11
713,,bevat,,{39B99BE0-69B3-47a0-B6FC-991C56118F85},,Association,,,,,,{94EB7844-F863-4330-A15A-06ED4D1401E0},,{D9FAEFEC-2B8E-48dc-A1E8-E134754E9943},18062026-11:55:11
714,,heeft,,{228DEC20-E504-4c49-B1AF-0B4637DCCADB},,Association,,,,,,{EE5472C2-193E-4432-B175-78D6DF1D357B},,{CEAAEBFB-9CB8-4c5e-98F7-11791C0A21D2},18062026-11:55:11
715,,Vrijstelling,,{846CC71C-D354-47be-BF3F-0708F44D69B6},,Association,,,,,,{E2C66E88-930E-460f-93F8-8CD160DCEE15},,{C31D4A7E-1F25-4b85-B49C-AEC45EB3DB54},18062026-11:55:11
716,,vrijstelling voor,,{4A22D6DF-64B2-464e-9C4D-FED046CC57E0},,Association,,,,,,{C31D4A7E-1F25-4b85-B49C-AEC45EB3DB54},,{D41DCE2D-4AD5-45b8-9527-EC416F4A4CC7},18062026-11:55:11
717,,heeft,,{A2DD3BA5-80F4-4454-B90B-BDD529FA2949},,Association,,,,,,{EE5472C2-193E-4432-B175-78D6DF1D357B},,{AE33D54A-A105-4fac-B378-D5651B66F0F0},18062026-11:55:11
718,,heeft aangevraagd,,{EF148167-40EF-4598-A654-94DC90DE7646},,Association,,,,,,{598F7015-C6B5-4eed-80A6-139B62324678},,{950DD620-01C0-4594-875F-AE23C9154826},18062026-11:55:11
719,,heeft gevolgd,,{8AAE3275-1F11-4b67-BD1E-443971D3DEA3},,Association,,,,,,{598F7015-C6B5-4eed-80A6-139B62324678},,{8C5FEEDF-1AE5-44a6-8A13-53A70F06DBBC},18062026-11:55:11
720,,heeft gevolgd,,{5C77DF7C-5271-4f51-9995-DAB3D5E7710A},,Association,,,,,,{598F7015-C6B5-4eed-80A6-139B62324678},,{88DF555F-9F2F-4274-A1ED-B201EEE0E62E},18062026-11:55:11
721,,bestaat uit,,{7FCA5582-9B35-4ded-A509-EF499639C01A},,Association,,,,,,{6AEA0314-895B-46be-B525-96F4657E7F0D},,{7328FC95-FA03-405d-8EC4-5C4B3D5CF042},18062026-11:55:11
722,,neemt deel,,{2839C308-1490-41f8-9996-CFAC2B7399A3},,Association,,,,,,{598F7015-C6B5-4eed-80A6-139B62324678},,{6AEA0314-895B-46be-B525-96F4657E7F0D},18062026-11:55:11
723,,,,{C1877738-BECA-476e-8906-4DB092D0D0E1},,Association,,,,,,{63D30089-AD78-4c29-9D17-160FE4A242E8},,{951AC549-985D-4bdb-BEE0-65AD3C1ED9E2},18062026-11:55:11
724,,heeft,,{97F5FC70-3EF7-4e2d-ABB6-6FEDD3E67843},,Association,,,,,,{EE5472C2-193E-4432-B175-78D6DF1D357B},,{63D30089-AD78-4c29-9D17-160FE4A242E8},18062026-11:55:11
725,,beoordeling Aanvraag,,{4D3479C4-B18A-4a5a-B528-D1A780EC7F4F},,Association,,,,,,{63D30089-AD78-4c29-9D17-160FE4A242E8},,{E07490AD-C5DE-4665-8540-92B19656A027},18062026-11:55:11
726,,,,{CD062567-4976-488f-A5F3-17E3EDD1B018},,Association,,,,,,{AE33D54A-A105-4fac-B378-D5651B66F0F0},,{564CEF80-C5BE-4d74-8BC7-B48BEFDEE655},18062026-11:55:11
727,Onderdeel van,Onderdeel van,b4c50638-e6b8-4325-9cf1-656a8d09313c,{9DE13CC8-C495-4f21-8538-B6967FEEE075},association-relationship,Association,,,,,25fe4f05-5edf-451d-9c67-1dd286a162af,{2177E7F0-0F76-41b7-B5CA-5FE182355E94},e1620918-61a7-4cef-b0e2-6b8e206608c8,{51285531-9529-4b2d-9EC6-B6BAEA729D9A},18062026-11:55:11
728,afgesproken in,afgesproken in,fbaed11b-9991-42d3-a853-b19331b7bca8,{8E0A85FD-9A97-40f3-A4FA-96B74FE20774},association-relationship,Association,,,,,ab441c2e-d5a6-4546-b1b8-a08d3bee1c07,{51285531-9529-4b2d-9EC6-B6BAEA729D9A},a1f148c2-d310-45c0-aee9-33e2c641ce37,{94EB7844-F863-4330-A15A-06ED4D1401E0},18062026-11:55:11
729,Leid tot,heeft,372960b2-675e-43f0-ada9-ecb83d5152d9,{18BB4C56-7880-4b1e-9FE8-1F2DF357CE51},association-relationship,Association,,,,,a1f148c2-d310-45c0-aee9-33e2c641ce37,{8B394DCE-C3C4-4262-9460-8EF130E90D83},2d7f4231-96e8-4424-a656-c52473ea36dc,{51285531-9529-4b2d-9EC6-B6BAEA729D9A},18062026-11:55:11
730,Onderdeel van,Onderdeel van,859f52dc-3091-4721-bde6-47dc5bd9c461,{04F5981A-6C61-4431-A2CA-82DCFA1FDD9B},association-relationship,Association,,,,,b48d2c3e-646e-4858-b98a-b776f949cd8f,{783B026E-E993-467c-85E0-E90E9E01BAA0},e1620918-61a7-4cef-b0e2-6b8e206608c8,{51285531-9529-4b2d-9EC6-B6BAEA729D9A},18062026-11:55:11
731,,,,{CA8768E8-ADE1-4199-B1F9-2A97D5273306},,Association,,,,,,{598F7015-C6B5-4eed-80A6-139B62324678},,{45BB12F8-C796-43aa-A4D0-FDC724601EB9},18062026-11:55:11
732,,ontheffing voor,,{5423D12F-B004-4fa9-ABC0-0ABADB27A103},,Association,,,,,,{3F5932BD-C721-402d-8154-74A1CE097825},,{D41DCE2D-4AD5-45b8-9527-EC416F4A4CC7},18062026-11:55:11
733,,Ontheffing,,{18274FB3-5BA5-4396-B56C-64F9C715BF62},,Association,,,,,,{E2C66E88-930E-460f-93F8-8CD160DCEE15},,{3F5932BD-C721-402d-8154-74A1CE097825},18062026-11:55:11
734,,bezit,,{C166A1FF-871F-4a0c-A556-D64840893524},,Association,,,,,,{598F7015-C6B5-4eed-80A6-139B62324678},,{1095BF0E-087F-4341-8B3C-E0DD4C9AF269},18062026-11:55:11
735,,heeft,,{743C5835-5DF0-4cb8-A13F-AD396DD4794F},,Association,,,,,,{598F7015-C6B5-4eed-80A6-139B62324678},,{0C74C068-BA3A-4394-AA76-16B47FEFC88C},18062026-11:55:11
736,,onderdeel van ,,{9821848F-48A0-446d-8811-5DC161D2D13A},,Association,,Kan ook een generalisatie zijn. Geldt ook voor de overige routes,,,,{09D462A9-94C8-4803-A0A0-B7DB4363B45D},,{51285531-9529-4b2d-9EC6-B6BAEA729D9A},18062026-11:55:11
737,,,,{7BD80251-560B-4bd4-8BAC-7FB003EB04DE},,Association,,,,,,{F188F63C-0033-4164-9F73-413AE6943497},,{0279048D-E742-400c-9D86-03085E5EF917},18062026-11:55:11
738,,betreft,,{E757EB41-44FC-498e-B608-E3E2572C514C},,Association,,,,,,{101157F7-7852-102E-7547-2698B55B6FF8},,{DAF09055-A5A6-4ff4-A158-21B20567B296},18062026-11:55:11
739,,verwijst,,{8E8DA387-26C8-4a71-BC2C-6DC5FA6F6C8B},,Association,,,,,,{107E216A-17F2-DFCA-EAFE-263C7FFC912E},,{DAF09055-A5A6-4ff4-A158-21B20567B296},18062026-11:55:11
740,,bevat,,{9C6F0152-B2E3-47e8-9784-C2BEDFF84E6A},,Association,,,,,,{D8F2EAAD-7C80-4164-8171-C632F18A6742},,{cac6d8c1-42e6-41cb-9907-3c65c081afba},18062026-11:55:11
741,,Is reden tot,,{DF1C9317-8A8A-49ec-B37E-560CE1C0C084},,Association,,,,,,{4B7F5B5B-CCC7-465e-9908-E83620EEAE89},,{cac6d8c1-42e6-41cb-9907-3c65c081afba},18062026-11:55:11
742,,veroorzaakt,,{BD34FCA6-9EAA-43fd-857F-33D4D8E10654},,Association,,,,,,{DAF09055-A5A6-4ff4-A158-21B20567B296},,{167FF4C9-6B66-EEDA-5189-262C4A139258},18062026-11:55:11
743,heeft regeling,heeft regeling,58045ae9-1012-4000-8e9b-95cfd255818f,{8497772C-6E42-41a6-903A-01B2B601D996},association-relationship,Association,,,,,2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},4613c364-53f2-445d-a392-3b6661533a71,{C25455F3-FEB0-4c6d-9AA4-3B027718BEE3},18062026-11:55:11
744,,is regelingsoort,,{AE5918D8-03E0-4a58-8902-F4FC44321626},,Association,,,,,,{C25455F3-FEB0-4c6d-9AA4-3B027718BEE3},,{14D3C960-5EF2-433c-8E1C-B493974280E2},18062026-11:55:11
745,heeft voorziening,heeft voorziening,76a883be-5af9-48b1-a0c1-a1b6da33cb04,{CE467A42-14DD-488c-AEAA-FD1A268DF8B7},association-relationship,Association,,,,,2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},9f48e45c-d6d8-4208-b4ea-d1b8317d79f2,{07784236-3AA6-45e5-8253-7D088C4020B0},18062026-11:55:11
746,,is soort voorziening,,{CA3F2F05-2D8A-4e33-A4ED-A35C7D2D5B1F},,Association,,,,,,{AF18E7D3-279D-4323-B785-6C75B4701430},,{07784236-3AA6-45e5-8253-7D088C4020B0},18062026-11:55:11
747,Voorziening Bijstandspartij,Voorziening Bijstandspartij,0728752d-a234-4366-ab2e-fd3c48482c11,{5E157D7D-4E57-43e8-8432-79971CEA5A2C},association-relationship,Association,,,,,2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},9f48e45c-d6d8-4208-b4ea-d1b8317d79f2,{07784236-3AA6-45e5-8253-7D088C4020B0},18062026-11:55:11
748,,,a98b80a4-c79e-4ec4-be61-3ba72bf54e2c,{5A3668C5-2C9F-4231-BC06-D1A69BDDA5CE},association-relationship,Association,,,,,17a0d019-c25e-4bba-ae64-f381da597376,{276E1BF9-E902-4303-A9E7-048627E0DC84},9f48e45c-d6d8-4208-b4ea-d1b8317d79f2,{07784236-3AA6-45e5-8253-7D088C4020B0},18062026-11:55:11
749,is partner van,is partner van,f1d76c12-c855-4722-8042-42df3180d474,{28E29059-DBFC-4cfc-A99F-940A0853B602},association-relationship,Association,,,,,2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},9f48e45c-d6d8-4208-b4ea-d1b8317d79f2,{07784236-3AA6-45e5-8253-7D088C4020B0},18062026-11:55:11
750,,redenBlokkering,,{3929A5E7-EB95-4337-972C-2AF8AD5BB30B},,Association,,,,,,{07784236-3AA6-45e5-8253-7D088C4020B0},,{88B0A7AB-53E6-4bc1-8D99-9BE896AB8418},18062026-11:55:11
751,,redenInstroom,,{124D9BBB-6EDF-4877-892B-FC37C49240C5},,Association,,,,,,{07784236-3AA6-45e5-8253-7D088C4020B0},,{8D999BE8-96AB-8418-99A2-CB86335AFB97},18062026-11:55:11
752,,redenUitstroom,,{070894C5-A7FF-41c1-9B45-49DB985F037C},,Association,,,,,,{07784236-3AA6-45e5-8253-7D088C4020B0},,{99A2CB86-335A-FB97-9C8F-47170B1699EC},18062026-11:55:11
753,,soortHuisvesting,,{A4221BE3-623E-4ecc-AAB1-1D5944526B6F},,Association,,,,,,{07784236-3AA6-45e5-8253-7D088C4020B0},,{8D999BE8-96AB-8418-B94F-289754CE1336},18062026-11:55:11
754,,is opgebouwd uit,,{C9BD5B6D-0EF1-49c6-9ABC-82F1C4E9AC06},,Association,,,,,,{07784236-3AA6-45e5-8253-7D088C4020B0},,{F4FD02F2-9FFA-4a35-BA32-B4CDE4002E7A},18062026-11:55:11
755,,heeft,,{7A6BF11D-7F34-468f-A1AA-73D96DDD51D3},,Association,,,,,,{F4FD02F2-9FFA-4a35-BA32-B4CDE4002E7A},,{F787184D-3AA8-4132-96C4-23A363C3C1B7},18062026-11:55:11
756,,is van soort,,{0D2A4E08-7DF5-4545-A877-D564CB67BE55},,Association,,,,,,{F4FD02F2-9FFA-4a35-BA32-B4CDE4002E7A},,{3372192D-4773-46b2-BDA5-C98B220F8954},18062026-11:55:11
757,,heeft,,{AE74E4E1-6E71-4998-BBD4-046C3475AB34},,Association,,,,,,{117A52E7-D317-92C3-C4DB-281C33034B40},,{D90E822D-7EF8-4ea6-AF5C-4A4362577941},18062026-11:55:11
758,,neemt dienst af,,{FEB7633D-30CF-4343-B4B4-3AF3A1CA2956},,Association,,,,,,{DAF09055-A5A6-4ff4-A158-21B20567B296},,{022154F4-817D-0DFB-5FFC-281C33037384},18062026-11:55:11
759,,doet aanvraag,,{FDC54065-F9E7-4672-A9EB-6F0D15496F69},,Association,,,,,,{DAF09055-A5A6-4ff4-A158-21B20567B296},,{208D605F-BDE5-700A-13F6-281C3303691F},18062026-11:55:11
760,,heeft (onderdeel van),,{D8950A51-815D-4ddc-A7ED-F99377454BC1},,Association,,,,,,{42CA98D5-0E2F-4110-AED0-6B8ADB955BBF},,{51285531-9529-4b2d-9EC6-B6BAEA729D9A},18062026-11:55:11
761,,naam4,,{476E7F9D-D7F2-4279-B35B-981DCDA389E0},,Association,,,,,,{EF4E7B58-F178-4a4f-85C5-A5CD93747A36},,{97EE5348-F06A-44cb-A792-7371CF5D2E53},18062026-11:55:11
762,,naam3,,{EB1ECE1C-9867-46d8-B423-50862C0A344A},,Association,,,,,,{EF4E7B58-F178-4a4f-85C5-A5CD93747A36},,{23D170D0-917E-4873-A622-43214405AB3D},18062026-11:55:11
763,,naam1 (werkwoord),,{3F495D53-B1CF-4dda-A6CA-903B2ECC735F},,Association,,,,,,{AE553F3F-B8B6-4bd2-A6A1-8051145C823B},,{0799B0D1-5067-43e2-8A6F-48FB972225E5},18062026-11:55:11
764,,naam2 (werkwoord),,{18883E50-FEE4-4c26-A82E-28BB87F53C62},,Association,,,,,,{DE4D6CAB-7798-46cd-AE1B-328684681323},,{0799B0D1-5067-43e2-8A6F-48FB972225E5},18062026-11:55:11
765,is onderdeel van,is onderdeel van,b0377d6a-5d4c-4a12-8be1-b63944b8fc2e,{9BC2535C-F097-4ac5-BEFF-F5AEC06A5774},association-relationship,Association,De unieke aanduidingen van de WOZ-DEELOBJECTen waaruit het WOZ-OBJECT bestaat.,De unieke aanduidingen van de WOZ-DEELOBJECTen waaruit het WOZ-OBJECT bestaat.,<memo>,,8047febd-3ee4-4a35-83ce-5f538c607446,{EEC30588-0E12-41c9-977E-C885A0A7EDC3},3f1aeea3-a5a8-4df6-af1e-51d5ef4ad32f,{CB7BA76D-0793-4d5a-9596-533C5BC56BBF},18062026-11:55:11
766,,heeft,,{0A687C58-657E-43da-89AA-E9165EC861EA},,Association,,,,,,{CB7BA76D-0793-4d5a-9596-533C5BC56BBF},,{E71DC5EC-EEEB-4d27-A3C1-B46FD34AD41B},18062026-11:55:11
767,,,,{669FD2D2-1C12-4f47-917C-070C4C4C4339},,Association,,,,,,{C1542AC8-2F3C-4e62-ADFA-A9FB3358DAB1},,{C97E674B-BCBC-45e8-B60C-1E0C7954D751},18062026-11:55:11
768,,,,{0DE976AA-E9D2-4bd5-A910-5BBE7600727A},,Association,,,,,,{B8F44180-1F2A-4bbc-8E17-6C472111A92B},,{C2D0F78A-D6FC-4330-B78C-4F4B34EE1349},18062026-11:55:11
769,heeft,heeft,da305487-2a3d-4044-bd5c-1fcd42461afa,{F8E8F7C2-352B-4da4-A2CE-D66ADA9928FA},association-relationship,Association,,,,,b403d1ab-a0ee-4ca0-befa-01bbc54bf403,{B60B8EF9-D1C0-4e36-BF9B-1C16F92518DD},21343647-4fed-40b8-8a9e-4672592d2aa8,{EB35F5B8-9289-49cc-8DF4-8BD20EC662A9},18062026-11:55:11
770,,,,{12D8EF33-4A95-476f-9F69-53BC6DB46972},,Association,,,,,,{B60B8EF9-D1C0-4e36-BF9B-1C16F92518DD},,{EAD40DDC-9904-4cde-BE9B-2100268E71B7},18062026-11:55:11
771,,,,{2D280C13-8500-442f-AF10-A00A20F088F9},,Association,,,,,,{B0EA89D8-EE32-410b-B683-8CA937E5009D},,{2F658B5B-1B89-437e-8EAD-FD544FD62A0A},18062026-11:55:11
