nr,GEMMA-naam,GGM-naam,GEMMA-guid,GGM-guid,GEMMA-type,GGM-uml-type,GEMMA-definitie,GGM-definitie,GEMMA-toelichting,GGM-toelichting,GEMMA-source-guid,GGM-source-guid,GEMMA-target-guid,GGM-target-guid,Datum-tijd-export
293,is projectleider van,is projectleider van,ab8abbc8-d62b-4751-9bb3-d7f56895e834,{BCAFF0F6-3351-45ae-BD46-EA29D08AB8B5},association-relationship,Association,,,,,fa52d5b0-b810-4f70-8e27-180b36fec342,{888BBB4F-BEBA-4b9a-BB2E-0E1F2A3606DF},e5933d4f-02b6-4851-a31e-8bc5b7cbaab6,{D857E285-1EA3-4ba3-9614-5FACAC8BA133},18062026-11:55:11
294,binnen programma,binnen programma,307494e0-e4c8-420f-b556-520c51d8901e,{60B21789-9C53-450d-80BD-78FED8978AFD},association-relationship,Association,,,,,5c865df8-3c62-4302-9a7b-eb5bd9ba6785,{0E19C86B-9088-41bd-9DD0-15094426570E},e5933d4f-02b6-4851-a31e-8bc5b7cbaab6,{D857E285-1EA3-4ba3-9614-5FACAC8BA133},18062026-11:55:11
295,heeft,heeft,1c076683-6766-4f7f-ab00-6aaf8763d7ce,{0695940F-CBA6-466e-8F9C-6E37C74771AE},association-relationship,Association,,,,,2e6cb8da-90a5-4c57-be64-5a82cfbddb12,{6BBB2AE0-6F42-4676-8C6C-E727032F5F47},e5933d4f-02b6-4851-a31e-8bc5b7cbaab6,{D857E285-1EA3-4ba3-9614-5FACAC8BA133},18062026-11:55:11
296,Bestaat uit,Bestaat uit,17eb37a8-b6e5-467f-b2c3-5d24a5025042,{E5612426-29C1-41dc-9289-1E7583EE153E},association-relationship,Association,,,,,e5933d4f-02b6-4851-a31e-8bc5b7cbaab6,{D857E285-1EA3-4ba3-9614-5FACAC8BA133},69e60d64-7165-488f-a392-0e75eb4e99fb,{681DB26F-D779-4796-B467-576E5A25F581},18062026-11:55:11
297,heeft,heeft,6d96b799-6837-4655-9a8c-1457438c469b,{3BA44B64-D37E-474c-9D0E-FCF6EFE4928E},association-relationship,Association,,,,,48bc7e60-2a17-4909-b475-b18938e79048,{2587938E-CF7F-499b-BB21-9CB8BBCC1DD2},10eaa33f-03bf-42b4-9310-56add2cb5a7b,{5641C50A-C0FA-4e71-B07B-26C7B1CE94ED},18062026-11:55:11
298,maakt,maakt,6805b9ef-0803-48c9-a09e-a9fd02af0b07,{6517383A-6627-4b06-A95A-D0F49D18B238},association-relationship,Association,,,,,6f57464b-d011-4a75-afe8-a69b543c042b,{BBE1DC54-1482-4650-BB7F-930DDB823E09},5b02590d-3c1e-416c-ad2b-9edbef005ba5,{1EBA6DEB-268D-4339-86C9-7C1BA218A7A0},18062026-11:55:11
299,betrekking op,betrekking op,9b5c5a7f-825b-4755-a63f-a96764378488,{707A174E-91B3-4f85-9EAC-E0DC257E60B3},association-relationship,Association,,,,,5bd99108-61d6-4b8f-ab84-dd16011d10db,{053B594A-5E45-4413-9339-D2D026ECCE20},e5933d4f-02b6-4851-a31e-8bc5b7cbaab6,{D857E285-1EA3-4ba3-9614-5FACAC8BA133},18062026-11:55:11
300,doet,doet,dd25036d-5723-4eb9-a5b8-725b2d7d2eb0,{AB7D9C3F-6C1F-4347-B661-9BC162DC4C63},association-relationship,Association,,,,,6f57464b-d011-4a75-afe8-a69b543c042b,{BBE1DC54-1482-4650-BB7F-930DDB823E09},4e149a77-4fcc-4f4a-ac18-b6655848b5c1,{30D5F6E6-DE8D-46b6-AC8A-6CA1391ADFF7},18062026-11:55:11
301,verplicht tot,verplicht tot,048dabd1-3482-4c98-a1b0-4aa6a1e86e64,{D132F25A-C05F-4fda-B479-54E808DC2D78},association-relationship,Association,,,,,4e149a77-4fcc-4f4a-ac18-b6655848b5c1,{30D5F6E6-DE8D-46b6-AC8A-6CA1391ADFF7},5bd99108-61d6-4b8f-ab84-dd16011d10db,{053B594A-5E45-4413-9339-D2D026ECCE20},18062026-11:55:11
302,betreft,betreft,0b82a917-88e0-400a-a7c8-32a1d9a48042,{99D24DE3-C709-4325-814B-DF123E7EF6AE},association-relationship,Association,,,,,4e149a77-4fcc-4f4a-ac18-b6655848b5c1,{30D5F6E6-DE8D-46b6-AC8A-6CA1391ADFF7},5b02590d-3c1e-416c-ad2b-9edbef005ba5,{1EBA6DEB-268D-4339-86C9-7C1BA218A7A0},18062026-11:55:11
303,betreft,betreft,5ff95128-410f-418c-b18a-e045ae72fb2a,{32D4F5AE-E957-4888-9A9A-A265EB6B08CD},association-relationship,Association,,,,,4e149a77-4fcc-4f4a-ac18-b6655848b5c1,{30D5F6E6-DE8D-46b6-AC8A-6CA1391ADFF7},48bc7e60-2a17-4909-b475-b18938e79048,{2587938E-CF7F-499b-BB21-9CB8BBCC1DD2},18062026-11:55:11
304,heeft,heeft,33065b74-d5c3-4f43-9c02-43e9a2e2f5a7,{C0B674EC-1823-48d3-9D17-0E00F4F722C9},association-relationship,Association,,,,,0a945e86-b4f2-45b2-855f-ed9fd0b4dca1,{B011D584-1E66-4a21-A9C4-C922A8763AB2},1a89112a-e13c-4c87-a862-e8ec66c01588,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},18062026-11:55:11
305,uitvoerder,uitvoerder,4dd2e807-a6bc-4b1c-b96e-8ba9372aa86d,{D803E782-8DBB-4c45-91DD-56860F16EE69},association-relationship,Association,,,,,1a89112a-e13c-4c87-a862-e8ec66c01588,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},6cc6afe6-e4c6-4e2b-a359-f278b23700db,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},18062026-11:55:11
306,uitvoerder,uitvoerder,6dff1fc3-487a-4db9-9f22-f5820e4e8888,{B951DEE9-57EB-4a05-84CD-B18D4FB633E6},association-relationship,Association,,,,,1a89112a-e13c-4c87-a862-e8ec66c01588,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},113af80a-7e3e-41f6-8f79-8d0d48c4c257,{EA7FE08E-34F7-45d2-BE2E-E4E3B8333BF3},18062026-11:55:11
307,melder,melder,c4be2f8d-c2e5-4c09-9bdc-78e8af8358ae,{7D663D6E-58EA-4f60-8A11-B5611B740A67},association-relationship,Association,,,,,1a89112a-e13c-4c87-a862-e8ec66c01588,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},cd27cd50-1721-4870-a292-ea0f24d1ada4,{9F4E12E4-B228-4931-AC83-1B1F60958A89},18062026-11:55:11
308,melder,melder,22a94f45-99a1-4241-843a-9b7db5baf28e,{05380CFB-6F3C-40c5-9160-8D12D5D9E210},association-relationship,Association,,,,,1a89112a-e13c-4c87-a862-e8ec66c01588,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},6cc6afe6-e4c6-4e2b-a359-f278b23700db,{16EB3936-03CB-4854-9CD8-9F0911EEA51B},18062026-11:55:11
309,bevat,bevat,7ef067fa-eb7f-4c38-b975-b67fbe931179,{0179460D-47F8-4f18-8CA1-692E8DF7A81C},association-relationship,Association,,,,,5547cc2e-c193-4d41-a6e2-8f04b5e3cd92,{B1D48EFB-81E7-420d-A080-5B4C01798FFB},1a89112a-e13c-4c87-a862-e8ec66c01588,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},18062026-11:55:11
310,betreft,betreft,7b4e977c-72df-4c99-90a6-29ccf204bb96,{82E002A1-4616-4ddf-891C-CC96B979C562},association-relationship,Association,,,,,4c80e4c9-5e35-43d8-8438-2860c18949f0,{5DC6EA71-272C-4392-BA5E-5C97DC3CA9D9},8155eb9b-eb9e-4eec-a850-80c185983a9f,{9775E778-DBF8-4122-94CE-551466B62F46},18062026-11:55:11
311,heeft betrekking op,heeft betrekking op,bb522ffd-6442-4514-83b1-bd03cb5d638d,{1A349697-B524-49b7-B513-DEC2BA5ACE19},association-relationship,Association,,,,,4c80e4c9-5e35-43d8-8438-2860c18949f0,{5DC6EA71-272C-4392-BA5E-5C97DC3CA9D9},671ec5bd-e8ac-44d7-8a01-cc9b439c6c5f,{8C809341-AC60-4378-8BA0-0843E8C06AF3},18062026-11:55:11
312,,conform,,{0D620AF9-0BBF-442d-B66B-9A0E84EFC078},,Association,,,,,,{4A8E659E-F088-446d-8614-BA31B106A417},,{2C6C809D-28B0-4037-BBFA-3E438A2DF81D},18062026-11:55:11
313,binnen,binnen,0dc6dff9-0738-49ae-8c5f-4297aab0532e,{FA63C3E9-EFFC-4177-9ABF-894685F9E4D2},association-relationship,Association,,,,,1dc502a7-f60b-4950-92b1-9a7f8cdc471f,{9507EE24-6397-4a9c-B478-8C2899EC0BFB},0a945e86-b4f2-45b2-855f-ed9fd0b4dca1,{B011D584-1E66-4a21-A9C4-C922A8763AB2},18062026-11:55:11
314,valt binnen,valt binnen,691e2a9c-22b5-4900-a92d-c3047bab3104,{C8DBA134-C94C-45ee-9E7E-0C16B4497679},association-relationship,Association,,,,,1dc502a7-f60b-4950-92b1-9a7f8cdc471f,{9507EE24-6397-4a9c-B478-8C2899EC0BFB},fd33a9fa-9c73-43a1-8e22-8cff15dc84d9,{2F759BC4-7E3C-4ce9-94FF-33A4106A6E5A},18062026-11:55:11
315,ligt in,ligt in,45103237-f73a-432d-b3b7-09e34313fad2,{8E0F4A33-65E9-4970-80DF-67A24D781DAE},association-relationship,Association,,,,,1dc502a7-f60b-4950-92b1-9a7f8cdc471f,{9507EE24-6397-4a9c-B478-8C2899EC0BFB},8772e7a6-24c8-454f-ab54-7d12c1849e97,{67CC2144-6B88-433c-853D-07379C66D6CF},18062026-11:55:11
316,,valt binnen,,{47BA4F9D-8CFA-4bd8-98BB-4F97974CC940},,Association,,,,,,{9507EE24-6397-4a9c-B478-8C2899EC0BFB},,{120EA50B-B9A2-4869-A3BE-46931F631D33},18062026-11:55:11
317,,ligt in,,{41C3ACE4-1E32-460f-9514-1111FDA0591F},,Association,,,,,,{9507EE24-6397-4a9c-B478-8C2899EC0BFB},,{38649FF6-88C6-437d-AF8E-A9023D55E16C},18062026-11:55:11
318,verwijst naar,verwijst naar,d993e1f8-350c-4b17-a7ec-fc4cbf18419d,{ECEFCF19-B735-4e84-A480-F63B7890E038},association-relationship,Association,,,,,f5de1e41-5207-4d9e-a4f8-7889b5c1e2b1,{05B355EF-39EA-4bfb-B1F3-AB31841C986E},7866576d-8cb5-495b-a2f4-2b56393ee7b5,{E060DC30-E4F2-4794-A16E-7207032E250},18062026-11:55:11
319,betreft,betreft,60e43735-b34b-4ef9-8bc0-e7263798746f,{1EBFDA74-909D-436c-88D3-D982343148E6},association-relationship,Association,,,,,1a89112a-e13c-4c87-a862-e8ec66c01588,{C6094F79-D8EA-4763-90DF-4E30EFABA1FA},7866576d-8cb5-495b-a2f4-2b56393ee7b5,{E060DC30-E4F2-4794-A16E-7207032E250},18062026-11:55:11
320,heeft,heeft,6fe27ced-a01c-4c4d-a14e-7428e89b40b2,{A8A409D9-0B4B-4d2e-8D2A-D194827E95F7},association-relationship,Association,,,,,7866576d-8cb5-495b-a2f4-2b56393ee7b5,{E060DC30-E4F2-4794-A16E-7207032E250},5547cc2e-c193-4d41-a6e2-8f04b5e3cd92,{B1D48EFB-81E7-420d-A080-5B4C01798FFB},18062026-11:55:11
321,uitgevoerd met,uitgevoerd met,bc2d0a0d-0923-4b39-841d-f68f94e076c8,{F197BB35-77DD-4309-A8B7-D910A033AE6C},association-relationship,Association,,,,,892c2a19-8066-404b-8a04-268f9497dd1c,{832DA9A0-0E64-4d41-8266-38418B095919},b8e3111b-1993-4490-bdf4-f8eca8add712,{9A422266-783E-4f48-9B12-F442C1B22A45},18062026-11:55:11
322,volgens,volgens,d0a453e3-5cfe-4866-88fe-6c337f663e0c,{27329A36-5B92-44c6-8A47-EE43404FD628},association-relationship,Association,,,,,892c2a19-8066-404b-8a04-268f9497dd1c,{832DA9A0-0E64-4d41-8266-38418B095919},024bb42f-38cf-42ba-859d-184221eff16c,{55A58838-3877-4e76-B5BF-26C68FAD463D},18062026-11:55:11
323,,heeft,,{FDDDA9A7-05A7-4fc6-A28F-9A131CAD0BAD},,Association,,,,,,{21BBA828-AAE0-4785-9E44-45C1B866C882},,{E79C6C20-3D05-49fb-96ED-105B5CD0ABA5},18062026-11:55:11
324,uitgevoerde storting,uitgevoerde storting,7a6f2ca4-5333-4d8a-8724-f87a178254ea,{5614D2DC-1440-4241-9399-33073E5A1E4C},association-relationship,Association,,,,,4f840a95-77ba-47ae-b554-a00db6f905b4,{F6D7A83B-30BC-44f4-91E2-74C04DCE87AE},c7dda76d-bcdd-4b63-97dc-9d273b2f9092,{15910FE7-D323-45ff-AA7F-CE3C636CE953},18062026-11:55:11
325,heeft,heeft,ac70f084-2dac-49a5-99dc-beb9d639a990,{616888E8-12DB-4385-9F2A-EEABBBE80C6E},association-relationship,Association,,,,,892c2a19-8066-404b-8a04-268f9497dd1c,{832DA9A0-0E64-4d41-8266-38418B095919},21e043b1-6d0c-4fd0-ac07-fd854ed8b9df,{9079F098-1084-4484-ACCC-6C6C07043193},18062026-11:55:11
326,geldig voor,geldig voor,18e70682-6667-451e-b193-d1609ff5622e,{DEE1498F-CA3E-4bd2-9B38-E77E31049F0B},association-relationship,Association,,,,,4f840a95-77ba-47ae-b554-a00db6f905b4,{F6D7A83B-30BC-44f4-91E2-74C04DCE87AE},0310645e-6873-4cb3-93ec-734f0ac3323e,{1638F2AF-F1E8-4360-BA47-D975F2135168},18062026-11:55:11
327,bij,bij,5fc4be72-b743-4c94-894b-266587d6198b,{C3B463D6-BCFB-414c-9FDF-C5BFCDC7BC1B},association-relationship,Association,,,,,c7dda76d-bcdd-4b63-97dc-9d273b2f9092,{15910FE7-D323-45ff-AA7F-CE3C636CE953},0310645e-6873-4cb3-93ec-734f0ac3323e,{1638F2AF-F1E8-4360-BA47-D975F2135168},18062026-11:55:11
328,gestopt op,gestopt op,7856d520-bd07-40d4-bdb0-78d4fab2a88d,{90CF5882-E7C6-47d8-BC38-F44A69FF7F31},association-relationship,Association,,,,,21e043b1-6d0c-4fd0-ac07-fd854ed8b9df,{9079F098-1084-4484-ACCC-6C6C07043193},71b8f8f4-9789-4cab-9828-d508607188bf,{7F4E17A3-0EC2-4bee-B4E0-BFA26D653EB9},18062026-11:55:11
329,betreft,betreft,2133adda-9e33-41ac-85ec-f7c3843c9113,{7F1E6990-018A-436c-9813-1F75AB62D3C7},association-relationship,Association,,,,,e1029618-919b-4889-9989-e7f6ca9a16ea,{8A02DCF5-E568-4d45-96A2-FD4FB53F414C},71b8f8f4-9789-4cab-9828-d508607188bf,{7F4E17A3-0EC2-4bee-B4E0-BFA26D653EB9},18062026-11:55:11
330,gaat langs,gaat langs,22676eb0-c93f-4c57-8034-08be3d2bb09b,{33F2F523-1BA7-4b83-A62D-19A8622465F5},association-relationship,Association,,,,,024bb42f-38cf-42ba-859d-184221eff16c,{55A58838-3877-4e76-B5BF-26C68FAD463D},71b8f8f4-9789-4cab-9828-d508607188bf,{7F4E17A3-0EC2-4bee-B4E0-BFA26D653EB9},18062026-11:55:11
331,ophalen,ophalen,0de4bd31-27b7-4cf1-b7cd-ec8872769ef2,{C09F3E43-5B6A-460b-AD49-C26FE2DCFF78},association-relationship,Association,,,,,024bb42f-38cf-42ba-859d-184221eff16c,{55A58838-3877-4e76-B5BF-26C68FAD463D},5b29c1f2-feeb-4e72-9b70-7a0a8bb374cc,{80A7D18F-7C7E-4ee6-9F07-055559BCEF9F},18062026-11:55:11
332,fractie,fractie,f23df932-af41-4a2c-8cab-40f6f335bf6d,{9F46337A-7B77-464b-AAF3-E339F6D1E39A},association-relationship,Association,,,,,c7dda76d-bcdd-4b63-97dc-9d273b2f9092,{15910FE7-D323-45ff-AA7F-CE3C636CE953},5b29c1f2-feeb-4e72-9b70-7a0a8bb374cc,{80A7D18F-7C7E-4ee6-9F07-055559BCEF9F},18062026-11:55:11
333,inzamelpunt van,inzamelpunt van,e8e072a0-6893-4af1-877b-50f8b77ca1a9,{8F27C588-2ED1-4d02-85C1-E3560A0C898D},association-relationship,Association,,,,,0310645e-6873-4cb3-93ec-734f0ac3323e,{1638F2AF-F1E8-4360-BA47-D975F2135168},5b29c1f2-feeb-4e72-9b70-7a0a8bb374cc,{80A7D18F-7C7E-4ee6-9F07-055559BCEF9F},18062026-11:55:11
334,,betreft,,{7E95D3E7-7C41-4873-9BC8-6BE07BD58617},,Association,,,,,,{E79C6C20-3D05-49fb-96ED-105B5CD0ABA5},,{80A7D18F-7C7E-4ee6-9F07-055559BCEF9F},18062026-11:55:11
335,betreft,betreft,0a13b214-b9a4-45f9-b131-a31f0a01dd1b,{0C4C7705-5F76-417a-B326-E721AFB72ADB},association-relationship,Association,,,,,e1029618-919b-4889-9989-e7f6ca9a16ea,{8A02DCF5-E568-4d45-96A2-FD4FB53F414C},5b29c1f2-feeb-4e72-9b70-7a0a8bb374cc,{80A7D18F-7C7E-4ee6-9F07-055559BCEF9F},18062026-11:55:11
336,,betreft,,{FFAAF721-5ED0-4e5b-B5F7-D041D8517D00},,Association,,,,,,{8A02DCF5-E568-4d45-96A2-FD4FB53F414C},,{0A7769C7-FE3E-45eb-A644-22E5CB207B42},18062026-11:55:11
337,,geschikt voor,,{F27204F9-AFF0-431a-A5C8-66A1A1736ED1},,Association,,,,,,{9A422266-783E-4f48-9B12-F442C1B22A45},,{0A7769C7-FE3E-45eb-A644-22E5CB207B42},18062026-11:55:11
338,gelost,gelost,e335bc38-a3ce-4274-8168-bbe36f12f7cc,{99AE0490-31AD-4cde-9104-15B00595495C},association-relationship,Association,,,,,21e043b1-6d0c-4fd0-ac07-fd854ed8b9df,{9079F098-1084-4484-ACCC-6C6C07043193},a9b50546-d72d-4e60-8da5-184a27a626c5,{7D3D98F0-664C-4605-9D95-F68C88ECBA9A},18062026-11:55:11
339,,heeft,,{B9EFC41B-C77E-43e5-80BE-886D1F7FF6A7},,Association,,,,,,{7D3D98F0-664C-4605-9D95-F68C88ECBA9A},,{3650DB98-AC7B-46c0-A607-C54D69E38E42},18062026-11:55:11
340,heeft,heeft,2ff7df3b-ef3b-46d2-8eee-1f48fbf392a7,{B6A165E1-F6F2-447a-83F3-8786CC50D691},association-relationship,Association,,,,,a9b50546-d72d-4e60-8da5-184a27a626c5,{7D3D98F0-664C-4605-9D95-F68C88ECBA9A},71b8f8f4-9789-4cab-9828-d508607188bf,{7F4E17A3-0EC2-4bee-B4E0-BFA26D653EB9},18062026-11:55:11
341,,soort,,{A3FEE3DD-1148-4a7e-A133-1DAA02D2F1EA},,Association,,,,,,{7D3D98F0-664C-4605-9D95-F68C88ECBA9A},,{0A7769C7-FE3E-45eb-A644-22E5CB207B42},18062026-11:55:11
342,geschikt voor,geschikt voor,61658ee2-cd30-42d1-a9cc-7502be064be9,{36405EF9-1834-4820-AC14-E948C8E501CA},association-relationship,Association,,,,,a9b50546-d72d-4e60-8da5-184a27a626c5,{7D3D98F0-664C-4605-9D95-F68C88ECBA9A},5b29c1f2-feeb-4e72-9b70-7a0a8bb374cc,{80A7D18F-7C7E-4ee6-9F07-055559BCEF9F},18062026-11:55:11
343,,subcategorie,,{BE8CFC8D-1A0C-4356-8D5A-24D839958662},,Association,,,,,,{8A02DCF5-E568-4d45-96A2-FD4FB53F414C},,{9EC6B40B-0C87-4453-B567-E0D3572F86AF},18062026-11:55:11
344,,hoofdcategorie,,{72EEDB98-89E2-489f-853E-374200CC5BD7},,Association,,,,,,{8A02DCF5-E568-4d45-96A2-FD4FB53F414C},,{9EC6B40B-0C87-4453-B567-E0D3572F86AF},18062026-11:55:11
345,,heeft soort,,{E15D5C66-CF29-438f-8E91-3427CB747057},,Association,,,,,,{A22B8038-3C04-44a7-8E75-90A3A5E2615B},,{E81990BA-1B6E-4e2a-9910-1E02CDDD53A6},18062026-11:55:11
346,heeft doelstelling,heeft doelstelling,565f741a-83c3-49f3-bb31-f3c099f71c35,{51748CAF-E7CE-4ce8-9897-DE5549EF0F09},association-relationship,Association,,,,,276088a8-7dcf-4dd8-9450-bf677c7329ed,{A22B8038-3C04-44a7-8E75-90A3A5E2615B},e348516f-ca14-4d0e-8071-b5c318f9201b,{28C572B5-C147-4b99-B920-00062C843FDE},18062026-11:55:11
347,,is van soort,,{F3D8FF7E-2CB8-46e1-9A48-452F97414C61},,Association,,,,,,{28C572B5-C147-4b99-B920-00062C843FDE},,{79A14AF2-F1F9-43a3-914B-FD04CB609F44},18062026-11:55:11
348,heeft aanmelding,heeft aanmelding,57384606-45b3-4cc5-aff2-95fd78564829,{C49D501E-CC39-4b11-9579-7B0A180B98DD},association-relationship,Association,,,,,276088a8-7dcf-4dd8-9450-bf677c7329ed,{A22B8038-3C04-44a7-8E75-90A3A5E2615B},4615aabe-451f-40ef-87ce-fb4fcd43c859,{294E3981-C1EF-451e-AE2B-758EC4E4B284},18062026-11:55:11
349,heeft bijzonderheid,heeft bijzonderheid,ee77efed-f34c-4666-9ef4-da8b63c09faf,{507E6CB0-8844-4a39-AA86-7DE0A88CC0DB},association-relationship,Association,,,,,276088a8-7dcf-4dd8-9450-bf677c7329ed,{A22B8038-3C04-44a7-8E75-90A3A5E2615B},47f7a086-43f4-4112-8a82-13d15ab3d12c,{77A962E5-889A-4af6-ADFD-37C3EE8C48F0},18062026-11:55:11
350,,is van soort,,{9EB392F7-17AF-488e-9A25-F6F50C22C142},,Association,,,,,,{77A962E5-889A-4af6-ADFD-37C3EE8C48F0},,{03BB6341-7C3E-4a4b-9207-6A2EB9D116FE},18062026-11:55:11
351,heeft behandeling,heeft behandeling,a755ef36-7a09-400e-8ba2-e25522354060,{6D7DECEC-F17A-4ecb-B263-9AA07C56EF1E},association-relationship,Association,,,,,276088a8-7dcf-4dd8-9450-bf677c7329ed,{A22B8038-3C04-44a7-8E75-90A3A5E2615B},924f174b-0a98-4957-b087-781f548d18bc,{1B8CF61F-3039-4fc5-A57D-B758170FCA0E},18062026-11:55:11
352,,is van soort,,{FDDAA5BD-12FD-4301-8601-F758417272CC},,Association,,,,,,{1B8CF61F-3039-4fc5-A57D-B758170FCA0E},,{4F518962-5EA3-4f56-8379-3A835FFE84CA},18062026-11:55:11
353,heeft,heeft,6be796cc-6238-4774-86ca-589bc5f27231,{6C17630A-1AC8-473b-A33C-9748C3DFEC38},association-relationship,Association,,,,,fbd8e696-0ad0-4dfb-883f-c21d24da3579,{CD519902-210F-4355-8B24-EAD513F61966},cd27cd50-1721-4870-a292-ea0f24d1ada4,{9F4E12E4-B228-4931-AC83-1B1F60958A89},18062026-11:55:11
354,heeft betrokkenen,heeft betrokkenen,826a42e7-c885-45ab-8ec0-f956b963f33d,{A72380B2-780A-4384-95FA-753AB757EF02},association-relationship,Association,,,,,276088a8-7dcf-4dd8-9450-bf677c7329ed,{A22B8038-3C04-44a7-8E75-90A3A5E2615B},5011fe69-8832-47f9-9ba5-c68d53a95ecd,{3DF01B79-6712-473e-9878-594CB5AE95A7},18062026-11:55:11
355,,is soort,,{5B20AB3F-D1D0-4f8d-BC22-558AFF53BFC7},,Association,,,,,,{3DF01B79-6712-473e-9878-594CB5AE95A7},,{F5FAF498-F536-4fb3-9948-73EBCDF61AD5},18062026-11:55:11
356,bevat,bevat,a3ee9ba5-7c98-49b7-be30-4c00b7fc0525,{EB2E53E1-4A2E-4df8-83D7-48C51EDF8A7F},association-relationship,Association,,,,,77d6fccd-a702-4c76-a90b-88df92d81d6c,{D8F2EAAD-7C80-4164-8171-C632F18A6742},f7635b68-9821-40ae-b5e9-dbb6e941499f,{08000E15-8AA2-AE9A-89F0-262C7C061238},18062026-11:55:11
357,bevat,bevat,6e5566b1-a58b-4193-8910-72bf995ded4f,{C8BC652E-2DFE-4146-9496-2C28872635D6},association-relationship,Association,,,,,77d6fccd-a702-4c76-a90b-88df92d81d6c,{D8F2EAAD-7C80-4164-8171-C632F18A6742},10e2e536-26cb-4934-b6bb-7c88cee5841f,{0463EA7D-FFD9-AD19-0405-294621AE933F},18062026-11:55:11
358,heeft,heeft,139111ec-a3ec-4f3c-8017-17997af4dc73,{77CD93A7-63DA-4704-BEFB-E6171E770244},association-relationship,Association,,,,,a83c4dc2-0e6c-472c-929c-1a2878c2f012,{51A266C7-3BDA-457c-9A32-CD1B166CA5BF},f96af00f-2933-42d0-aacf-58ccb4a0ef52,{9FBF9FB8-B28D-4733-8443-607B8498F446},18062026-11:55:11
359,maakt onderdeel van,maakt onderdeel van,4fbbccb1-2869-4fae-b1fd-d4fbcc18da28,{7183497F-E505-4dc0-A153-04A52CE79C5E},association-relationship,Association,,,,,5011fe69-8832-47f9-9ba5-c68d53a95ecd,{3DF01B79-6712-473e-9878-594CB5AE95A7},ffca91bc-ed2b-4885-9e04-7a459fd67cad,{F0467610-553B-47cd-A9F7-3B1D20CC425E},18062026-11:55:11
360,heeft als adres,heeft als adres,e669637a-e6bd-4cd5-92b8-3402441eaf9e,{F02B0A9C-3C5F-454c-A18B-ADBD6872BED2},association-relationship,Association,,,,,ffca91bc-ed2b-4885-9e04-7a459fd67cad,{F0467610-553B-47cd-A9F7-3B1D20CC425E},403c547f-8d7e-4235-99d9-d155063c6085,{31A87864-6CE0-4e93-A493-ECD0FBDD4461},18062026-11:55:11
361,,heeft als adres,,{D2DD4C21-DB8A-4363-BAE9-8B334918F116},,Association,,,,,,{F0467610-553B-47cd-A9F7-3B1D20CC425E},,{32A22BC6-89EC-44af-8D7D-79B12311AE2D},18062026-11:55:11
362,betreft,betreft,99873e15-7c1c-4ffc-8838-1d1152051ebb,{3C878B83-AE40-4f69-B528-95EBF2BB9FD1},association-relationship,Association,,,,,06225120-f05f-4ee7-b7c5-3e3ca208daba,{C18BB25F-536F-4b80-BC7C-7855DF2D7389},e1371e07-969e-4a34-be81-0a23ffd541dd,{AF9534B0-7CBD-4061-9276-A7B6698B383A},18062026-11:55:11
363,basis van,basis van,7ce4ce13-e4e0-4f9d-b42b-6246c8cda101,{23C4EF29-2A8A-411a-B544-ECCB948A0D26},association-relationship,Association,,,,,ca96f3b1-dc95-4755-be20-c65951ad6f21,{28BCD751-DDE7-42b6-9E6B-579B382BC84A},06225120-f05f-4ee7-b7c5-3e3ca208daba,{C18BB25F-536F-4b80-BC7C-7855DF2D7389},18062026-11:55:11
364,heeft,heeft,7a6bdc6c-3280-46de-b7b0-1e59285eda32,{656A8E26-0332-4854-8F8D-C5B2EA71C5D2},association-relationship,Association,,,,,17a0d019-c25e-4bba-ae64-f381da597376,{276E1BF9-E902-4303-A9E7-048627E0DC84},276088a8-7dcf-4dd8-9450-bf677c7329ed,{A22B8038-3C04-44a7-8E75-90A3A5E2615B},18062026-11:55:11
365,ondersteunt client,ondersteunt client,254ae1ce-f810-443c-9321-3f132c96f1e9,{BBB0C356-446A-4c07-A599-5915989A3B0F},association-relationship,Association,,,,,17a0d019-c25e-4bba-ae64-f381da597376,{276E1BF9-E902-4303-A9E7-048627E0DC84},2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},18062026-11:55:11
366,heeft,heeft,e6eb9b07-0f19-42da-a092-9895381d1de7,{DED75E94-E6C5-4f02-A427-BEDEFBAA92A5},association-relationship,Association,,,,,2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},276088a8-7dcf-4dd8-9450-bf677c7329ed,{A22B8038-3C04-44a7-8E75-90A3A5E2615B},18062026-11:55:11
367,bezit,bezit,bfeb35f1-da64-435b-8fc5-3a6a71eda0d9,{B98AB9C6-7293-45b7-B79C-2393E0237D12},association-relationship,Association,,,,,2a859087-fe7f-412a-b057-bf1e3f249a4c,{DAF09055-A5A6-4ff4-A158-21B20567B296},7afada33-db86-4f1b-9ad9-b61b65d6f5f5,{03EFE25A-4FE5-1447-088D-262C4A161776},18062026-11:55:11
